ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,47814,48185,48698,51884,51313,50155,51608,51844,52876,52824,53605,55311,56657,59407,58321,57101,55958,54606,54078,51378,48425,51193,50804,50843,48539,51213,47051,45577,44453,42576,39512,43972,42104,41400,40719,39585,39232,40463,39159,38588,34121,39788,37139,36242,34573,35724,34201,33145,32978,32217,31428,31426,31642,31284,30179,29916,29999,29353,28845,27611,31434,31410,31617,31015,30078,29866,24694,24204,24213,23282,22934,22647,22412,22185,21976,21777,21571,21387,21178,21005,20812,20642,20466,20312,20146,19995,19827,19654,19473,19290,19083,18873,18666,18427,18193,17955,17690,17440,17208,16974,16741,16544,16364,16189,16029,15900,15753,15626,15519,15412,15312,15238,15139,15059
1,47837,46335,46734,47494,50614,50098,48778,50268,50400,51436,51155,52395,54105,55390,58120,56841,55596,54374,52923,52153,48742,48403,50800,50529,50563,48354,50197,46260,44905,43581,40610,39713,43671,41779,41068,40271,39117,38706,39611,38693,34473,34422,39437,36862,35766,34287,34498,33234,32654,32685,31627,31301,31281,31545,31156,30066,29777,29725,29145,28671,31650,31689,31416,31690,31190,30247,24899,24816,24108,24115,23197,22855,22572,22340,22117,21912,21717,21513,21332,21127,20957,20767,20600,20427,20275,20113,19965,19800,19629,19451,19270,19065,18857,18653,18415,18183,17946,17683,17435,17204,16971,16739,16544,16365,16190,16032,15904,15758,15631,15525,15419,15321,15247,15150
2,48659,47444,45756,46294,47006,50092,49626,48420,49941,49847,50931,50978,52002,53488,54862,57406,56035,54794,53483,51722,50830,48823,48678,50721,50437,50515,48320,49331,45561,44343,42791,40891,40147,43306,41445,40825,39763,38676,38170,38621,35726,34693,34515,39228,36662,35374,34048,34045,32619,32106,32329,31600,31268,31234,31431,31006,30005,29571,29630,29057,32147,31622,31670,31427,31704,31184,25793,24900,24749,24044,24048,23141,22805,22525,22297,22077,21874,21683,21482,21303,21100,20933,20745,20581,20411,20262,20102,19956,19793,19625,19448,19269,19066,18860,18657,18421,18190,17955,17693,17446,17216,16984,16753,16559,16380,16207,16049,15921,15777,15651,15545,15440,15342,15269
3,51084,48414,47345,45567,45991,46630,49737,49286,48034,49558,49496,50463,50961,51667,52970,54396,56706,55255,54005,52619,50650,50888,48923,48976,50648,50355,50467,48292,48479,44866,43867,42848,41140,40521,42925,41140,40539,39364,38267,37699,35791,35855,34850,34682,38955,36318,34953,33833,33469,32051,31501,32161,31601,31232,31118,31333,30908,29796,29469,29495,31634,32206,31992,31734,31359,31626,26580,25736,24861,24707,24003,24005,23108,22776,22500,22275,22058,21858,21668,21469,21293,21092,20927,20741,20579,20411,20264,20107,19963,19802,19635,19460,19283,19081,18876,18675,18440,18211,17976,17716,17470,17240,17009,16779,16585,16407,16234,16077,15949,15805,15680,15575,15470,15373
4,50075,50782,48184,47235,45466,45679,46325,49449,49078,47632,49418,48964,49988,51073,51229,52487,53887,56112,54473,53257,51636,50710,50961,49054,49289,50581,50280,50425,48279,47616,44230,44125,42911,41379,40855,42627,40838,40326,38976,37916,35246,35928,35931,35034,34963,38622,35984,34601,33581,32971,31492,31473,32118,31642,31266,31030,31347,30770,29770,29413,31612,31508,32265,32249,31782,31402,27205,26531,25709,24839,24682,23979,23979,23091,22763,22491,22268,22053,21855,21667,21470,21295,21096,20934,20750,20590,20424,20279,20122,19980,19820,19655,19481,19306,19105,18902,18701,18468,18239,18006,17746,17501,17272,17041,16811,16618,16440,16267,16110,15984,15840,15715,15611,15506
5,50695,49769,50527,47991,47197,45279,45401,45859,49146,48847,47254,48961,48567,49557,51102,51030,52013,53360,55392,53799,52522,51699,50769,51038,49179,49597,50530,50212,50387,48252,46800,44441,44386,42936,41510,41130,42292,40600,40104,38631,35890,35304,36038,36015,35263,35356,38275,35663,34198,33386,32437,31411,31504,32215,31611,31235,30998,31244,30695,29732,32529,31519,31687,32299,32249,31789,27920,27219,26517,25696,24829,24669,23967,23967,23086,22762,22492,22272,22059,21862,21676,21481,21307,21110,20949,20767,20609,20444,20301,20146,20005,19846,19682,19510,19335,19136,18933,18734,18501,18274,18041,17782,17537,17309,17078,16848,16655,16478,16305,16149,16022,15879,15754,15650
6,43068,50488,49451,50297,47919,47115,45215,45076,45575,48794,48601,46976,48482,48210,49181,51229,50610,51640,52868,54755,53021,52564,51753,50841,51111,49307,49906,50488,50136,50332,48256,47019,44687,44599,42920,41607,41368,42006,40347,39869,36725,35998,35341,36110,36108,35680,35801,37938,35353,33839,33182,32350,31493,31515,32145,31612,31282,30888,31281,30687,33142,32517,31725,31940,32303,32263,29128,27900,27213,26514,25692,24829,24666,23965,23964,23091,22771,22503,22284,22072,21877,21693,21499,21327,21131,20971,20791,20634,20471,20328,20175,20035,19877,19715,19543,19369,19171,18970,18771,18539,18312,18080,17821,17577,17349,17119,16889,16696,16519,16346,16190,16063,15920,15796
7,37129,42847,50346,49397,50051,47699,47105,45076,44899,45194,48624,48215,46657,48010,47661,48718,51157,50305,51060,52368,54175,53005,52611,51824,50902,51196,49435,50219,50440,50054,50383,48536,47192,44875,44768,42916,41683,41580,41726,40105,38199,36776,36078,35341,36228,36320,36089,36037,37607,35050,33492,33121,32329,31526,31510,32085,31711,31251,30906,31313,33560,33163,32630,31885,31904,32319,29487,29058,27899,27214,26517,25696,24835,24671,23971,23969,23102,22785,22519,22302,22091,21897,21714,21521,21350,21156,20998,20818,20663,20501,20359,20207,20068,19911,19749,19579,19406,19209,19008,18810,18579,18353,18121,17863,17618,17390,17160,16931,16738,16560,16388,16232,16106,15963
8,41455,36884,42615,50115,49208,49937,47543,47094,45048,44560,45002,48087,47766,46396,47607,47345,48331,51287,49990,50621,51904,54192,52998,52659,51894,50967,51275,49566,50531,50375,50053,50835,48802,47331,45029,44928,42916,41779,41811,41429,38714,38282,36844,36148,35400,36426,36558,36403,36308,37290,34747,33410,33087,32327,31566,31534,32068,31706,31315,30922,34848,33619,33238,32706,31886,31838,30094,29434,29058,27904,27220,26525,25704,24846,24681,23982,23980,23118,22803,22539,22323,22113,21921,21738,21547,21377,21184,21027,20849,20694,20533,20392,20241,20103,19947,19786,19616,19444,19248,19048,18850,18620,18394,18163,17904,17660,17433,17202,16973,16780,16603,16430,16274,16148
9,39778,41185,36751,42376,49871,49015,49684,47429,47118,44780,44415,44552,47848,47360,46046,47209,46932,47985,51346,49643,50173,51864,54221,52993,52713,51973,51041,51362,49698,50823,50342,50374,51230,49020,47463,45158,45065,42885,41881,42019,40171,38792,38304,36866,36201,35485,36650,36696,36690,36589,36944,34742,33430,33069,32381,31603,31623,32005,31823,31377,36977,34944,33798,33372,33038,31869,29909,30042,29437,29061,27912,27229,26536,25716,24861,24694,23996,23994,23137,22824,22562,22346,22138,21946,21765,21574,21406,21214,21058,20880,20726,20566,20426,20276,20138,19983,19823,19654,19483,19287,19087,18891,18661,18435,18204,17946,17702,17474,17244,17015,16822,16644,16472,16316
