ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,37036,36427,37306,37947,38701,38393,38013,37145,38301,38042,37710,38078,39036,41680,41032,40130,39004,38180,37554,35501,33700,34818,35513,36903,35385,34618,33314,32285,30723,29218,27031,27987,27020,26884,25590,24779,25065,25353,24623,24542,21571,24307,23052,22457,21608,21458,21127,20699,20413,20469,19691,19477,19329,19798,18603,18265,18340,18236,18158,17813,19646,19348,19255,19695,18554,18130,15257,14956,14803,15051,15127,14944,14792,14645,14509,14380,14246,14128,13991,13878,13748,13634,13515,13409,13296,13192,13075,12955,12828,12702,12562,12421,12284,12129,11981,11832,11668,11514,11373,11232,11094,10982,10884,10791,10710,10649,10574,10507,10451,10391,10333,10289,10226,10174
1,37060,35684,35354,36096,36825,37599,36894,36679,35935,36881,35792,36772,37165,38017,40684,40010,39052,37837,36997,36380,33688,33707,34621,35362,36647,35186,34319,32960,31821,30276,28079,27138,27888,26881,26674,25426,24574,24791,24949,24249,22243,21684,24236,22894,22215,21333,21209,20730,20397,20321,20258,19693,19452,19351,19698,18561,18306,18235,18091,17890,20282,19720,19377,19306,19619,18619,15859,15311,14926,14773,15020,15095,14916,14765,14619,14485,14357,14225,14107,13973,13861,13734,13622,13505,13401,13290,13187,13073,12954,12830,12705,12566,12427,12292,12138,11991,11843,11680,11527,11386,11246,11108,10997,10899,10806,10726,10665,10590,10524,10468,10408,10351,10307,10246
2,37221,36588,35362,34996,35656,36221,36905,36323,36219,35250,35854,35719,36446,36765,37636,40067,39351,38405,37085,36160,35487,33800,33864,34588,35337,36511,35087,34105,32676,31424,29873,28224,27345,27826,26712,26441,25265,24410,24499,24519,22824,22353,21823,24156,22756,21981,21181,21047,20536,20246,20276,20328,19740,19462,19404,19675,18618,18333,18203,18098,20112,20279,19772,19450,19233,19677,16277,15841,15296,14911,14758,15003,15079,14901,14751,14607,14473,14347,14216,14100,13968,13857,13732,13621,13506,13404,13294,13194,13081,12964,12841,12718,12580,12442,12309,12156,12009,11862,11700,11547,11407,11267,11129,11018,10920,10828,10748,10687,10613,10547,10491,10432,10375,10332
3,40097,37031,36452,35058,34645,35235,35595,36355,35650,35632,34545,35453,35645,36115,36440,37218,39641,38825,37688,36260,35417,35557,33938,34047,34567,35311,36391,34991,33901,32400,31052,29908,28392,27558,27720,26595,26241,25055,24267,24254,23231,22888,22455,21916,24015,22530,21784,21039,20922,20315,20076,20260,20334,19794,19493,19432,19704,18603,18400,18203,20112,20011,20306,19961,19425,19300,16732,16252,15835,15291,14906,14752,14997,15073,14896,14747,14604,14471,14346,14216,14102,13971,13862,13738,13629,13515,13415,13307,13207,13096,12980,12859,12737,12601,12464,12331,12179,12033,11887,11725,11572,11432,11292,11155,11045,10947,10855,10774,10714,10640,10574,10519,10460,10403
4,38128,39874,36809,36317,34903,34258,34690,35051,35915,35180,34894,34181,35230,35504,35832,36078,36918,38990,38215,37055,35644,35501,35630,34099,34240,34544,35295,36265,34903,33698,32145,31213,29985,28510,27704,27677,26462,26046,24893,24147,23231,23318,22982,22522,21989,23870,22389,21608,20904,20741,20068,20088,20260,20380,19875,19525,19508,19676,18645,18439,20133,20093,20098,20513,20035,19434,17456,16727,16252,15836,15293,14907,14754,14997,15073,14898,14750,14607,14475,14351,14223,14110,13980,13873,13750,13642,13530,13431,13324,13226,13116,13001,12881,12760,12625,12489,12357,12206,12061,11915,11752,11601,11461,11321,11184,11074,10976,10884,10804,10743,10669,10603,10548,10490
5,37994,37869,39794,36640,36100,34687,33733,34289,34690,35377,34398,34574,33907,34894,35413,35566,35838,36490,38492,37702,36463,35754,35573,35713,34255,34436,34531,35280,36152,34816,33520,32279,31343,30037,28564,27844,27600,26364,25850,24768,23309,23248,23391,23037,22563,22157,23746,22222,21484,20765,20577,20067,20115,20271,20426,19920,19628,19564,19672,18673,20580,20121,20163,20257,20654,20041,18008,17462,16733,16257,15842,15300,14914,14761,15003,15079,14904,14757,14615,14484,14361,14234,14122,13993,13887,13765,13659,13548,13450,13345,13248,13138,13025,12906,12786,12652,12517,12385,12234,12090,11944,11782,11631,11491,11351,11214,11104,11006,10914,10834,10774,10699,10634,10579
6,33196,37801,37807,39569,36412,35906,34309,33400,33923,34183,34674,33987,34314,33592,34706,35285,35293,35471,36235,38019,37151,36566,35866,35659,35800,34415,34630,34516,35266,36043,34760,33672,32410,31402,30028,28654,27950,27519,26230,25661,24027,23384,23274,23433,23049,22695,22355,23602,22088,21324,20664,20607,20133,20156,20273,20447,19965,19666,19606,19699,20668,20579,20184,20327,20288,20651,18167,18044,17469,16743,16266,15852,15311,14924,14771,15012,15088,14914,14768,14626,14497,14375,14248,14137,14010,13905,13784,13679,13569,13472,13368,13272,13163,13051,12933,12814,12681,12546,12415,12264,12120,11975,11813,11662,11522,11383,11246,11135,11037,10945,10865,10805,10731,10665
7,29862,33026,37710,37636,39422,36137,35599,34141,33032,33453,33470,34260,33699,34018,33346,34415,35310,35101,35249,35805,37530,37206,36668,35983,35747,35892,34578,34829,34504,35250,35949,34875,33770,32533,31482,30069,28704,28035,27443,26110,24974,24064,23437,23303,23460,23125,22839,22561,23446,21920,21166,20667,20664,20238,20211,20290,20520,20053,19763,19669,21255,20630,20693,20368,20472,20336,18453,18173,18053,17479,16755,16278,15865,15323,14936,14782,15023,15099,14926,14780,14640,14511,14390,14265,14154,14028,13924,13804,13700,13591,13495,13392,13297,13189,13078,12961,12842,12709,12575,12445,12295,12151,12006,11844,11693,11553,11414,11277,11166,11068,10976,10896,10836,10762
8,30527,29685,32894,37484,37367,39131,35692,35412,33916,32581,32785,33202,33960,33427,33694,33071,34145,35298,34782,34948,35502,37596,37260,36773,36095,35837,35986,34746,35031,34490,35255,36097,35033,33904,32591,31557,30069,28798,28157,27366,25558,25027,24120,23474,23306,23511,23211,22985,22729,23298,21798,21167,20685,20764,20298,20263,20335,20576,20131,19824,21857,21235,20674,20799,20483,20529,18581,18458,18184,18064,17491,16769,16291,15879,15338,14950,14796,15035,15111,14939,14795,14655,14527,14407,14282,14173,14047,13944,13825,13722,13614,13519,13416,13322,13216,13105,12988,12871,12738,12605,12475,12325,12181,12036,11875,11723,11584,11444,11307,11197,11098,11006,10926,10866
9,31350,30297,29732,32716,37205,37098,38589,35358,35199,33617,32020,32394,32839,33633,33098,33369,32842,33820,35248,34623,34458,35515,37670,37316,36879,36215,35931,36082,34911,35233,34488,35408,36231,35111,34019,32689,31609,30056,28857,28250,26869,25570,25079,24154,23490,23308,23583,23278,23120,22929,23178,21820,21223,20743,20786,20339,20336,20335,20647,20229,23196,21894,21292,20848,20855,20520,18909,18589,18469,18196,18075,17503,16783,16305,15893,15352,14964,14809,15048,15125,14954,14810,14671,14544,14424,14300,14192,14067,13964,13847,13744,13637,13543,13441,13348,13242,13132,13016,12899,12767,12634,12504,12354,12211,12066,11905,11753,11614,11474,11337,11226,11128,11036,10956
