ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,45895,46313,45823,49668,49093,48587,48622,48005,48799,48829,48859,49024,47950,49528,48092,47767,46502,45500,45629,43356,40554,41719,42120,42933,41468,40431,38581,37722,36793,36259,32240,35230,34124,34326,34164,32675,32829,32761,33221,32934,27298,33062,31303,29349,27969,27917,27111,26393,26657,25101,24137,24774,25065,24883,24404,23682,23695,23794,23415,22919,24137,24814,24967,24717,24216,23608,20878,20164,20168,20353,20437,20409,20396,20166,19938,19711,19469,19242,18990,18768,18528,18315,18104,17920,17736,17575,17408,17249,17093,16946,16786,16631,16485,16315,16156,15995,15812,15643,15489,15333,15176,15051,14937,14825,14724,14643,14538,14440,14351,14253,14156,14076,13970,13878
1,46169,44268,44851,44682,48308,47835,47047,47195,46293,46814,47797,47679,47709,46817,48240,46893,46460,45134,43973,43977,40744,40532,41487,41869,42578,41099,40068,38092,37204,36386,34574,32394,34994,33829,33932,33672,32208,32241,32012,32078,28526,27459,32864,31014,29028,27683,27348,26375,25830,25933,24347,24086,24664,25002,24755,24320,23599,23560,23693,23193,24362,24375,24832,24899,24750,24331,21547,20862,20110,20112,20296,20380,20352,20340,20112,19886,19662,19423,19199,18950,18731,18495,18286,18078,17897,17716,17558,17395,17238,17085,16940,16782,16628,16484,16316,16158,15999,15817,15649,15496,15341,15185,15060,14947,14837,14736,14657,14552,14455,14368,14271,14175,14096,13991
2,47296,45614,43791,44473,44195,47541,47007,46286,46468,44839,46636,47476,47005,47023,46077,47404,45955,45514,44024,42729,42606,40849,40719,41425,41738,42345,40834,39809,37670,36741,36041,34606,32719,34795,33472,33513,33084,31650,31529,31091,29449,28601,27671,32665,30685,28690,27372,26892,25963,25318,25590,24312,24177,24654,24882,24699,24265,23462,23522,23532,25440,24281,24461,24744,24828,24819,21475,21415,20827,20076,20076,20259,20343,20315,20303,20077,19854,19632,19395,19174,18927,18712,18479,18273,18068,17890,17712,17556,17395,17241,17090,16947,16791,16639,16496,16330,16173,16014,15833,15666,15514,15359,15204,15080,14968,14858,14759,14680,14576,14480,14393,14298,14203,14125
3,48856,46847,45445,43480,44085,43639,46693,46540,45558,45658,44629,45804,47268,46278,46299,45375,46561,45055,44413,43003,41506,42644,40960,40921,41367,41617,42125,40594,39558,37261,36297,35912,34700,32936,34518,33150,33125,32527,31138,30869,29120,29527,28719,27854,32327,30257,28355,27145,26593,25389,24810,25515,24341,24242,24600,24789,24654,24208,23425,23470,24861,25341,24427,24462,24712,24891,22583,21323,21395,20805,20056,20054,20236,20320,20293,20281,20057,19836,19615,19381,19162,18918,18705,18475,18271,18069,17894,17718,17565,17406,17254,17105,16963,16809,16658,16517,16352,16196,16038,15858,15691,15540,15386,15231,15108,14996,14887,14788,14710,14607,14511,14426,14331,14237
4,49307,48595,46499,45163,43224,43599,42981,46234,46049,44813,45532,44041,45103,47209,45646,45590,44756,45797,44313,43432,41972,41603,42699,41088,41120,41321,41503,41914,40362,39308,36867,36277,35837,34709,33113,34299,32818,32751,32002,30682,29216,29235,29620,28871,28153,31946,29881,28006,26947,26154,24871,24788,25515,24378,24314,24575,24751,24625,24210,23397,24980,24754,25479,24523,24559,24764,22873,22483,21315,21383,20794,20045,20041,20222,20307,20280,20269,20046,19826,19608,19375,19158,18917,18707,18479,18278,18078,17905,17731,17580,17423,17272,17125,16985,16832,16683,16543,16378,16224,16066,15887,15721,15570,15417,15263,15140,15029,14920,14821,14743,14641,14547,14461,14367
5,45239,48912,48310,46159,45049,42886,43243,42570,45584,45359,44658,44908,43375,44401,47010,44926,44966,44143,45118,43512,42467,42037,41697,42750,41214,41324,41286,41399,41703,40125,39049,36898,36293,35728,34701,33247,34036,32508,32382,31555,29242,29269,29366,29706,29085,28469,31532,29549,27730,26683,25817,24843,24853,25525,24490,24397,24603,24696,24617,24182,25842,24953,24900,25543,24700,24634,23215,22706,22480,21313,21379,20788,20040,20034,20216,20301,20275,20263,20042,19824,19607,19376,19161,18922,18714,18488,18289,18092,17921,17749,17599,17444,17295,17149,17011,16859,16711,16572,16408,16254,16098,15919,15754,15604,15450,15297,15174,15063,14955,14857,14779,14678,14583,14499
6,39475,44864,48575,48097,45754,44839,42607,42825,42212,44862,45250,44051,44181,42912,43674,46779,44286,44285,43445,44302,42679,42516,42110,41794,42809,41348,41530,41248,41292,41496,39880,38959,36933,36302,35588,34683,33392,33769,32209,32037,30270,29336,29312,29428,29798,29339,28942,31217,29250,27400,26473,25790,24948,24906,25500,24552,24510,24649,24676,24600,26484,25835,25163,25053,25580,24707,23518,23126,22709,22482,21316,21380,20788,20040,20033,20215,20300,20274,20263,20043,19826,19611,19382,19169,18932,18726,18502,18305,18109,17940,17770,17622,17469,17321,17177,17039,16888,16742,16604,16441,16288,16132,15954,15789,15639,15486,15332,15210,15100,14992,14894,14817,14716,14622
7,37598,39227,44602,48295,47761,45365,44523,42324,42526,41722,44797,44461,43487,43642,42320,43041,46706,43587,43630,42794,43558,42742,42565,42186,41898,42868,41484,41743,41212,41190,41314,39868,38913,36969,36277,35463,34679,33496,33546,31927,31026,30317,29393,29377,29551,29896,29700,29343,30956,28854,27163,26404,25783,25052,24967,25514,24681,24589,24646,24651,27246,26460,25983,25339,25261,25620,23929,23478,23132,22714,22486,21322,21383,20790,20043,20035,20217,20302,20277,20266,20047,19832,19618,19391,19180,18944,18740,18518,18323,18128,17961,17793,17646,17494,17348,17205,17068,16919,16773,16636,16474,16321,16166,15989,15824,15674,15522,15368,15246,15136,15028,14931,14854,14753
8,37525,37298,38912,44264,47875,47490,44972,44366,42124,42025,41589,44134,43792,42920,42977,41657,42398,46578,43016,43043,42123,43646,42799,42621,42268,42001,42932,41621,41954,41173,41081,41330,39875,38849,36953,36243,35302,34669,33592,33255,31019,31132,30384,29470,29412,29696,30062,29993,29680,30562,28555,27124,26382,25789,25107,24999,25552,24772,24701,24668,28595,27300,26579,26059,25423,25219,23764,24032,23486,23140,22721,22493,21329,21388,20795,20048,20039,20221,20307,20282,20271,20053,19840,19627,19402,19192,18958,18755,18535,18342,18149,17983,17816,17671,17520,17375,17233,17098,16950,16805,16668,16507,16355,16201,16024,15859,15710,15557,15404,15283,15173,15065,14968,14891
9,37898,37054,37092,38606,44036,47511,47093,44611,44188,41722,42039,40904,43513,43062,42327,42443,41176,41715,46384,42300,42276,42091,43735,42867,42677,42350,42103,42994,41757,42161,41126,41077,41379,39853,38777,36915,36171,35156,34620,33705,32454,31073,31188,30440,29582,29459,29931,30241,30263,30007,30252,28531,27151,26387,25881,25205,25147,25597,24892,24820,30243,28660,27459,26651,26230,25441,23782,23713,24039,23495,23148,22728,22500,21336,21394,20800,20054,20044,20226,20313,20288,20278,20061,19849,19638,19414,19206,18973,18772,18553,18361,18170,18006,17840,17696,17547,17403,17262,17128,16980,16836,16701,16540,16389,16235,16058,15894,15744,15592,15439,15318,15208,15100,15003
