ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,19208,19122,19179,19672,19570,19733,19758,19884,20710,20943,21259,21553,22618,24344,24009,23651,22674,22395,22383,21703,21553,22350,22155,21592,20526,19025,17485,16632,15483,14460,13978,13710,13439,12888,13169,12270,12172,12869,12416,12758,11836,12768,12475,12189,12188,12596,12887,12887,13025,13593,13698,14234,14095,15216,15091,15345,15536,15969,15486,15521,13675,14238,14091,15133,14969,15198,13010,13041,12941,13020,12993,13037,12985,12965,12966,12995,13031,13095,13155,13249,13335,13439,13541,13655,13761,13873,13971,14060,14139,14210,14257,14294,14323,14314,14299,14268,14204,14140,14080,14009,13932,13880,13838,13799,13774,13775,13762,13767,13792,13819,13856,13919,13963,14025
1,19934,19067,19126,19124,19610,19451,19606,19746,19930,20707,20327,21341,21467,22500,24160,24035,23728,22624,22328,22342,21489,21710,22389,22196,21612,20551,19046,17536,16703,15546,14430,14049,13741,13464,12982,13204,12320,12244,12947,12599,12274,11983,12819,12470,12294,12290,12675,12881,12947,13088,13591,13912,14379,14260,15238,15173,15435,15631,15927,15437,13625,13938,14494,14372,15117,15309,14121,13117,13103,13002,13081,13055,13099,13048,13028,13029,13056,13091,13155,13215,13307,13392,13496,13596,13709,13813,13924,14020,14109,14186,14256,14302,14337,14365,14355,14338,14306,14241,14176,14115,14043,13965,13912,13869,13829,13803,13803,13789,13793,13817,13843,13878,13940,13982
2,21538,19876,19400,19078,19142,19601,19616,19570,19777,19957,19968,20535,21323,21531,22595,24206,23864,23709,22540,22188,22231,21599,21885,22457,22251,21651,20593,19076,17587,16779,15625,14496,14123,13744,13498,13019,13276,12392,12349,12987,12281,12477,12072,12880,12512,12346,12409,12753,12895,13014,13175,13787,14088,14471,14451,15238,15258,15468,15689,15847,13076,13698,14227,14617,14676,15190,14237,14157,13182,13163,13061,13140,13115,13159,13109,13088,13088,13115,13149,13213,13272,13363,13447,13549,13649,13761,13864,13974,14069,14156,14232,14301,14345,14379,14406,14395,14377,14344,14278,14212,14150,14078,13998,13945,13901,13860,13833,13832,13817,13820,13842,13867,13902,13962
3,23788,21531,20253,19520,19078,19200,19577,19657,19584,19838,19863,20113,20712,21359,21565,22630,24240,23862,23675,22531,22235,22354,21723,22064,22529,22314,21692,20640,19109,17637,16860,15662,14510,14232,13832,13538,13059,13327,12468,12469,12611,12396,12555,12178,12955,12552,12417,12497,12840,12933,13043,13318,13936,14252,14570,14541,15295,15346,15509,15714,13061,13136,14000,14433,14640,14818,15368,14289,14215,13244,13221,13118,13197,13174,13218,13167,13146,13145,13172,13207,13269,13328,13418,13501,13602,13700,13812,13913,14023,14117,14203,14278,14346,14389,14422,14447,14436,14417,14382,14316,14249,14186,14113,14033,13978,13933,13892,13864,13862,13846,13847,13869,13893,13927
4,24454,23866,22046,20523,19564,19129,19190,19691,19680,19630,19703,19921,20143,20917,21352,21571,22619,24179,23927,23705,22493,22358,22481,21850,22247,22604,22377,21733,20690,19147,17705,16920,15680,14548,14337,13878,13595,13077,13371,12520,12104,12713,12446,12618,12314,13042,12616,12500,12587,12930,12963,13204,13426,14101,14371,14651,14700,15376,15374,15526,13039,13158,13358,14227,14583,14769,15519,15376,14347,14271,13305,13278,13175,13255,13232,13276,13224,13202,13202,13229,13263,13325,13382,13472,13554,13654,13752,13862,13963,14071,14164,14250,14324,14390,14433,14464,14489,14477,14457,14422,14354,14287,14223,14149,14068,14013,13967,13925,13896,13893,13876,13877,13897,13920
5,24973,24484,24227,22131,20744,19581,19063,19174,19720,19764,19569,19712,19947,20179,21187,21539,21639,22648,24175,23756,23805,22639,22483,22605,21974,22432,22676,22441,21775,20741,19190,17769,16924,15690,14629,14415,13930,13646,13111,13421,12246,12175,12775,12524,12751,12533,13136,12680,12575,12681,13022,13140,13362,13536,14269,14515,14795,14842,15401,15409,13001,13191,13482,13590,14497,14741,15919,15529,15431,14405,14328,13365,13335,13233,13312,13290,13332,13280,13259,13259,13285,13319,13380,13437,13526,13607,13707,13803,13912,14012,14120,14212,14297,14370,14435,14477,14508,14532,14518,14498,14462,14394,14326,14262,14187,14105,14049,14002,13959,13929,13925,13908,13907,13927
6,20135,25004,24783,24333,22274,20651,19693,19191,19249,19736,19605,19620,19812,19987,20238,21439,21632,21630,22570,24245,23854,23945,22784,22605,22731,22100,22617,22750,22505,21821,20800,19247,17832,16977,15764,14680,14504,13996,13683,13167,13106,12342,12218,12846,12623,12957,12736,13243,12760,12671,12816,13192,13302,13468,13667,14437,14689,14937,14991,15432,12792,13182,13437,13685,13832,14673,15954,15920,15585,15487,14463,14384,13425,13392,13290,13369,13346,13388,13336,13315,13315,13341,13374,13435,13491,13579,13659,13758,13854,13963,14062,14169,14260,14344,14416,14481,14521,14552,14575,14561,14540,14503,14434,14366,14301,14225,14142,14085,14038,13994,13963,13959,13940,13939
7,20122,20128,25428,24913,24395,22310,20863,19849,19216,19225,19578,19619,19728,19839,20032,20292,21566,21603,21660,22673,24242,23987,24080,22927,22729,22859,22219,22804,22821,22566,21870,20831,19270,17880,17034,15785,14720,14569,14043,13752,12905,13178,12435,12268,12930,12768,13128,12958,13381,12839,12789,12945,13323,13417,13633,13793,14651,14871,15007,15061,12854,12876,13392,13593,13920,13976,16317,15977,15977,15642,15543,14521,14441,13485,13450,13347,13425,13403,13444,13394,13372,13372,13398,13430,13490,13546,13633,13713,13811,13906,14014,14113,14218,14309,14392,14463,14527,14567,14597,14619,14605,14583,14546,14476,14407,14341,14265,14181,14123,14075,14030,13999,13994,13975
8,20848,20073,20286,25574,24998,24538,22500,21049,19797,19224,19100,19698,19626,19688,19831,20108,20340,21808,21723,21725,22715,24386,24117,24216,23073,22856,22984,22344,22988,22895,22632,21931,20866,19323,17966,17086,15810,14762,14660,14082,13503,12956,13222,12497,12335,13025,12897,13321,13126,13503,12930,12907,13066,13478,13625,13780,13988,14842,15014,15067,12979,12990,13102,13578,13809,14085,16160,16308,16036,16035,15699,15600,14580,14499,13547,13509,13405,13482,13461,13502,13451,13430,13429,13454,13486,13546,13601,13688,13767,13864,13959,14066,14164,14269,14358,14441,14511,14575,14614,14643,14665,14650,14628,14590,14520,14449,14383,14306,14222,14163,14114,14068,14036,14030
9,20620,20847,20352,20357,25788,25022,24610,22576,21134,19858,19059,19062,19737,19641,19842,19921,20102,20390,22103,21826,21759,22853,24538,24249,24355,23221,22983,23110,22470,23176,22976,22687,21967,20900,19386,18032,17136,15857,14806,14736,13849,13573,13013,13304,12581,12439,13164,13041,13515,13331,13628,13086,13056,13225,13635,13761,14004,14145,14979,15158,13632,13115,13181,13328,13732,13979,16032,16181,16367,16096,16093,15758,15658,14640,14559,13608,13567,13463,13540,13519,13561,13510,13488,13487,13512,13543,13602,13657,13743,13821,13918,14012,14119,14216,14320,14409,14491,14561,14624,14663,14691,14712,14697,14674,14635,14564,14493,14426,14348,14263,14204,14154,14108,14075
10,21708,20635,21092,20453,20544,25791,25085,24730,22704,21078,19606,19052,19162,19838,19583,19807,19861,20182,20448,22256,21862,21918,22995,24691,24383,24494,23370,23104,23241,22597,23351,23012,22715,22008,20979,19417,18039,17175,15898,14838,14539,13932,13646,13073,13391,12706,12541,13289,13190,13722,13540,13740,13207,13237,13374,13749,14011,14208,14262,15068,13479,13773,13301,13325,13512,13884,15917,16082,16241,16428,16156,16153,15817,15718,14701,14619,13669,13626,13522,13599,13579,13620,13569,13547,13545,13570,13601,13660,13713,13799,13877,13973,14066,14172,14269,14372,14461,14542,14611,14674,14712,14740,14761,14744,14721,14682,14610,14538,14470,14391,14306,14246,14195,14149
11,25000,21670,20777,21292,20586,20478,25899,25061,24694,22659,20720,19633,19227,19212,19848,19693,19906,19974,20220,20458,22535,22046,22080,23138,24841,24519,24629,23525,23224,23369,22709,23383,23043,22779,22069,20980,19471,18078,17216,15927,14698,14588,14003,13713,13164,13497,12854,12672,13474,13391,13869,13668,13890,13378,13434,13491,13938,14195,14364,14380,13814,13638,13977,13459,13603,13649,15912,15989,16143,16302,16489,16218,16214,15878,15778,14763,14679,13731,13686,13582,13659,13639,13680,13629,13607,13605,13629,13659,13718,13771,13856,13933,14029,14121,14227,14322,14426,14513,14594,14663,14725,14763,14790,14810,14793,14769,14729,14656,14584,14515,14436,14350,14289,14238
