ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,22539,22862,22639,22975,22908,23399,23189,22974,24023,24073,23899,25255,26031,27595,26763,26281,24977,24638,25132,24518,23935,23751,23486,23070,21457,19947,18539,17256,15718,14669,14054,13944,13719,13088,13056,12344,12205,12629,12882,13522,13162,13646,13193,13328,13436,14221,14601,14664,15609,16305,16734,17295,17349,18501,18646,19025,19442,20124,20267,19840,16592,17118,17307,18206,18478,18833,17175,16684,16276,16337,16312,16179,16114,16082,16094,16142,16210,16317,16427,16581,16732,16909,17083,17273,17451,17636,17799,17946,18074,18187,18262,18315,18350,18329,18290,18224,18110,17993,17880,17755,17626,17533,17459,17396,17356,17355,17340,17350,17389,17431,17486,17573,17636,17721
1,23872,22259,23047,22515,22779,22757,23168,23116,22870,23809,23720,23947,25158,25872,27153,26683,26333,24937,24473,24957,24157,24074,23829,23549,23135,21520,20018,18551,17329,15847,14758,14144,13965,13742,13120,13087,12420,12321,12739,13054,13359,13228,13737,13274,13456,13612,14366,14709,14845,15753,16448,16937,17470,17694,18624,18767,19244,19717,20156,20239,16433,16914,17390,17775,18500,18860,17937,17450,16747,16343,16405,16382,16250,16186,16154,16167,16213,16281,16387,16495,16648,16797,16971,17143,17331,17506,17689,17848,17994,18119,18230,18303,18354,18387,18364,18324,18256,18141,18023,17909,17784,17654,17561,17486,17422,17381,17378,17362,17371,17407,17448,17501,17586,17647
2,24631,23934,22238,23045,22273,22791,22662,23209,23121,22840,23499,23786,23993,25199,25863,27127,26712,26330,24872,24437,25069,24278,24247,23928,23631,23221,21608,20101,18584,17420,15986,14750,14179,13981,13792,13186,13142,12532,12432,12871,13041,13431,13348,13801,13410,13657,13786,14525,14910,14984,15960,16642,17116,17681,17899,18726,18961,19442,19762,20083,15866,16642,17225,17717,17969,18682,18673,18056,17508,16808,16407,16470,16447,16318,16255,16223,16235,16281,16348,16453,16561,16712,16858,17030,17200,17386,17559,17739,17897,18040,18164,18273,18344,18393,18424,18400,18358,18290,18174,18055,17940,17814,17684,17590,17514,17449,17407,17403,17385,17393,17428,17467,17518,17602
3,27098,24604,23806,22247,22809,22424,22678,22656,23185,23025,22541,23646,23949,23982,25092,25928,27093,26598,26278,24755,24407,25166,24401,24422,24044,23718,23313,21697,20185,18623,17508,16008,14791,14192,14036,13791,13215,13208,12610,12533,12800,13121,13505,13445,13998,13635,13802,14004,14693,15060,15184,16197,16886,17309,17913,17993,18818,19168,19492,19760,15197,16035,16975,17527,17957,18116,19082,18724,18112,17567,16868,16469,16532,16511,16383,16321,16289,16301,16347,16414,16518,16624,16773,16918,17088,17256,17440,17611,17789,17945,18086,18208,18315,18385,18432,18462,18436,18394,18324,18208,18088,17973,17846,17715,17620,17543,17477,17434,17429,17410,17416,17450,17487,17538
4,27731,27134,24356,23664,22222,22856,22151,22581,22673,23137,22823,22484,23618,24124,24119,25077,25765,27125,26488,26324,24827,24539,25267,24525,24596,24161,23808,23404,21790,20269,18672,17571,15974,14808,14233,14068,13850,13276,13288,12749,12445,12872,13213,13603,13632,14167,13789,13943,14182,14861,15288,15422,16384,17094,17586,18019,18148,19003,19178,19502,15275,15423,16307,17385,17805,18111,19672,19076,18777,18170,17624,16927,16530,16592,16573,16447,16385,16353,16366,16412,16478,16581,16686,16833,16976,17145,17311,17493,17662,17839,17993,18133,18253,18359,18426,18472,18501,18474,18431,18361,18243,18123,18007,17880,17748,17652,17575,17507,17463,17457,17437,17442,17474,17511
5,29224,27689,27095,24420,23766,22083,22845,22169,22741,22702,22755,22925,22552,23719,24256,24150,25072,25759,26985,26464,26289,24961,24670,25369,24650,24767,24280,23896,23499,21883,20366,18749,17606,15959,14881,14293,14119,13914,13374,13359,12660,12523,12938,13305,13759,13896,14315,13999,14145,14378,15040,15554,15650,16553,17375,17708,18161,18332,19038,19223,15051,15581,15782,16710,17596,17942,20221,19637,19133,18832,18227,17682,16984,16589,16653,16635,16510,16449,16418,16430,16476,16541,16644,16746,16893,17034,17202,17366,17546,17714,17890,18042,18180,18299,18403,18469,18514,18541,18514,18470,18399,18280,18160,18043,17915,17783,17686,17608,17540,17494,17487,17466,17470,17501
6,21137,29240,27697,27149,24528,23739,22179,22668,22193,22578,22416,22774,22880,22599,23693,24374,24320,25084,25759,26991,26441,26405,25097,24806,25476,24776,24945,24399,23984,23591,21981,20420,18770,17631,15972,14940,14376,14201,13985,13441,13275,12721,12606,13017,13456,13967,14116,14503,14164,14329,14591,15296,15751,15955,16746,17512,17936,18339,18388,18981,14559,15289,15823,16146,16917,17781,20707,20217,19693,19191,18886,18284,17738,17042,16649,16713,16696,16573,16512,16481,16494,16539,16604,16705,16806,16952,17092,17258,17420,17600,17766,17940,18091,18228,18345,18447,18512,18557,18583,18555,18510,18438,18319,18198,18081,17952,17819,17721,17642,17573,17527,17519,17497,17500
7,24066,21135,29211,27749,27105,24428,23777,22198,22799,22192,22328,22503,22902,22982,22689,23674,24624,24448,25107,25802,26986,26549,26518,25228,24939,25582,24902,25114,24517,24074,23686,22023,20452,18785,17658,16004,14982,14480,14257,14057,13374,13332,12787,12671,13139,13659,14170,14369,14689,14335,14594,14847,15508,15978,16227,16905,17766,18125,18399,18392,14563,14819,15558,16205,16346,17102,20476,20675,20273,19751,19250,18942,18341,17796,17101,16710,16775,16759,16636,16577,16546,16558,16603,16666,16766,16867,17011,17150,17314,17476,17654,17819,17992,18141,18276,18392,18494,18558,18601,18627,18597,18552,18479,18360,18238,18120,17991,17856,17759,17679,17609,17562,17553,17530
8,24267,24106,21184,29244,27632,27022,24508,23778,22147,22727,21581,22297,22535,22864,23047,22679,23756,24760,24509,25096,25805,27107,26661,26634,25364,25078,25689,25027,25295,24634,24176,23731,22038,20466,18856,17697,16027,15021,14552,14329,13991,13416,13418,12866,12771,13304,13866,14379,14629,14890,14539,14838,15026,15772,16203,16407,17175,18030,18244,18385,14512,14810,14977,15914,16396,16528,20158,20414,20732,20332,19810,19310,18999,18400,17855,17162,16772,16837,16822,16701,16642,16611,16623,16667,16729,16828,16928,17071,17209,17372,17533,17709,17873,18044,18193,18327,18441,18542,18605,18647,18672,18642,18596,18523,18403,18280,18161,18031,17896,17798,17717,17646,17598,17589
9,24839,24201,24112,21157,29157,27591,26989,24504,23729,22105,22248,21621,22385,22504,22861,23101,22796,23849,25008,24575,25101,25927,27239,26775,26754,25496,25214,25793,25153,25473,24755,24257,23754,22070,20492,18898,17738,16084,15075,14631,14246,14058,13494,13516,13004,12942,13455,14074,14612,14864,15114,14805,15054,15258,15989,16426,16658,17463,18178,18324,15099,14795,15087,15359,16118,16611,19976,20201,20475,20791,20392,19870,19370,19057,18460,17916,17224,16836,16901,16887,16767,16708,16677,16688,16731,16793,16891,16990,17132,17269,17431,17590,17766,17928,18098,18245,18378,18492,18592,18654,18696,18720,18689,18642,18568,18447,18324,18205,18074,17938,17839,17757,17686,17637
