ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,25146,23596,24319,24944,24583,24460,24073,22885,23989,23707,23251,22966,22060,22667,22073,21381,20617,19806,19885,18432,17277,17491,17317,17590,17034,17170,16772,15865,15980,15439,14419,15422,15061,14577,14283,13847,13587,14213,13721,13175,11204,12796,12165,11037,10962,10422,10375,10103,9614,9512,9236,8785,9023,8906,8774,8782,8726,8831,8594,8599,9250,8784,8993,8940,8856,8781,7898,7760,7707,7667,7551,7443,7338,7228,7117,7007,6893,6788,6679,6584,6488,6405,6326,6260,6196,6141,6087,6036,5987,5943,5896,5850,5807,5755,5705,5653,5591,5533,5478,5420,5360,5309,5260,5209,5161,5119,5069,5023,4982,4939,4898,4866,4826,4792
1,24924,24131,22776,23560,24098,23976,23514,23327,22190,23123,22944,22625,22334,21472,22106,21377,20915,20009,19336,19335,17459,17286,17422,17284,17530,17025,17088,16685,15809,15859,15153,14484,15354,14899,14426,14179,13732,13514,13880,13372,11782,11148,12699,12048,10953,10820,10280,10157,9945,9656,9448,9197,8767,8980,8867,8725,8814,8668,8858,8543,9451,9275,8838,9027,8969,8882,7923,7956,7730,7676,7638,7525,7418,7315,7207,7097,6989,6877,6773,6665,6573,6478,6397,6319,6254,6191,6138,6084,6034,5987,5944,5897,5852,5810,5758,5708,5656,5595,5537,5482,5425,5365,5314,5265,5215,5167,5126,5076,5031,4990,4948,4908,4875,4836
2,24916,24529,23838,22436,23219,23838,23495,23022,23002,21697,22699,22630,22279,21966,21072,21809,21011,20534,19610,18754,18819,17525,17366,17438,17294,17519,17045,17043,16639,15790,15776,15148,14582,15272,14737,14328,14054,13582,13366,13520,12366,11676,11181,12581,11908,10817,10727,10181,10006,9813,9653,9416,9196,8774,8952,8834,8774,8793,8662,8825,9559,9437,9263,8866,8981,8936,8050,7930,7938,7712,7659,7621,7510,7405,7303,7196,7088,6981,6870,6768,6662,6570,6477,6397,6321,6256,6194,6142,6090,6041,5994,5952,5906,5861,5819,5768,5718,5666,5605,5547,5493,5436,5376,5325,5276,5226,5179,5138,5089,5043,5003,4961,4922,4890
3,25721,24603,24203,23398,22021,22870,23309,23245,22568,22649,21257,22334,22356,22000,21615,20795,21472,20563,20129,19311,18412,18869,17594,17451,17462,17314,17522,17077,17008,16590,15776,15735,15153,14642,15207,14614,14232,13918,13462,13279,12727,12292,11691,11161,12446,11757,10701,10611,10087,9810,9708,9568,9372,9177,8748,8931,8896,8768,8807,8649,9718,9503,9435,9347,8873,8966,8156,8071,7923,7929,7703,7650,7614,7504,7400,7299,7193,7086,6980,6871,6770,6665,6574,6482,6403,6328,6264,6203,6152,6100,6052,6007,5965,5919,5875,5833,5782,5732,5681,5620,5562,5508,5450,5391,5340,5291,5242,5194,5153,5105,5060,5020,4978,4939
4,25603,25434,24288,23844,22973,21792,22463,22986,22856,22236,22281,20988,22029,22170,21574,21295,20563,21188,20324,19719,18919,18442,18910,17669,17543,17486,17336,17521,17103,16980,16541,15761,15736,15139,14675,15134,14485,14068,13789,13335,12753,12654,12309,11704,11183,12317,11606,10612,10540,9976,9676,9667,9542,9377,9175,8730,8985,8930,8787,8785,9781,9680,9502,9442,9376,8852,8336,8158,8070,7923,7926,7701,7648,7612,7504,7401,7301,7195,7089,6984,6876,6776,6672,6583,6491,6413,6338,6276,6216,6165,6115,6067,6022,5981,5936,5891,5850,5799,5750,5698,5637,5580,5525,5468,5408,5358,5309,5259,5212,5171,5123,5078,5038,4997
5,23360,25288,25089,23945,23493,22689,21412,22241,22706,22526,21788,21973,20616,21649,22118,21150,20950,20326,20924,19906,19318,18939,18476,18956,17746,17640,17512,17361,17522,17137,16943,16511,15760,15702,15144,14712,15029,14335,13893,13665,12764,12688,12630,12263,11722,11250,12211,11466,10524,10453,9874,9631,9664,9486,9383,9184,8786,8994,8947,8808,9906,9713,9654,9500,9491,9369,8676,8315,8163,8074,7927,7928,7704,7650,7615,7507,7405,7306,7202,7096,6992,6884,6785,6682,6593,6503,6425,6352,6290,6231,6181,6131,6085,6040,5999,5954,5910,5869,5818,5769,5717,5656,5599,5544,5487,5427,5377,5328,5278,5231,5191,5142,5098,5058
6,18644,23129,24970,24766,23484,23239,22349,21075,21836,22295,22177,21474,21630,20337,21173,22016,21031,20644,19955,20453,19519,19327,18960,18513,19003,17824,17736,17538,17386,17524,17165,16910,16493,15749,15670,15129,14717,14889,14162,13741,13223,12726,12650,12597,12285,11758,11385,12078,11347,10432,10381,9819,9604,9640,9467,9396,9232,8811,9029,8972,10373,9863,9693,9655,9445,9499,8647,8675,8323,8172,8081,7934,7934,7710,7655,7621,7514,7413,7314,7210,7106,7002,6895,6797,6694,6606,6517,6440,6367,6306,6248,6199,6149,6103,6059,6018,5973,5930,5888,5838,5789,5737,5677,5619,5564,5507,5447,5396,5348,5298,5251,5211,5162,5118
7,18317,18370,22836,24647,24373,23216,22889,21999,20824,21489,22006,21837,21074,21204,20020,20919,21770,20574,20317,19732,20220,19515,19344,18982,18551,19052,17903,17833,17566,17411,17525,17153,16918,16440,15691,15604,15088,14683,14764,14015,13340,13176,12739,12632,12564,12317,11889,11475,11959,11236,10356,10330,9810,9599,9612,9417,9440,9253,8858,9053,10429,10362,9889,9731,9688,9413,8935,8647,8684,8333,8183,8090,7944,7942,7717,7663,7629,7523,7422,7324,7221,7117,7014,6907,6810,6707,6620,6531,6455,6383,6323,6265,6217,6168,6122,6078,6038,5993,5949,5908,5858,5809,5758,5697,5639,5584,5527,5467,5416,5368,5318,5271,5231,5182
8,18715,18135,18220,22491,24172,23976,22816,22523,21565,20384,21171,21643,21350,20816,20754,19704,20629,21645,20279,19979,19382,20225,19522,19357,19007,18591,19105,17986,17928,17593,17418,17538,17136,16905,16410,15666,15527,15029,14643,14640,13629,13310,13144,12726,12619,12553,12385,11979,11600,11866,11133,10335,10320,9808,9594,9617,9461,9461,9314,8844,11192,10387,10351,9901,9692,9685,8786,8909,8658,8694,8345,8195,8101,7955,7951,7726,7672,7638,7533,7433,7335,7232,7128,7026,6920,6823,6721,6635,6547,6471,6400,6341,6283,6235,6187,6141,6097,6057,6013,5969,5929,5878,5829,5778,5717,5659,5604,5547,5487,5436,5387,5338,5290,5250
9,18789,18463,17891,17869,22089,23814,23609,22434,22230,21208,20148,20735,21305,20999,20586,20506,19427,20196,21543,19923,19676,19319,20226,19526,19371,19031,18629,19160,18068,18026,17610,17386,17531,17125,16891,16362,15618,15434,14942,14629,14307,13579,13301,13114,12736,12607,12598,12413,12064,11694,11776,11095,10304,10282,9807,9580,9665,9468,9500,9351,11818,11193,10383,10388,9939,9726,8941,8782,8920,8670,8705,8357,8207,8112,7966,7961,7736,7681,7647,7544,7443,7346,7244,7141,7038,6933,6836,6735,6650,6562,6488,6417,6358,6301,6254,6205,6160,6117,6077,6032,5989,5948,5898,5849,5798,5737,5679,5624,5566,5506,5455,5407,5357,5310
