ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,45982,46456,45618,46545,47470,48217,49457,50155,52840,54345,56564,60099,65049,69757,70103,69514,66600,65540,66596,64336,62630,63216,63488,62508,59573,54694,50822,47437,44268,42012,40730,40352,39323,37964,37514,35113,35065,36582,36499,37251,34289,37456,37087,36148,36695,37722,39057,38878,40018,40630,40751,41982,42482,45247,44450,45783,46095,47413,47042,45820,40699,41942,42407,45154,44374,45829,40323,39418,38732,39100,39580,39748,39700,39707,39787,39932,40107,40365,40613,40959,41276,41641,41985,42356,42687,43026,43305,43551,43756,43933,44030,44087,44115,44026,43913,43751,43493,43242,43011,42761,42501,42330,42198,42084,42016,42033,42011,42039,42130,42225,42345,42541,42673,42858
1,47561,45393,45882,45160,46442,47410,48087,49638,50391,52954,54353,56769,60049,64789,69713,70025,69460,66576,65467,66811,64099,62733,63160,63361,62322,59465,54591,50763,47473,44423,42207,40756,40230,39273,38002,37534,35207,35171,36685,36734,35349,35362,37456,37069,36273,36885,37872,38845,38921,40183,40631,41135,42219,42870,45330,44574,45889,46255,47350,46944,40763,41273,42549,43294,45125,44973,42215,40791,39551,38869,39239,39720,39889,39844,39852,39933,40079,40254,40512,40760,41101,41412,41771,42109,42475,42799,43133,43409,43652,43855,44030,44124,44179,44205,44113,43998,43834,43574,43321,43089,42837,42576,42403,42269,42152,42082,42098,42072,42099,42186,42277,42396,42587,42718
2,48925,47738,45360,45978,45366,46617,47780,48656,49999,50815,53719,55206,57200,60200,65013,69738,70043,69710,66943,65720,67230,64149,62937,63227,63331,62212,59423,54526,50749,47554,44588,42091,40726,40155,39236,37992,37574,35346,35338,36765,35228,35774,35572,37490,37147,36475,37055,38010,38709,38952,40352,41051,41552,42552,43205,45509,44692,46180,46358,47316,40239,41173,42185,43105,43828,45583,42781,42320,40897,39657,38980,39352,39834,40004,39961,39971,40053,40200,40376,40634,40877,41213,41519,41872,42204,42565,42884,43216,43489,43731,43931,44104,44196,44248,44272,44178,44061,43896,43635,43380,43147,42893,42631,42457,42321,42202,42131,42143,42115,42139,42224,42313,42428,42617
3,52040,48906,47717,45472,46268,45633,46893,48380,49138,50362,51454,54125,56078,57712,60541,65142,69765,70057,69876,67053,65891,67312,64225,63163,63317,63313,62121,59409,54471,50748,47615,44406,41982,40782,40115,39231,38033,37644,35499,35519,35337,35705,35952,35712,37581,37350,36643,37265,38142,38664,38999,40646,41409,41982,42842,43494,45619,44924,46428,46384,39124,40526,41776,42750,43213,44167,44651,42911,42407,40986,39748,39076,39449,39932,40103,40063,40074,40158,40306,40483,40736,40974,41305,41606,41954,42281,42637,42954,43283,43555,43794,43993,44164,44253,44304,44325,44231,44112,43946,43683,43428,43193,42938,42675,42499,42362,42242,42167,42178,42148,42169,42252,42338,42451
4,51195,52186,48995,47879,45931,46561,45875,47537,48973,49559,50983,51850,54360,56931,58167,60796,65320,69987,70265,70204,67368,66012,67407,64306,63399,63415,63298,62031,59392,54418,50743,47514,44118,41896,40807,40092,39235,38111,37706,35604,34108,35510,35822,36173,35928,37767,37482,36829,37411,38264,38563,39332,40882,42023,42401,42996,43728,45702,44992,46447,38837,39488,41151,42648,43280,43463,45781,44679,42990,42485,41069,39833,39166,39541,40024,40197,40159,40171,40257,40406,40579,40828,41061,41387,41683,42027,42349,42703,43018,43346,43615,43852,44049,44218,44305,44354,44375,44279,44159,43992,43728,43472,43236,42981,42716,42538,42400,42277,42201,42210,42177,42197,42277,42361
5,54119,51441,52225,49167,48409,46349,46949,46278,47925,49475,50289,51426,52277,54798,57813,58668,61061,65410,70110,70390,70459,67539,66148,67509,64403,63627,63506,63289,61941,59382,54347,50643,47343,43997,41895,40880,40129,39264,38197,37807,34268,34361,35606,35946,36435,36400,37855,37595,37019,37528,38397,38882,39659,41161,42481,42748,43179,43944,45754,45074,38458,39198,40011,41613,43192,43675,47044,45796,44754,43067,42564,41151,39918,39255,39632,40116,40290,40254,40268,40355,40500,40669,40914,41143,41464,41756,42095,42415,42767,43081,43406,43674,43910,44104,44271,44357,44405,44424,44327,44207,44038,43774,43517,43281,43023,42757,42579,42437,42314,42236,42242,42208,42226,42304
6,40513,54377,51459,52382,49556,48765,46750,47423,46704,48254,50302,50744,51828,52660,55185,58734,59181,61258,65577,70196,70596,70622,67713,66291,67597,64498,63861,63606,63274,61843,59365,54207,50546,47251,43894,41866,40978,40222,39251,38286,36662,34462,34465,35755,36087,36799,36798,38009,37710,37157,37674,38688,39216,40178,41538,42847,43089,43405,44066,45653,37693,38784,39723,40751,42095,43551,48235,46990,45869,44831,43147,42646,41237,40007,39348,39726,40211,40385,40351,40367,40451,40593,40758,40999,41223,41541,41828,42165,42484,42834,43146,43470,43736,43969,44162,44328,44412,44459,44477,44379,44258,44089,43824,43566,43328,43070,42803,42622,42480,42354,42274,42280,42243,42259
7,44317,40710,54524,51752,52812,50046,49326,47257,47827,47144,48985,50691,51165,52219,53021,55643,59603,59667,61601,65827,70375,70762,70786,67886,66430,67688,64593,64104,63710,63261,61739,59340,54020,50513,47224,43814,41892,41116,40313,39326,37203,36899,34583,34540,35958,36429,37236,37345,38120,37817,37264,37954,38953,39641,40561,41874,43236,43421,43504,44192,37392,37978,39234,40383,41268,42423,48314,48161,47068,45949,44915,43235,42735,41330,40103,39447,39827,40312,40488,40456,40469,40549,40688,40849,41086,41307,41620,41905,42241,42558,42907,43217,43539,43803,44035,44227,44391,44474,44520,44537,44438,44316,44146,43881,43622,43383,43123,42854,42672,42529,42401,42320,42323,42286
8,45254,44544,40873,54757,52298,53177,50520,50047,47905,48167,47598,49537,51079,51662,52592,53387,56043,60434,60159,61892,66025,70561,70940,70934,68072,66569,67788,64699,64345,63805,63237,61693,59239,53875,50482,47202,43748,41950,41245,40404,38338,37324,36979,34748,34674,36295,36820,37691,37772,38239,37941,37661,38166,39360,40088,40931,42251,43569,43683,43616,38004,37785,38478,39870,40888,41636,47593,48211,48244,47154,46038,45009,43332,42834,41432,40207,39554,39935,40421,40598,40564,40574,40651,40786,40943,41177,41393,41705,41989,42324,42639,42986,43295,43615,43878,44108,44299,44462,44544,44589,44605,44505,44382,44212,43945,43685,43445,43184,42914,42730,42585,42456,42373,42375
9,47404,45575,44680,41086,55408,52703,53678,51147,50625,48401,48784,48210,49959,51472,52083,52986,53837,56449,61266,60739,62310,66253,70744,71125,71094,68252,66706,67894,64801,64591,63923,63134,61651,59229,53772,50480,47189,43730,42003,41328,39505,38507,37399,37114,34975,34924,36595,37149,38100,38248,38359,38205,37949,38598,39816,40554,41272,42573,43866,43901,38433,38362,38220,39002,40437,41288,47578,47593,48304,48336,47251,46138,45113,43439,42942,41544,40320,39671,40053,40539,40714,40677,40684,40757,40889,41043,41272,41488,41798,42081,42414,42728,43074,43380,43699,43961,44190,44379,44541,44623,44666,44681,44581,44458,44286,44018,43757,43515,43253,42982,42796,42650,42519,42435
