ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,32701,32864,32662,32523,32204,32705,31822,31593,33352,32690,33461,34242,36007,38309,37659,36703,34781,34323,34374,33324,32020,31934,31722,31794,29035,27106,25970,24290,22094,21103,20295,20609,19286,19047,19118,18018,17130,18709,18270,18842,17737,19063,18701,18260,18308,19166,19827,20196,20444,20953,20320,20972,21463,22721,22276,22849,23025,23509,22712,22422,20217,20916,21414,22482,22170,22829,18923,18203,17803,18111,18318,18383,18296,18236,18212,18220,18243,18303,18356,18450,18531,18635,18728,18831,18913,18995,19047,19081,19094,19091,19048,18986,18909,18780,18641,18484,18289,18102,17929,17756,17586,17460,17359,17273,17211,17188,17150,17135,17144,17154,17174,17221,17241,17281
1,34823,31859,32210,32037,31729,31613,32119,31338,31227,32500,31890,33286,33845,35669,37997,37280,36435,34621,33987,34333,32821,32143,31966,31707,31750,29005,27100,25905,24287,22246,20977,20328,20581,19297,19058,19109,18039,17207,18672,18452,18140,17960,19109,18760,18373,18464,19310,19864,20289,20635,20981,20568,21128,21702,22667,22348,22979,23091,23449,22618,21027,20567,21221,21869,22580,22442,19860,19095,18199,17802,18111,18318,18383,18298,18239,18216,18224,18247,18307,18359,18454,18535,18638,18731,18834,18916,18998,19050,19084,19098,19095,19052,18990,18913,18785,18647,18490,18295,18109,17937,17763,17594,17469,17368,17281,17219,17196,17158,17142,17151,17160,17179,17226,17246
2,34643,34297,31631,31771,31410,31249,31180,31668,30927,30810,32047,31959,33212,33778,35562,37751,37051,36310,34509,33793,34183,32918,32313,32029,31728,31739,28995,27125,25857,24309,22399,20997,20410,20563,19285,19070,19113,18077,17314,18644,17939,18353,18117,19168,18818,18521,18578,19454,19940,20354,20812,21264,20788,21297,21898,22730,22490,23098,23061,23284,20699,21340,20872,21402,22110,22685,20291,19861,19094,18203,17809,18118,18325,18390,18306,18247,18225,18234,18256,18315,18368,18462,18543,18646,18739,18843,18924,19006,19059,19093,19107,19104,19062,18999,18923,18795,18657,18500,18306,18120,17949,17776,17606,17481,17380,17293,17232,17208,17169,17153,17161,17170,17188,17235
3,36713,34103,33979,31341,31265,30893,30812,30863,31447,30469,30642,32040,32160,33158,33738,35398,37711,36875,36172,34449,33635,34259,33025,32482,32100,31760,31721,28987,27152,25807,24353,22384,21003,20509,20568,19293,19109,19164,18105,17426,17944,18009,18414,18279,19229,18934,18635,18744,19615,20021,20451,21023,21497,20993,21473,21999,22886,22652,23027,22925,20526,20900,21632,20996,21583,22205,21383,20287,19864,19100,18213,17822,18130,18336,18402,18319,18261,18239,18248,18270,18329,18382,18476,18557,18660,18753,18856,18938,19020,19072,19107,19120,19117,19075,19013,18937,18809,18672,18515,18322,18136,17965,17792,17623,17498,17397,17310,17247,17223,17184,17167,17175,17183,17201
4,36492,36263,33902,33729,30911,30873,30459,30398,30563,30967,30274,30572,31899,32253,33204,33645,35436,37639,36673,36118,34364,33751,34332,33128,32663,32181,31791,31711,28988,27181,25767,24359,22348,21026,20599,20592,19299,19156,19200,18137,16907,18090,18102,18529,18434,19347,19044,18765,18872,19721,20069,20671,21211,21701,21201,21579,22206,22992,22636,22921,20249,20701,21196,21903,21288,21756,21985,21355,20295,19874,19113,18229,17840,18147,18353,18418,18336,18279,18257,18265,18288,18347,18400,18494,18575,18678,18771,18874,18955,19037,19090,19125,19138,19135,19093,19031,18955,18828,18691,18535,18341,18156,17985,17812,17643,17518,17417,17329,17266,17242,17202,17185,17192,17200
5,40001,36096,35981,33467,33337,30611,30468,30182,30062,30166,30792,30195,30411,31941,32394,33319,33622,35270,37371,36490,35974,34484,33859,34407,33235,32841,32255,31826,31704,28984,27219,25813,24377,22334,21051,20706,20591,19322,19195,19212,17553,16981,18189,18192,18666,18635,19447,19187,18871,18961,19849,20319,20846,21464,21936,21343,21793,22399,23007,22576,19865,20445,20945,21364,22101,21485,22515,21863,21367,20310,19891,19132,18251,17862,18168,18374,18440,18358,18301,18278,18287,18310,18369,18422,18516,18597,18700,18793,18896,18977,19059,19112,19147,19160,19157,19115,19053,18977,18850,18713,18558,18364,18179,18009,17836,17667,17542,17439,17352,17289,17264,17224,17206,17213
6,28516,39580,35828,35554,33128,32901,30283,30243,29792,29740,30025,30677,30108,30353,31849,32560,33282,33495,35180,37261,36285,36075,34607,33972,34488,33345,33022,32329,31866,31700,28994,27232,25829,24426,22348,21080,20780,20621,19333,19244,18755,17661,17042,18279,18312,18841,18841,19606,19302,19001,19053,20067,20578,21076,21680,22113,21568,21921,22439,22894,19115,20109,20742,21264,21626,22280,22837,22439,21878,21384,20330,19913,19156,18276,17888,18193,18399,18465,18383,18326,18304,18313,18336,18395,18448,18542,18623,18726,18819,18922,19003,19085,19137,19172,19185,19182,19140,19079,19003,18876,18740,18584,18391,18206,18035,17863,17693,17568,17466,17378,17314,17289,17248,17230
7,33333,28134,39349,35389,35212,32691,32669,30123,29868,29365,29515,29955,30554,30052,30335,31746,32681,33367,33523,35242,37161,36397,36183,34723,34082,34566,33455,33205,32405,31899,31710,29063,27237,25889,24482,22362,21100,20863,20648,19354,18787,18849,17759,17126,18408,18483,19046,19116,19751,19443,19096,19282,20280,20799,21328,21828,22321,21786,21969,22388,19227,19338,20366,21005,21507,21812,23418,22754,22459,21899,21407,20356,19940,19183,18305,17918,18222,18428,18493,18412,18355,18333,18343,18365,18425,18478,18572,18653,18755,18848,18951,19032,19114,19166,19201,19214,19211,19169,19108,19032,18906,18769,18614,18421,18236,18065,17892,17723,17597,17494,17406,17342,17316,17275
8,34944,32931,27875,38946,34914,34804,32446,32409,29917,29603,29234,29379,29775,30597,30017,30308,31839,32757,33417,33384,35104,37262,36508,36295,34848,34200,34649,33563,33387,32482,31953,31792,29124,27245,25955,24541,22380,21144,20963,20642,18973,18933,18950,17847,17205,18573,18664,19294,19388,19872,19549,19293,19497,20487,21088,21458,22035,22529,21834,21958,19592,19408,19544,20545,21290,21649,23148,23369,22778,22484,21926,21436,20386,19970,19215,18337,17951,18255,18460,18524,18444,18387,18366,18375,18398,18458,18511,18605,18686,18788,18881,18984,19065,19146,19198,19232,19246,19243,19201,19140,19065,18938,18802,18647,18454,18269,18098,17925,17755,17629,17526,17437,17373,17347
9,34895,34516,32649,27604,38427,34456,34421,32101,32123,29605,29359,29036,29294,29722,30593,30017,30288,31666,32974,33364,33352,35190,37373,36620,36407,34973,34315,34734,33673,33572,32575,32063,31824,29205,27276,26009,24585,22384,21171,21040,20269,19051,18992,19016,17946,17317,18764,18869,19550,19703,19973,19738,19506,19674,20716,21282,21712,22224,22623,21847,20006,19807,19628,19751,20788,21480,23018,23070,23395,22807,22514,21958,21468,20419,20004,19249,18373,17987,18290,18494,18559,18479,18423,18402,18412,18435,18494,18547,18641,18722,18824,18916,19019,19100,19181,19233,19268,19281,19278,19237,19175,19100,18974,18838,18682,18489,18304,18133,17960,17790,17663,17560,17471,17406
