ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,18485,18770,18326,19432,19718,20416,21445,21358,21956,23247,24775,26062,28199,30730,29971,29955,29526,29835,30729,29746,29412,29712,28907,29026,27636,25312,23723,21820,20124,19213,18284,18630,17345,16685,16679,15769,15584,16104,15742,16260,15300,16212,16054,15849,15918,16161,16755,16660,16591,17158,16731,17413,17607,17961,17992,18277,18662,18879,18883,18239,16747,17272,17486,18038,17868,18113,15560,15384,15320,15338,15406,15425,15349,15296,15271,15272,15286,15331,15372,15450,15519,15609,15693,15789,15871,15957,16023,16076,16112,16137,16132,16112,16082,16008,15925,15825,15690,15561,15443,15320,15197,15111,15045,14991,14956,14953,14936,14937,14958,14979,15007,15060,15088,15134
1,19047,18719,18727,18510,19527,19861,20725,21457,21488,22835,23505,25047,26216,28214,30763,30104,30123,29722,29836,30659,29612,29391,29561,28773,28818,27465,25180,23635,21773,20104,19263,18214,18476,17272,16675,16672,15851,15642,16125,15903,15603,15369,16175,16082,15902,15944,16173,16675,16626,16571,17080,16870,17538,17770,17915,18075,18421,18827,18889,18824,17165,17050,17589,17997,17931,18205,16815,15763,15406,15343,15364,15433,15452,15377,15323,15300,15302,15316,15362,15403,15481,15551,15641,15725,15821,15903,15990,16055,16107,16143,16168,16162,16142,16111,16037,15954,15854,15719,15590,15471,15348,15225,15139,15073,15018,14983,14979,14961,14961,14982,15002,15029,15081,15109
2,19283,19353,18713,19047,18755,19841,20284,20900,21693,22260,23217,23950,25345,26459,28468,30857,30395,30378,29944,29926,30770,29618,29462,29502,28687,28655,27335,25082,23585,21745,20090,19101,18151,18369,17273,16695,16643,15925,15702,16129,15304,15711,15382,16188,16124,15986,15980,16183,16614,16569,16571,17270,17002,17551,17834,17927,18240,18485,18836,18775,16563,17324,17192,17777,18068,18052,17296,16837,15786,15430,15367,15389,15460,15478,15404,15351,15328,15331,15346,15392,15434,15513,15582,15672,15756,15853,15935,16021,16086,16138,16174,16198,16192,16171,16140,16066,15983,15882,15747,15618,15499,15376,15253,15167,15100,15044,15009,15004,14986,14985,15005,15024,15051,15102
3,21277,19677,19354,18993,19263,19157,20166,20642,21180,22555,22711,23529,24512,25749,26685,28675,31092,30659,30655,30156,30264,30797,29622,29544,29448,28603,28505,27209,24989,23529,21714,19892,18935,18136,18358,17267,16695,16708,16013,15719,15592,15289,15820,15474,16276,16188,16025,16014,16191,16527,16521,16716,17384,17100,17703,17930,18097,18362,18528,18800,16599,16700,17572,17389,17860,18133,18017,17285,16855,15811,15454,15392,15415,15486,15504,15431,15379,15357,15360,15376,15423,15465,15544,15614,15704,15788,15885,15967,16053,16117,16168,16204,16228,16221,16200,16169,16095,16011,15910,15776,15646,15527,15404,15281,15194,15127,15071,15035,15030,15011,15009,15028,15047,15073
4,21507,21828,19746,19874,19421,19678,19636,20492,20865,21934,22899,22991,23824,24985,26041,26991,28954,31328,30964,31061,30582,30322,30822,29632,29633,29395,28525,28353,27084,24901,23488,21596,19721,18824,18197,18317,17282,16734,16758,16044,15115,15695,15297,15869,15663,16340,16212,16090,16059,16196,16462,16666,16837,17527,17239,17758,18066,18143,18375,18546,16555,16695,16997,17843,17592,17987,17941,17937,17303,16877,15837,15480,15418,15442,15513,15532,15459,15408,15387,15391,15407,15455,15497,15576,15646,15737,15821,15918,15999,16085,16148,16200,16235,16258,16251,16230,16198,16124,16041,15939,15805,15675,15556,15433,15309,15222,15155,15098,15061,15056,15036,15034,15052,15070
5,21759,21976,21827,20204,20288,19825,20107,19818,20728,21747,22290,23317,23313,24094,25470,26387,27264,29226,31520,31394,31557,30629,30378,30850,29643,29715,29345,28453,28203,26963,24792,23335,21468,19570,18754,18215,18298,17306,16756,16690,15498,15238,15715,15370,15969,15917,16428,16277,16105,16104,16228,16617,16793,16932,17712,17338,17975,18181,18157,18322,16226,16639,16983,17220,17997,17663,18487,17856,17957,17325,16901,15865,15508,15445,15469,15541,15560,15489,15439,15418,15423,15440,15488,15530,15610,15680,15771,15855,15951,16032,16117,16180,16231,16266,16289,16281,16260,16229,16154,16070,15969,15834,15705,15586,15462,15338,15251,15182,15126,15088,15082,15062,15059,15077
6,16708,22219,21966,22220,20566,20673,20246,20259,20134,21520,22117,22590,23627,23649,24354,26045,26707,27583,29545,31688,31564,31626,30671,30436,30884,29663,29805,29292,28381,28050,26844,24624,23222,21378,19487,18679,18269,18296,17328,16748,16236,15496,15255,15809,15474,16141,16109,16510,16329,16084,16135,16326,16743,16918,17078,17827,17572,18046,18232,18143,16138,16330,16934,17279,17289,18116,19131,18447,17880,17981,17349,16926,15895,15536,15472,15498,15571,15591,15520,15471,15451,15457,15474,15522,15565,15645,15715,15805,15889,15985,16065,16150,16213,16264,16298,16321,16313,16291,16260,16185,16101,16000,15865,15736,15616,15492,15368,15280,15211,15154,15116,15109,15088,15085
7,18637,17051,22243,22455,22685,21048,21237,20533,20638,20782,21764,22407,23027,23923,23909,24723,26629,27131,27900,29729,31873,31640,31696,30729,30495,30909,29679,29887,29245,28308,27893,26676,24494,23103,21304,19429,18633,18325,18292,17297,16314,16260,15513,15278,15901,15631,16306,16343,16573,16342,16110,16235,16463,16905,17141,17193,18126,17757,18093,18299,16215,16259,16495,17244,17381,17414,19145,19066,18472,17907,18007,17376,16955,15926,15566,15503,15529,15603,15624,15554,15506,15486,15493,15510,15558,15602,15682,15752,15842,15925,16020,16100,16185,16248,16297,16331,16354,16346,16324,16292,16218,16134,16033,15898,15768,15648,15523,15399,15311,15242,15184,15145,15138,15116
8,19341,18996,17053,22604,22924,23109,21489,21468,20760,21426,21204,22183,22738,23271,24178,24244,24859,27133,27507,28116,29867,31953,31715,31765,30785,30556,30941,29690,29978,29198,28242,27779,26565,24362,23046,21293,19366,18597,18383,18310,16951,16312,16264,15578,15344,16013,15773,16479,16525,16598,16354,16266,16352,16537,17121,17280,17445,18256,17848,18123,16339,16323,16386,16822,17377,17560,19093,19088,19091,18501,17937,18036,17405,16984,15958,15598,15535,15562,15637,15658,15589,15542,15523,15530,15547,15596,15640,15719,15789,15879,15962,16057,16136,16220,16283,16332,16366,16388,16380,16358,16326,16251,16167,16066,15931,15800,15680,15556,15431,15342,15272,15214,15175,15167
9,20375,19778,18984,17469,23112,23424,23626,21815,21801,21558,21749,21639,22569,23055,23631,24458,24433,25198,27635,27831,28470,29958,32045,31787,31835,30837,30622,30964,29710,30070,29150,28116,27695,26469,24251,22977,21278,19345,18574,18425,17917,16949,16326,16320,15670,15411,16092,15914,16621,16741,16649,16475,16379,16445,16721,17239,17585,17626,18360,17927,16742,16459,16583,16601,17011,17511,18871,19078,19116,19121,18532,17970,18068,17436,17016,15992,15632,15569,15598,15673,15695,15627,15580,15562,15569,15587,15636,15679,15758,15828,15917,16000,16094,16174,16257,16319,16368,16402,16424,16416,16394,16361,16287,16203,16101,15965,15835,15714,15589,15464,15375,15305,15246,15206
