ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,23496,23419,23424,23549,23913,24427,24293,24098,25105,25191,25538,26329,27354,28862,27855,27583,26496,26166,26026,25601,25206,25303,24724,24837,22699,21032,19523,18153,16811,15581,14836,14747,14345,14041,13737,12917,12817,13557,13437,14330,13968,14273,14315,14099,14407,14951,15442,15920,16290,17375,17288,18308,18465,19507,19789,20287,20930,21392,21378,21105,17178,18179,18264,19147,19623,20130,18230,17598,17315,17378,17349,17206,17137,17101,17113,17162,17233,17345,17460,17623,17781,17968,18152,18354,18542,18739,18910,19066,19203,19323,19403,19459,19496,19474,19433,19363,19242,19118,18998,18866,18729,18630,18552,18485,18442,18441,18426,18437,18478,18523,18581,18674,18741,18831
1,25025,23395,22978,23141,23176,23591,24149,24057,23866,24925,24591,25464,26153,27223,28679,27703,27601,26316,26147,25881,25383,25319,25340,24771,24868,22757,21091,19531,18268,16871,15640,14869,14764,14314,14042,13795,13029,12936,13670,13636,14140,14101,14383,14395,14292,14597,15105,15533,16085,16462,17556,17549,18498,18794,19627,19905,20510,21116,21312,21371,17442,17657,18484,18827,19459,19982,18932,18501,17733,17449,17509,17478,17335,17264,17225,17234,17279,17347,17455,17566,17724,17877,18060,18240,18438,18623,18815,18983,19137,19272,19390,19468,19522,19558,19534,19492,19420,19299,19174,19053,18921,18783,18684,18605,18537,18494,18492,18475,18484,18524,18567,18624,18715,18780
2,25712,24952,23408,22942,22864,22968,23427,24080,24140,23752,24694,24666,25559,26025,27169,28671,27569,27629,26323,26106,25824,25466,25469,25414,24840,24926,22843,21164,19557,18392,16945,15667,14935,14786,14358,14050,13854,13117,13078,13774,13667,14236,14185,14465,14509,14479,14807,15273,15671,16227,16713,17820,17827,18666,19018,19737,20081,20706,21135,21251,16543,17805,18046,18638,19087,19653,19453,19016,18625,17855,17571,17627,17596,17452,17378,17337,17343,17385,17449,17554,17660,17813,17963,18143,18320,18514,18695,18884,19050,19202,19335,19451,19527,19580,19614,19589,19546,19473,19351,19225,19104,18971,18833,18734,18654,18585,18541,18537,18520,18528,18566,18608,18663,18753
3,28363,25822,25087,23538,22605,22670,22849,23421,23993,23951,23749,24651,24992,25687,26047,27129,28612,27579,27566,26157,26182,25944,25549,25627,25497,24919,24988,22935,21241,19585,18516,16960,15679,14978,14811,14406,14075,13933,13211,13206,13675,13749,14364,14302,14567,14674,14670,15008,15467,15810,16387,16988,18123,18105,18874,19189,19881,20323,20702,21141,16386,16848,18141,18396,18937,19264,20496,19486,19135,18739,17968,17683,17737,17705,17560,17484,17441,17444,17483,17544,17645,17746,17896,18043,18219,18393,18584,18762,18949,19114,19264,19394,19509,19583,19635,19667,19641,19597,19524,19401,19275,19153,19020,18882,18782,18701,18631,18586,18582,18563,18570,18606,18647,18701
4,29153,28337,25784,25073,23629,22424,22502,22845,23415,23911,23800,23696,24724,25105,25686,25998,27066,28569,27508,27493,26215,26265,26069,25643,25784,25578,25000,25045,23022,21316,19610,18546,16960,15702,15013,14868,14441,14115,14054,13309,13126,13736,13843,14472,14520,14754,14839,14845,15207,15595,16019,16664,17154,18340,18372,18967,19340,20014,20393,20722,16135,16719,17164,18612,18603,19087,20707,20486,19600,19247,18846,18074,17789,17841,17807,17661,17584,17537,17538,17574,17631,17728,17827,17974,18118,18291,18462,18650,18827,19012,19175,19323,19452,19565,19638,19688,19719,19692,19647,19574,19450,19324,19202,19068,18929,18828,18747,18676,18630,18625,18605,18611,18646,18686
5,30243,29100,28376,25795,25191,23691,22332,22481,22730,23274,23946,23903,23657,24698,25304,25765,26137,27091,28618,27432,27569,26336,26363,26198,25739,25946,25665,25077,25112,23108,21381,19660,18577,16965,15754,15101,14894,14511,14193,14136,13233,13182,13825,13942,14624,14781,14900,15028,15062,15374,15834,16274,16946,17319,18621,18548,19200,19524,20057,20332,15774,16440,17095,17520,18939,18810,21585,20718,20597,19709,19354,18949,18176,17891,17941,17906,17758,17679,17630,17628,17661,17714,17809,17905,18050,18191,18361,18529,18716,18891,19074,19235,19382,19510,19621,19693,19742,19772,19744,19699,19624,19500,19374,19251,19117,18977,18876,18793,18722,18675,18669,18648,18653,18687
6,22116,30234,29087,28386,25900,25257,23800,22246,22388,22612,23299,23940,23922,23749,24735,25588,25791,26032,27105,28513,27370,27676,26455,26461,26322,25834,26114,25747,25157,25177,23192,21408,19698,18580,16948,15790,15181,14936,14598,14271,14059,13336,13247,13927,14070,14851,15015,15123,15240,15244,15622,16074,16561,17257,17594,18850,18772,19434,19574,20012,15576,16092,16788,17498,17753,19148,21937,21603,20830,20704,19813,19457,19048,18275,17989,18037,18000,17852,17770,17719,17714,17744,17795,17887,17981,18123,18261,18429,18596,18781,18954,19137,19296,19442,19568,19678,19748,19797,19826,19797,19751,19676,19552,19424,19301,19166,19026,18924,18841,18769,18721,18714,18692,18696
7,25021,22026,30191,29073,28397,26048,25270,23767,22216,22314,22753,23341,24040,23883,23835,24660,25724,26018,25961,27059,28493,27478,27776,26580,26556,26453,25921,26282,25831,25234,25221,23258,21398,19735,18623,16972,15839,15279,15012,14682,14197,14144,13410,13317,14057,14272,15064,15272,15313,15399,15485,15891,16290,16831,17528,17798,19126,19079,19545,19644,15509,15853,16364,17173,17753,17970,21753,21849,21714,20939,20809,19916,19558,19147,18373,18086,18132,18094,17944,17860,17807,17799,17826,17875,17965,18057,18196,18332,18499,18664,18848,19020,19201,19359,19503,19628,19737,19806,19854,19882,19853,19806,19731,19606,19478,19354,19219,19077,18975,18891,18818,18770,18762,18739
8,25699,24988,21907,30103,29014,28370,26109,25293,23767,22128,22720,22816,23392,23993,23965,23758,24824,25957,26095,26025,27112,28608,27584,27871,26698,26654,26582,26017,26447,25917,25324,25271,23288,21377,19771,18666,17004,15911,15395,15071,14643,14264,14229,13491,13452,14233,14458,15279,15547,15527,15638,15747,16107,16630,17164,17724,18052,19393,19265,19604,15611,15796,16089,16751,17450,17978,21662,21722,21961,21823,21047,20913,20018,19659,19244,18470,18182,18225,18186,18035,17949,17892,17882,17908,17955,18043,18132,18270,18404,18570,18734,18917,19087,19267,19424,19567,19690,19798,19867,19913,19941,19911,19864,19788,19662,19533,19409,19273,19131,19028,18944,18870,18821,18812
9,26012,25730,25087,21811,30107,28969,28379,26002,25292,23771,22576,22706,22894,23392,23992,23954,23862,24828,26148,26148,26036,27229,28729,27687,27975,26817,26752,26703,26111,26616,26011,25429,25298,23334,21370,19835,18695,17074,15993,15479,15006,14704,14324,14295,13610,13592,14416,14680,15502,15858,15785,15866,15984,16325,16867,17431,18034,18324,19535,19356,15781,15905,16028,16467,16961,17703,21362,21645,21839,22074,21932,21155,21017,20121,19760,19343,18567,18278,18319,18279,18125,18037,17979,17967,17991,18037,18122,18209,18346,18480,18644,18807,18988,19158,19336,19492,19634,19756,19863,19931,19977,20004,19973,19925,19848,19722,19593,19468,19331,19189,19085,19000,18926,18876
