ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,26165,24753,25570,26079,25904,25671,25365,24135,25260,24906,24285,23477,23213,24088,23246,22736,21728,21047,20847,19321,18277,18808,18563,18335,18037,18408,17506,17149,16793,16337,15441,15976,15744,15719,15244,14567,14436,15054,14782,14089,11821,13538,12929,11936,11429,11090,10749,10430,10011,9988,9607,9480,9653,9633,9316,9382,9254,8989,9216,8920,9541,9443,9589,9628,9390,9331,8324,8217,8200,8158,8034,7919,7808,7691,7573,7455,7334,7223,7106,7006,6904,6815,6731,6660,6592,6534,6476,6421,6370,6322,6271,6222,6176,6120,6067,6011,5945,5883,5824,5763,5699,5645,5592,5538,5487,5443,5390,5341,5297,5252,5209,5174,5131,5095
1,26445,25072,23995,24756,25410,25157,24688,24648,23306,24393,23925,23702,22906,22650,23454,22594,22081,21184,20472,20139,18480,18272,18700,18484,18302,18014,18296,17380,17009,16608,15864,15435,15847,15602,15583,15070,14392,14231,14693,14309,12440,11742,13412,12801,11812,11239,10909,10458,10222,9997,9955,9587,9411,9617,9619,9269,9408,9229,8985,9178,9976,9551,9419,9651,9666,9411,8481,8360,8226,8209,8167,8045,7931,7821,7705,7588,7472,7352,7242,7126,7027,6926,6839,6755,6685,6617,6560,6502,6448,6396,6348,6297,6248,6201,6145,6091,6034,5968,5905,5846,5785,5721,5667,5615,5561,5510,5467,5414,5365,5322,5277,5235,5200,5158
2,26466,25862,24651,23496,24492,24944,24722,24316,24092,22886,23938,23654,23339,22647,22267,23053,22172,21725,20831,20103,19604,18518,18328,18681,18475,18323,18027,18232,17279,16907,16433,15872,15499,15756,15464,15414,14876,14207,14011,14259,13120,12350,11791,13270,12649,11661,11109,10779,10274,10113,9953,9920,9611,9425,9577,9608,9270,9427,9221,8971,9822,9922,9590,9471,9612,9652,8423,8523,8380,8244,8226,8185,8064,7951,7842,7727,7611,7495,7376,7267,7153,7055,6954,6867,6784,6715,6647,6590,6532,6478,6426,6378,6326,6276,6230,6173,6118,6061,5994,5931,5872,5811,5747,5693,5641,5588,5537,5493,5441,5393,5350,5306,5263,5229
3,27561,25952,25631,24308,23176,24055,24371,24275,23839,23746,22502,23527,23641,22998,22200,22048,22769,21876,21262,20361,19808,19619,18565,18397,18666,18470,18349,18045,18175,17189,16804,16390,15917,15518,15673,15358,15256,14712,14030,13876,13319,13018,12349,11795,13123,12471,11539,10983,10653,10108,9938,9889,9883,9601,9418,9558,9625,9278,9434,9194,10026,9823,9930,9634,9566,9621,8765,8422,8549,8405,8268,8249,8208,8089,7976,7867,7753,7637,7523,7405,7296,7182,7085,6985,6898,6816,6746,6679,6622,6564,6509,6457,6409,6357,6307,6260,6202,6147,6089,6022,5959,5900,5839,5775,5721,5669,5616,5565,5522,5470,5422,5379,5335,5293
4,27457,27077,25561,25157,23987,22795,23578,23984,23997,23445,23344,22147,23197,23390,22588,21896,21667,22533,21513,20958,20042,19806,19643,18628,18469,18652,18466,18370,18067,18113,17093,16780,16384,15945,15518,15559,15179,15091,14516,13877,13145,13231,13010,12350,11838,12946,12317,11426,10866,10554,9932,9951,9881,9882,9626,9426,9626,9624,9356,9442,10016,10023,9814,9964,9764,9541,8902,8776,8454,8578,8433,8295,8276,8235,8116,8004,7895,7781,7667,7553,7435,7327,7214,7116,7017,6931,6849,6779,6712,6655,6597,6542,6490,6441,6389,6338,6290,6232,6176,6118,6051,5988,5929,5868,5804,5750,5698,5645,5595,5551,5499,5452,5409,5365
5,24976,27024,26659,25151,24908,23643,22366,23269,23633,23643,22952,23014,21803,22939,23166,22297,21581,21353,22125,21086,20585,20053,19804,19674,18685,18544,18645,18460,18399,18089,18042,17068,16796,16353,15922,15541,15430,15015,14928,14380,13261,13097,13240,13006,12389,11948,12771,12163,11302,10772,10451,9946,9937,9859,9888,9596,9499,9649,9658,9393,10511,10051,10042,9872,9957,9727,8994,8929,8810,8487,8609,8463,8323,8304,8263,8145,8033,7925,7811,7697,7584,7466,7358,7245,7148,7049,6963,6881,6812,6745,6687,6629,6574,6521,6472,6420,6368,6320,6261,6205,6147,6080,6017,5958,5897,5833,5779,5727,5674,5623,5580,5529,5481,5439
6,19807,24597,26601,26327,24866,24586,23166,22104,22884,23167,23152,22734,22553,21455,22485,23131,21997,21316,21091,21771,20766,20558,20065,19806,19705,18744,18616,18637,18456,18426,18098,17976,17052,16796,16298,15911,15514,15289,14837,14785,13753,13207,13072,13204,12974,12422,12120,12592,12023,11182,10646,10399,9956,9944,9838,9877,9638,9517,9665,9660,10696,10505,9999,10059,9884,9975,9313,9000,8964,8844,8521,8641,8494,8353,8333,8292,8175,8064,7956,7842,7728,7615,7498,7390,7277,7180,7081,6995,6913,6844,6777,6719,6660,6605,6552,6503,6449,6398,6349,6290,6234,6176,6109,6046,5987,5926,5862,5808,5756,5702,5652,5609,5557,5510
7,19947,19354,24153,26189,25878,24405,24096,22891,21718,22533,22753,22942,22314,22348,21211,22223,22986,21719,21037,20846,21484,20727,20533,20083,19812,19739,18803,18690,18628,18455,18428,18050,17916,16990,16788,16236,15862,15453,15134,14662,14245,13699,13217,13022,13193,13026,12556,12235,12422,11892,11092,10626,10393,9966,9971,9835,9914,9683,9564,9637,11144,10676,10564,10017,10111,9900,9113,9305,9036,8999,8879,8555,8673,8526,8383,8362,8321,8205,8094,7986,7872,7758,7645,7528,7421,7308,7211,7112,7026,6944,6875,6807,6749,6690,6635,6581,6532,6478,6426,6377,6318,6262,6204,6137,6074,6015,5953,5889,5835,5783,5730,5679,5636,5585
8,20138,19522,19233,23842,25753,25422,23923,23764,22517,21305,22219,22383,22532,22005,21989,20850,21864,22791,21411,20682,20468,21416,20689,20508,20104,19821,19770,18861,18768,18624,18439,18298,18040,17864,16952,16736,16172,15778,15415,14984,14212,14179,13677,13220,13005,13208,13103,12628,12338,12239,11764,11079,10632,10379,10016,9946,9838,9957,9727,9584,11820,11149,10727,10558,10141,10096,9366,9125,9341,9073,9034,8913,8589,8705,8557,8412,8391,8351,8235,8123,8016,7902,7788,7675,7558,7451,7338,7241,7142,7056,6974,6904,6837,6778,6719,6663,6609,6559,6505,6453,6404,6345,6289,6232,6165,6101,6042,5980,5916,5862,5810,5757,5706,5663
9,19849,19746,19257,18941,23360,25293,24883,23489,23514,22190,21020,21783,22133,22129,21608,21612,20591,21605,22691,20972,20375,20399,21348,20647,20485,20124,19824,19805,18918,18843,18612,18340,18225,18018,17795,16889,16683,16080,15689,15384,14570,14153,14198,13659,13207,12987,13265,13150,12725,12488,12108,11748,11086,10596,10391,10007,10020,9846,9998,9767,12190,11817,11137,10697,10578,10129,9662,9364,9162,9376,9108,9068,8947,8622,8737,8587,8442,8420,8380,8264,8153,8045,7932,7817,7704,7587,7480,7367,7270,7171,7085,7002,6933,6864,6806,6746,6690,6636,6585,6531,6479,6430,6372,6316,6258,6191,6127,6068,6006,5942,5888,5835,5782,5732
