ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,15810,15965,16133,16573,16198,16436,16427,16313,16310,16237,16259,16075,16365,17056,16731,16458,16079,15090,15369,14724,14138,14848,15489,15235,14458,13946,13631,12839,11943,11657,10684,10949,10059,10014,9721,8556,9011,8629,8115,9366,8027,8179,7871,7571,7439,7259,7095,6879,7006,6996,6682,6718,6951,6748,6866,6811,6776,6790,6929,6845,6702,6657,6911,6739,6832,6824,5711,5372,5337,5210,5138,5080,4983,4893,4812,4740,4672,4615,4558,4513,4468,4432,4400,4377,4356,4342,4328,4315,4302,4288,4269,4248,4227,4195,4161,4123,4074,4024,3973,3918,3860,3809,3761,3714,3672,3638,3601,3570,3546,3523,3504,3492,3477,3468
1,15654,15350,15510,15662,16189,15827,15909,15867,15828,15829,15756,15862,15771,16148,16770,16261,16096,15731,14796,14981,14284,14134,14814,15407,15189,14391,13849,13471,12774,11773,11388,10737,10934,10083,9990,9716,8676,9049,8710,8474,8247,8071,8180,7845,7564,7458,7242,6972,6864,6994,6954,6732,6762,6950,6758,6865,6853,6748,6754,6871,6971,6773,6713,6969,6769,6884,5894,5744,5403,5368,5243,5171,5114,5018,4928,4848,4776,4709,4652,4594,4550,4505,4469,4437,4413,4392,4378,4364,4351,4337,4323,4303,4282,4260,4227,4193,4154,4105,4054,4003,3947,3889,3837,3789,3742,3699,3665,3628,3597,3572,3549,3529,3517,3502
2,15495,15563,15199,15284,15480,16043,15620,15662,15714,15629,15625,15729,15817,15739,15960,16562,16164,16016,15527,14630,14825,14325,14200,14851,15375,15190,14373,13790,13340,12736,11623,11424,10837,10952,10120,9986,9717,8835,9109,8834,8575,8310,8150,8186,7837,7563,7453,7215,6913,6810,6962,6995,6779,6773,6958,6759,6891,6862,6748,6765,6895,7011,6882,6770,6998,6789,6032,5895,5778,5439,5403,5279,5208,5151,5055,4966,4886,4815,4747,4690,4633,4588,4543,4507,4474,4451,4430,4415,4401,4387,4373,4358,4338,4316,4293,4260,4226,4186,4136,4085,4033,3977,3918,3866,3817,3770,3727,3692,3654,3623,3598,3574,3554,3542
3,15856,15382,15460,15072,15157,15420,15892,15416,15467,15530,15453,15548,15671,15625,15509,15918,16538,15979,15758,15270,14383,14863,14378,14281,14890,15347,15189,14353,13740,13213,12700,11650,11442,10932,10984,10166,9982,9713,8991,9187,8643,8610,8360,8202,8153,7824,7525,7459,7208,6875,6801,6994,7003,6808,6789,6970,6770,6893,6857,6755,6838,6963,7053,6903,6809,7017,6382,6038,5932,5815,5476,5440,5316,5246,5190,5094,5005,4925,4853,4786,4729,4671,4626,4581,4545,4512,4489,4467,4452,4437,4423,4408,4393,4372,4350,4327,4293,4258,4218,4167,4116,4063,4007,3947,3895,3845,3797,3754,3718,3681,3649,3623,3599,3579
4,15156,15813,15348,15404,15027,15068,15194,15815,15342,15290,15447,15426,15291,15576,15469,15529,15821,16375,15888,15589,15053,14421,14917,14440,14358,14927,15324,15194,14335,13691,13105,12745,11654,11494,11015,10990,10216,9970,9715,9134,8866,8655,8657,8401,8250,8097,7790,7492,7451,7180,6835,6839,6999,7033,6852,6814,7013,6804,6906,6842,6886,6878,6977,7113,6959,6862,6648,6379,6076,5970,5852,5513,5477,5354,5285,5228,5132,5043,4963,4892,4824,4767,4709,4664,4618,4582,4549,4525,4503,4488,4473,4458,4443,4427,4406,4383,4359,4325,4289,4248,4197,4145,4092,4035,3975,3922,3872,3823,3779,3744,3706,3673,3647,3623
5,14242,15134,15726,15242,15368,15030,14979,15059,15706,15153,15242,15306,15211,15213,15628,15413,15398,15691,16173,15696,15479,15093,14457,14970,14494,14435,14967,15306,15206,14320,13652,13145,12784,11660,11537,11100,10998,10262,9978,9707,9003,8883,8682,8679,8431,8328,8083,7747,7465,7433,7150,6853,6871,7002,7078,6892,6816,7033,6789,6907,7194,6939,6918,7030,7211,7011,6939,6653,6417,6114,6008,5889,5551,5514,5392,5322,5266,5170,5081,5001,4929,4861,4803,4745,4700,4654,4618,4584,4560,4538,4522,4506,4491,4475,4459,4437,4414,4390,4355,4319,4278,4226,4173,4120,4062,4001,3948,3897,3848,3804,3768,3729,3696,3670
6,13932,14210,14999,15690,15101,15275,14925,14949,15124,15521,15059,15111,15148,15130,15069,15649,15311,15306,15629,16062,15565,15494,15133,14494,15014,14552,14515,15013,15286,15214,14302,13682,13181,12820,11669,11564,11148,10994,10283,9985,9471,9016,8899,8709,8675,8502,8395,8042,7723,7443,7431,7182,6890,6892,7015,7100,6913,6820,7043,6813,7451,7258,7000,6975,7036,7222,7009,6946,6690,6454,6151,6045,5925,5587,5551,5429,5359,5302,5206,5117,5037,4965,4897,4839,4780,4735,4689,4652,4618,4594,4571,4555,4539,4523,4507,4490,4468,4444,4419,4384,4347,4305,4253,4199,4145,4087,4026,3972,3921,3871,3826,3790,3751,3718
7,13376,13895,14100,15032,15637,15043,15206,14906,14768,14853,15433,14939,14963,14976,15005,15033,15484,15162,15201,15366,15993,15579,15511,15174,14539,15070,14613,14597,15057,15267,15232,14327,13727,13225,12833,11684,11604,11194,11002,10327,9762,9509,9039,8903,8737,8699,8554,8467,8023,7691,7430,7437,7209,6942,6933,7052,7126,6946,6810,7049,7496,7506,7275,7113,7048,7078,6924,7019,6982,6726,6491,6188,6081,5961,5623,5586,5464,5395,5337,5241,5152,5071,4999,4931,4872,4814,4768,4721,4684,4650,4625,4602,4586,4569,4553,4536,4519,4496,4472,4446,4411,4373,4331,4278,4224,4170,4111,4049,3994,3943,3893,3847,3811,3772
8,13425,13389,13779,13973,14914,15521,14918,15133,14802,14650,14905,15253,14758,14895,14920,14901,14829,15542,14958,15066,15337,15989,15593,15530,15214,14580,15120,14674,14678,15100,15242,15277,14360,13775,13246,12859,11696,11638,11241,11002,10129,9786,9551,9048,8886,8765,8724,8605,8548,7997,7685,7468,7444,7215,7006,6963,7063,7160,6971,6813,7719,7560,7529,7303,7183,7072,6857,6928,7055,7017,6762,6527,6223,6116,5995,5657,5620,5498,5428,5371,5275,5185,5104,5032,4963,4904,4845,4799,4752,4715,4681,4655,4632,4615,4598,4581,4564,4546,4523,4498,4472,4436,4398,4355,4302,4247,4192,4133,4070,4015,3963,3913,3867,3830
9,14032,13407,13420,13709,13854,14764,15474,14936,15148,14679,14684,14663,15070,14651,14691,14790,14686,14684,15544,14915,14993,15315,15986,15609,15544,15256,14623,15173,14738,14759,15158,15298,15311,14417,13798,13293,12873,11694,11650,11280,10841,10152,9821,9569,9071,8891,8789,8760,8654,8624,7960,7711,7494,7476,7259,7038,6987,7068,7188,6998,8045,7785,7608,7558,7373,7208,7038,6865,6963,7089,7052,6796,6561,6257,6150,6028,5690,5652,5531,5461,5403,5307,5217,5136,5063,4994,4935,4876,4829,4782,4744,4709,4683,4659,4642,4625,4608,4590,4572,4548,4523,4496,4460,4421,4378,4324,4269,4213,4153,4091,4035,3982,3932,3886
10,12965,14005,13270,13305,13574,13811,14661,15411,14842,14984,14712,14549,14500,15046,14519,14551,14580,14556,14641,15436,14792,14948,15298,15983,15627,15561,15298,14667,15223,14801,14842,15204,15315,15338,14425,13815,13298,12876,11713,11657,11160,10875,10169,9848,9599,9111,8867,8819,8781,8698,8697,8005,7723,7530,7505,7267,7071,6991,7094,7219,8656,8080,7812,7628,7555,7383,7090,7045,6900,6998,7123,7085,6830,6595,6291,6183,6061,5723,5684,5563,5493,5435,5338,5247,5166,5093,5024,4964,4905,4858,4810,4772,4737,4711,4686,4669,4650,4633,4615,4596,4572,4546,4520,4482,4443,4399,4345,4289,4233,4173,4109,4053,4001,3949
11,14620,12965,13778,13173,13189,13541,13737,14727,15442,14721,14999,14480,14338,14376,14935,14442,14502,14476,14468,14533,15385,14723,14902,15278,15984,15640,15575,15342,14706,15280,14861,14862,15220,15336,15319,14465,13820,13309,12883,11723,11517,11167,10884,10197,9867,9643,9134,8870,8851,8802,8736,8681,8030,7751,7561,7535,7304,7105,7021,7103,8735,8692,8098,7843,7680,7574,6958,7093,7080,6935,7033,7157,7119,6863,6628,6324,6216,6093,5755,5716,5594,5524,5466,5368,5278,5196,5122,5053,4993,4933,4886,4838,4799,4764,4737,4712,4694,4676,4658,4639,4620,4595,4569,4542,4504,4465,4420,4365,4309,4252,4191,4128,4071,4018
