ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,50779,50432,51040,53798,54051,52355,53947,54117,55771,55620,56278,57325,58838,62040,61168,59618,58155,56927,56457,54066,51486,53950,53961,53729,51726,54051,49786,47472,46388,45678,42817,47032,44866,43742,43423,41766,41798,42433,41414,40610,35638,41494,39465,38337,36179,37624,36112,35113,34893,34159,33527,33129,33167,33265,31948,31845,31265,30682,30125,29555,33474,32801,32693,32861,31746,31608,26085,25650,25744,24754,24384,24078,23827,23584,23360,23147,22927,22730,22508,22324,22117,21936,21749,21583,21407,21246,21066,20882,20689,20494,20274,20051,19832,19577,19329,19076,18795,18529,18283,18034,17786,17578,17386,17200,17030,16893,16738,16602,16489,16375,16269,16190,16086,16000
1,50801,49175,49008,49845,52258,52855,50755,52400,52774,54309,53418,55028,56006,57609,60650,59689,58116,56722,55476,54612,51833,51515,53716,53735,53545,51647,53188,49238,47151,46094,44108,42804,46456,44338,43183,42765,41041,40971,41251,40259,35538,35845,41195,39093,37787,35885,36514,35217,34549,34474,33402,33393,32965,33020,33050,31781,31716,30940,30473,29939,33412,33536,32716,32663,32980,32015,26652,26173,25608,25697,24718,24352,24049,23799,23557,23334,23123,22903,22708,22487,22304,22099,21920,21734,21570,21395,21235,21057,20874,20682,20490,20273,20052,19835,19582,19336,19084,18805,18542,18296,18049,17803,17596,17405,17220,17051,16915,16761,16626,16514,16401,16296,16218,16114
2,51001,50430,48775,48527,49211,51888,52441,50385,52144,52131,53580,53354,54600,55460,57037,60020,59001,57322,55817,54636,53393,52001,51861,53778,53696,53606,51779,52477,48838,46926,45862,44017,42940,45853,43731,42616,42033,40259,40056,39915,36534,35713,35991,40976,38804,37358,35542,35950,34555,34042,33854,33383,33396,32906,32966,32928,31685,31523,30854,30284,33710,33343,33652,32786,32631,33026,26917,26614,26159,25592,25677,24708,24345,24043,23794,23553,23331,23120,22902,22707,22487,22306,22102,21923,21738,21575,21401,21243,21065,20883,20694,20504,20288,20069,19854,19603,19359,19109,18831,18569,18324,18078,17833,17627,17437,17252,17085,16949,16796,16662,16550,16438,16334,16257
3,53850,50730,50158,48590,48024,48891,51501,51981,49951,51765,51355,53080,53531,54250,54963,56469,59441,58124,56643,54981,53683,53551,52188,52242,53844,53682,53686,51921,51788,48444,46693,45537,43964,43055,45230,43183,42134,41394,39555,39212,36739,36666,35900,36244,40754,38479,36870,35252,35366,33897,33423,33777,33407,33344,32748,32864,32837,31540,31423,30787,33426,33707,33498,33707,32779,32551,28381,26885,26622,26165,25595,25676,24716,24355,24054,23806,23565,23343,23133,22915,22721,22502,22321,22118,21940,21756,21594,21420,21262,21086,20906,20718,20530,20316,20099,19885,19636,19392,19143,18867,18605,18362,18117,17872,17666,17477,17293,17126,16991,16838,16705,16594,16482,16379
4,52582,53462,50518,49978,48341,47756,48488,51232,51841,49600,51538,51037,52695,53606,54021,54610,55989,58778,57369,55923,54165,53748,53714,52379,52614,53929,53667,53772,52074,51093,48027,46489,45223,43855,43113,44691,42659,41695,40791,38963,36433,36864,36787,36113,36635,40405,38081,36460,34994,34858,33222,33395,33762,33455,33316,32633,32852,32683,31543,31375,33329,33398,33892,33649,33703,32767,29113,28391,26908,26643,26183,25611,25688,24735,24377,24077,23829,23588,23367,23157,22939,22745,22526,22346,22143,21966,21782,21620,21447,21290,21115,20937,20751,20564,20351,20136,19923,19675,19433,19185,18909,18648,18406,18161,17917,17712,17523,17339,17173,17038,16886,16753,16642,16531
5,53707,52320,53287,50347,49752,48083,47445,48184,50939,51435,49097,51115,50610,52250,53729,53726,54017,55585,58286,56560,55165,54281,53816,53890,52588,52997,54013,53666,53862,52216,50335,47758,46287,44942,43755,43165,44185,42221,41282,40240,36649,36500,37007,36905,36493,37153,40022,37701,36038,34679,34283,33267,33393,33853,33446,33315,32632,32734,32630,31571,34345,33321,33543,33890,33568,33759,30074,29072,28419,26939,26672,26209,25635,25709,24762,24406,24106,23858,23617,23396,23186,22968,22775,22556,22376,22173,21996,21813,21651,21479,21323,21150,20973,20788,20602,20391,20177,19965,19718,19477,19230,18955,18695,18453,18208,17964,17759,17571,17388,17221,17087,16935,16802,16692
6,46181,53381,52242,53124,50099,49686,47988,47089,47858,50593,51016,48729,50583,50223,52042,53790,53506,53643,55135,57655,55901,55230,54396,53885,54070,52800,53382,54100,53663,53944,52295,49947,47502,46054,44635,43636,43165,43740,41792,40889,38114,36730,36582,37129,37100,36973,37729,39660,37321,35574,34391,34258,33329,33442,33759,33383,33334,32556,32693,32598,34406,34437,33505,33646,33843,33476,30574,30049,29106,28453,26975,26706,26240,25664,25736,24794,24439,24140,23892,23651,23430,23220,23002,22808,22590,22409,22207,22030,21846,21685,21514,21360,21188,21012,20829,20644,20434,20220,20010,19764,19523,19277,19003,18743,18501,18257,18013,17809,17620,17437,17271,17137,16985,16853
7,39018,45763,53183,51866,52714,50035,49641,47786,46947,47513,50125,50638,48434,50180,49842,51609,53975,53155,53230,54662,57138,55895,55309,54514,53949,54263,53003,53772,54199,53649,53959,51874,49585,47206,45824,44376,43542,43195,43296,41388,38982,38202,36858,36662,37334,37387,37539,38168,39296,36911,35149,34308,34307,33383,33416,33708,33507,33353,32536,32694,35308,34473,34549,33709,33637,33732,30899,30414,30085,29142,28489,27014,26743,26275,25697,25765,24828,24474,24175,23927,23686,23465,23255,23036,22843,22624,22444,22241,22064,21881,21721,21551,21398,21227,21052,20870,20687,20477,20265,20055,19810,19570,19324,19050,18791,18549,18305,18062,17857,17669,17486,17320,17187,17035
8,43498,38762,45641,53014,51728,52529,49710,49490,47625,46480,47080,49559,49977,47995,49775,49546,51118,54117,53048,52671,54152,57142,55900,55379,54631,54025,54454,53216,54162,54275,53544,53510,51462,49193,46932,45594,44071,43411,43202,42858,39793,39033,38318,36949,36748,37594,37776,37900,38598,38958,36566,35101,34328,34305,33423,33417,33767,33525,33394,32508,36606,35351,34603,34638,33849,33588,31411,30866,30453,30123,29180,28528,27054,26781,26311,25731,25797,24864,24511,24212,23964,23723,23501,23291,23072,22878,22659,22479,22276,22099,21917,21758,21590,21437,21267,21094,20912,20730,20522,20310,20101,19856,19617,19372,19098,18839,18598,18354,18110,17906,17717,17535,17369,17235
9,41944,43218,38679,45295,52671,51453,52339,49559,49443,47550,46146,46574,49257,49607,47569,49427,49018,50692,54254,52698,52265,54079,57147,55891,55450,54745,54088,54641,53427,54536,54290,53019,53097,51109,48843,46656,45364,43787,43259,43197,41449,39844,39090,38419,37099,36933,37947,38014,38306,39009,38640,36577,35123,34383,34307,33436,33511,33708,33638,33471,38673,36735,35383,34831,34631,33693,32008,31390,30906,30493,30162,29219,28567,27095,26821,26348,25766,25830,24901,24549,24250,24001,23760,23537,23327,23108,22913,22694,22513,22311,22135,21954,21796,21628,21477,21308,21135,20955,20773,20566,20354,20146,19902,19664,19419,19145,18886,18645,18401,18158,17953,17765,17582,17416
