ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,34487,34238,34052,33875,33170,33667,33413,33015,35054,34342,35011,35965,37515,39324,39416,37967,36671,35588,36196,35039,33656,33970,33550,33447,30648,28783,27095,25354,23586,22336,21338,21297,20826,19862,20188,18860,18503,19731,19299,19954,18388,20154,19465,19384,19829,20420,20831,21205,21311,22060,21523,22372,22523,24019,23822,23937,24301,24725,24267,23773,21485,22270,22442,23711,23763,23930,19811,19417,18933,19258,19476,19542,19449,19385,19359,19367,19390,19452,19508,19608,19692,19802,19900,20010,20096,20183,20238,20274,20287,20284,20238,20171,20089,19952,19804,19637,19430,19231,19049,18864,18684,18551,18444,18352,18287,18263,18223,18206,18217,18228,18248,18299,18321,18363
1,35987,33717,33335,33291,32968,32449,32985,32758,32257,34297,33090,34819,35721,37207,38993,39039,37775,36414,35393,35887,34542,33736,33984,33515,33395,30601,28742,27008,25351,23617,22182,21366,21231,20780,19867,20179,18842,18536,19648,19347,19013,18633,20183,19477,19463,19995,20565,20872,21262,21513,22099,21721,22535,22810,24057,23934,24103,24426,24662,24107,22225,21872,22573,23003,23899,24052,20690,19912,19474,18991,19313,19527,19593,19500,19435,19407,19413,19434,19494,19548,19645,19729,19838,19935,20044,20129,20215,20269,20304,20317,20312,20266,20198,20116,19978,19831,19664,19458,19261,19079,18895,18716,18583,18476,18385,18320,18295,18255,18239,18249,18259,18280,18330,18352
2,36248,35511,33256,32783,32720,32482,32009,32507,32441,31877,33662,33098,34854,35558,37064,38782,38679,37800,36087,35326,35651,34600,33869,34030,33511,33376,30580,28738,26939,25367,23674,22203,21439,21165,20754,19882,20164,18862,18557,19582,18755,19224,18749,20232,19588,19565,20122,20687,20880,21326,21685,22373,21959,22767,23054,24155,24051,24297,24298,24518,21605,22541,22222,22831,23245,24081,21372,20712,19969,19528,19046,19365,19578,19642,19549,19481,19452,19456,19475,19533,19585,19681,19765,19872,19969,20076,20161,20245,20299,20333,20345,20340,20293,20224,20140,20004,19857,19691,19486,19289,19108,18925,18746,18614,18507,18416,18351,18326,18286,18270,18279,18290,18310,18360
3,38347,35845,35063,32913,32348,32304,32027,31613,32114,32006,31394,33609,33281,34799,35624,37009,38660,38596,37576,36013,35176,35747,34686,34018,34085,33515,33369,30562,28740,26878,25388,23622,22209,21520,21122,20740,19921,20176,18875,18604,18883,18855,19334,18910,20305,19723,19707,20282,20814,20928,21364,21865,22602,22246,22956,23174,24344,24200,24258,24166,21492,21856,22864,22496,23022,23367,22541,21382,20768,20025,19581,19100,19416,19628,19690,19595,19527,19495,19497,19515,19571,19622,19718,19800,19906,20002,20108,20192,20276,20328,20362,20373,20367,20319,20249,20166,20030,19884,19719,19514,19318,19138,18955,18777,18645,18538,18447,18382,18357,18317,18300,18309,18319,18340
4,37960,37798,35346,34709,32499,31795,31851,31590,31228,31701,31551,31422,33630,33426,35015,35473,36980,38634,38277,37626,35822,35257,35847,34767,34161,34141,33521,33364,30542,28739,26820,25386,23621,22231,21600,21087,20744,19923,20183,18872,18017,19127,18942,19453,19075,20418,19844,19837,20454,20930,20963,21578,22062,22859,22548,23093,23402,24500,24225,24159,21137,21761,22099,23123,22775,23183,23006,22535,21437,20824,20079,19633,19153,19468,19677,19737,19641,19571,19538,19538,19554,19609,19659,19754,19835,19941,20036,20141,20223,20307,20358,20391,20401,20394,20345,20276,20193,20058,19913,19748,19544,19348,19168,18986,18808,18677,18570,18479,18413,18389,18348,18331,18340,18350
5,41819,37614,37333,34793,34220,32159,31418,31538,31187,30903,31262,31565,31326,33377,33624,35014,35444,36803,38373,37982,37535,35940,35347,35941,34847,34306,34203,33532,33358,30531,28742,26838,25376,23585,22246,21663,21062,20742,19940,20192,18310,18110,19252,19048,19624,19375,20537,19957,19955,20548,21062,21229,21838,22308,23122,22703,23328,23606,24425,24148,21148,21381,22079,22368,23341,22947,23856,22969,22591,21493,20880,20134,19686,19208,19520,19727,19785,19688,19616,19581,19580,19594,19649,19698,19792,19873,19977,20071,20175,20257,20339,20389,20421,20430,20422,20373,20305,20223,20088,19943,19779,19576,19381,19201,19020,18842,18710,18603,18512,18447,18422,18381,18363,18372
6,29636,41363,37135,36863,34395,33892,31894,30988,31223,30911,30515,31176,31591,31290,33384,33694,35022,35387,36833,38345,37893,37592,36055,35437,36029,34930,34455,34258,33546,33352,30522,28709,26841,25377,23548,22287,21719,21046,20739,19959,19685,18429,18207,19362,19164,19871,19633,20700,20104,20088,20660,21323,21535,22133,22563,23308,22964,23524,23616,24274,20698,21397,21731,22380,22575,23552,24271,23757,23027,22647,21549,20936,20191,19742,19264,19572,19777,19833,19735,19661,19625,19623,19637,19691,19739,19832,19912,20015,20108,20211,20292,20373,20422,20453,20461,20453,20405,20337,20255,20121,19977,19813,19610,19416,19236,19055,18877,18745,18639,18547,18481,18457,18415,18398
7,34794,29283,40949,36662,36378,33872,33504,31613,30701,30927,30433,30400,31066,31397,31260,33309,33966,34968,35292,36749,38196,37983,37659,36168,35526,36133,35014,34604,34319,33555,33350,30529,28684,26860,25382,23533,22329,21770,21036,20745,19478,19753,18503,18285,19489,19344,20129,19958,20797,20253,20186,20881,21530,21773,22416,22736,23621,23183,23553,23620,20398,20960,21651,22020,22703,22800,24643,24196,23818,23088,22706,21608,20996,20251,19799,19321,19627,19829,19884,19784,19708,19672,19669,19682,19736,19783,19875,19953,20056,20147,20250,20329,20409,20458,20487,20495,20488,20440,20372,20291,20157,20014,19851,19648,19454,19275,19094,18915,18784,18677,18585,18520,18494,18453
8,36260,34447,28796,40345,36276,35949,33614,33211,31405,30378,30509,30388,30268,31120,31430,31220,33170,34010,35108,35261,36585,38264,38063,37723,36288,35618,36235,35098,34756,34378,33563,33333,30549,28673,26894,25403,23512,22353,21851,21016,20290,19563,19837,18567,18384,19667,19564,20415,20297,20935,20356,20418,21086,21749,22046,22610,23013,23865,23252,23518,20379,20683,21162,21886,22327,22871,24288,24584,24261,23883,23151,22768,21671,21059,20313,19859,19380,19683,19883,19936,19835,19759,19722,19719,19731,19783,19830,19921,19998,20100,20190,20292,20370,20449,20496,20526,20534,20527,20479,20412,20331,20198,20055,19892,19690,19496,19317,19135,18957,18826,18719,18627,18561,18536
9,36036,35772,34044,28384,39849,35860,35530,33227,33000,31132,30018,30361,30319,30171,31126,31314,31183,33257,34267,35113,35238,36657,38338,38153,37783,36408,35706,36334,35185,34902,34439,33542,33319,30555,28667,26894,25410,23480,22387,21907,20616,20439,19640,19931,18700,18555,19827,19800,20736,20625,21049,20563,20665,21332,22044,22241,22893,23242,24028,23294,21086,20646,20975,21421,22147,22525,24426,24187,24654,24330,23951,23218,22834,21737,21125,20378,19921,19442,19743,19941,19992,19890,19814,19776,19772,19784,19835,19881,19971,20047,20147,20237,20337,20414,20492,20539,20569,20578,20571,20524,20457,20376,20243,20101,19938,19736,19542,19363,19182,19004,18872,18765,18673,18607
