ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,18976,19704,19901,20170,20657,21652,22065,22646,23470,24125,25584,27128,29376,32209,31338,31347,30831,31482,31986,31272,31198,31395,31029,30558,28930,26728,24830,22989,21314,20077,19081,19457,18451,17548,17530,16887,16334,17106,16847,17400,16062,17281,16778,16624,16820,17147,17431,17644,17854,18232,17519,18188,18649,19123,19061,19323,19718,20095,19867,19435,17490,18011,18649,18956,18961,19163,16996,16138,16307,16325,16396,16415,16333,16276,16249,16249,16262,16309,16351,16433,16505,16598,16686,16787,16873,16964,17033,17088,17127,17153,17146,17125,17093,17014,16926,16818,16675,16538,16411,16280,16150,16058,15988,15929,15892,15889,15870,15870,15892,15914,15944,15999,16029,16077
1,19871,18878,20083,20099,20387,20880,21922,22411,22864,23969,24524,25675,27201,29636,32341,31498,31618,30925,31608,31980,31204,31121,31245,30850,30348,28721,26525,24666,22915,21253,19969,19037,19330,18360,17532,17500,16914,16433,17220,16923,16699,16125,17202,16795,16692,16886,17152,17312,17602,17835,18134,17657,18283,18802,19083,19151,19523,19851,20096,19821,18169,17696,18234,19078,19080,19280,17592,17191,16240,16406,16424,16495,16511,16429,16370,16341,16340,16351,16396,16437,16516,16584,16675,16760,16859,16944,17034,17101,17155,17192,17217,17210,17187,17153,17074,16984,16876,16731,16593,16466,16334,16202,16110,16038,15978,15939,15934,15914,15913,15933,15953,15981,16035,16064
2,20571,19968,19499,20425,20419,20700,21261,22342,22930,23521,24698,25113,26100,27529,29657,32559,31833,32030,31180,31961,32130,31172,31158,31151,30717,30188,28561,26331,24546,22874,21222,19848,19024,19238,18360,17528,17480,16982,16499,17197,16365,16774,16179,17200,16824,16756,16929,17175,17259,17534,17824,18276,17842,18321,18867,19126,19308,19589,19857,20035,17792,18331,18067,18499,19073,19223,18231,17578,17284,16336,16500,16517,16587,16602,16518,16458,16428,16425,16435,16478,16515,16592,16658,16746,16829,16927,17011,17099,17165,17218,17254,17277,17268,17244,17209,17129,17038,16929,16784,16644,16516,16383,16251,16157,16084,16023,15983,15976,15954,15951,15970,15989,16015,16068
3,22400,20687,20654,19754,20695,20726,20992,21737,22666,23459,23992,25026,25596,26480,27894,29970,32812,32055,32446,31564,32233,32125,31149,31200,31072,30598,30027,28406,26156,24431,22824,21051,19671,18961,19193,18354,17523,17505,17066,16528,16635,16351,16907,16315,17287,16890,16800,16970,17169,17161,17484,17929,18496,17997,18440,18931,19282,19447,19573,19813,17507,17964,18679,18419,18581,19135,19098,18284,17671,17375,16430,16590,16607,16676,16689,16604,16543,16511,16506,16514,16555,16591,16664,16728,16814,16897,16993,17075,17162,17227,17279,17313,17335,17325,17300,17264,17182,17090,16980,16834,16694,16565,16431,16298,16202,16128,16066,16024,16016,15992,15988,16005,16022,16048
4,22365,22624,21388,21127,20278,20960,21006,21376,22131,23065,23909,24342,25324,26192,26920,28210,30178,33120,32435,32785,32019,32224,32132,31130,31249,30983,30481,29871,28255,25980,24304,22709,20879,19527,18973,19139,18353,17502,17542,17062,16002,16690,16349,16986,16456,17352,16962,16872,16981,17153,17112,17588,18082,18551,18210,18475,19113,19370,19486,19542,17196,17652,18332,18969,18494,18687,19500,19023,18373,17763,17464,16522,16679,16695,16763,16774,16688,16625,16592,16586,16592,16630,16663,16734,16796,16882,16963,17058,17139,17224,17288,17338,17371,17392,17381,17355,17317,17235,17142,17031,16884,16743,16613,16478,16343,16247,16171,16107,16064,16055,16030,16024,16040,16056
5,22235,22585,23251,21724,21607,20607,21304,21345,21659,22647,23503,24274,24623,25646,26743,27345,28464,30460,33420,32686,33197,32036,32208,32140,31110,31301,30906,30361,29720,28103,25806,24187,22549,20766,19458,18981,19156,18358,17516,17503,16542,15975,16696,16387,17116,16670,17398,16999,16881,17006,17118,17287,17721,18228,18758,18321,18687,19267,19401,19465,17182,17394,17939,18732,19078,18632,19736,19435,19114,18463,17855,17554,16613,16768,16783,16849,16858,16771,16707,16673,16664,16668,16704,16734,16804,16865,16950,17029,17123,17203,17287,17349,17398,17430,17450,17437,17410,17372,17288,17194,17082,16935,16793,16662,16525,16390,16292,16215,16150,16105,16094,16068,16060,16076
6,17214,22426,23381,23727,22204,21992,20917,21744,21725,22093,23043,23879,24576,24933,25933,27282,27782,28862,30787,33711,33007,33219,32056,32210,32146,31087,31351,30827,30241,29567,27960,25643,24080,22470,20702,19371,19051,19131,18374,17475,17074,16543,15964,16754,16523,17245,16892,17426,17032,16889,17020,17297,17453,17904,18361,18899,18633,18788,19350,19396,17032,17426,17719,18314,18712,19225,20216,19685,19528,19207,18554,17948,17645,16705,16857,16871,16935,16943,16855,16789,16753,16743,16744,16777,16806,16875,16935,17019,17097,17190,17268,17351,17412,17460,17490,17509,17495,17466,17427,17342,17248,17135,16986,16843,16711,16574,16437,16338,16260,16193,16147,16135,16107,16099
7,19052,17376,23223,23797,24213,22452,22316,21312,22032,21981,22448,23318,24196,24915,25200,26237,27762,28234,29240,31081,33788,33047,33239,32082,32205,32153,31069,31401,30755,30122,29398,27832,25514,23992,22431,20637,19341,19117,19123,18338,17070,17059,16555,15995,16871,16673,17395,17132,17463,17021,16903,17180,17414,17608,18101,18475,19203,18826,18815,19384,17013,17236,17573,17981,18422,18852,20490,20153,19783,19624,19302,18648,18043,17737,16798,16947,16960,17023,17029,16940,16872,16834,16821,16820,16853,16881,16949,17007,17089,17167,17258,17335,17417,17477,17523,17552,17570,17555,17525,17485,17399,17304,17190,17040,16896,16763,16625,16486,16386,16306,16238,16191,16177,16149
8,19878,19403,18112,23684,24321,24460,22814,22700,21589,22335,22295,22866,23736,24577,25262,25582,26454,28446,28562,29598,31214,33834,33089,33266,32103,32202,32169,31046,31457,30685,30003,29317,27744,25414,23928,22401,20623,19335,19211,19095,17919,17077,17088,16610,16076,17022,16829,17551,17346,17478,17040,17057,17304,17506,17836,18257,18789,19376,18936,18827,17076,17171,17462,17877,18160,18553,20305,20458,20255,19884,19723,19400,18745,18140,17832,16893,17039,17051,17112,17117,17026,16956,16916,16901,16899,16931,16958,17024,17082,17163,17239,17329,17405,17485,17544,17589,17617,17633,17617,17587,17546,17459,17363,17248,17097,16952,16817,16677,16538,16436,16355,16286,16237,16223
9,20897,20183,20223,18499,24333,24720,24909,23160,23072,21999,22593,22658,23324,24077,25016,25647,25930,26852,29039,28981,29652,31320,33879,33134,33289,32120,32199,32178,31033,31511,30613,29925,29177,27648,25342,23892,22418,20615,19361,19260,18750,17951,17071,17165,16709,16182,17170,16984,17740,17523,17502,17188,17201,17469,17717,18038,18552,18973,19541,19049,17537,17268,17414,17805,17990,18354,19970,20259,20564,20361,19989,19826,19502,18844,18240,17929,16990,17134,17145,17205,17208,17114,17043,17000,16984,16981,17012,17038,17103,17160,17240,17314,17403,17477,17557,17614,17658,17685,17700,17683,17652,17609,17522,17424,17308,17156,17010,16874,16733,16592,16489,16407,16337,16288
