ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,11239,11022,10609,10717,10572,10851,10467,10426,10611,10536,10626,10644,10666,11274,10805,10505,10147,10040,10026,9748,9531,9476,9271,9520,9090,8750,8257,8165,7735,7208,6960,6910,6610,6407,6389,6249,6031,6134,6107,6241,5902,6231,6055,5812,6017,5937,6217,6276,6267,6475,6141,6474,6507,6803,6789,6975,7127,7433,7326,7165,6220,6497,6605,6859,6862,7057,5970,5851,5585,5651,5689,5678,5681,5693,5715,5688,5665,5654,5642,5645,5646,5656,5667,5685,5699,5716,5726,5734,5737,5737,5727,5712,5692,5657,5617,5569,5506,5443,5381,5316,5251,5199,5154,5113,5081,5062,5039,5022,5013,5003,4995,4995,4986,4983
1,11650,10985,10802,10475,10398,10446,10573,10336,10249,10306,10437,10637,10532,10727,11169,10768,10492,10047,9877,9956,9455,9562,9495,9285,9516,9088,8758,8276,8178,7735,7187,6995,6913,6620,6434,6414,6264,6075,6151,6172,5934,5965,6271,6109,5879,6096,6008,6243,6323,6348,6437,6243,6560,6557,6853,6818,7028,7175,7386,7274,6546,6341,6552,6688,6940,6942,6292,6015,5868,5605,5670,5708,5696,5699,5710,5731,5704,5680,5669,5657,5659,5660,5670,5680,5696,5710,5726,5736,5742,5745,5744,5734,5719,5699,5663,5623,5575,5513,5450,5388,5323,5258,5207,5162,5121,5089,5070,5047,5031,5021,5012,5004,5003,4995
2,11401,11568,10923,10635,10276,10306,10262,10481,10159,10045,10235,10397,10588,10396,10568,11229,10743,10416,9983,9858,9950,9492,9608,9527,9304,9523,9102,8769,8301,8199,7738,7211,7051,6922,6619,6465,6443,6351,6122,6169,5974,6005,6030,6317,6169,5936,6166,6064,6287,6379,6388,6562,6360,6650,6605,6909,6959,7085,7170,7326,6412,6646,6465,6722,6740,7031,6596,6315,6037,5889,5628,5693,5730,5718,5721,5731,5751,5723,5700,5688,5676,5677,5677,5686,5696,5712,5724,5740,5749,5755,5757,5756,5746,5730,5710,5674,5634,5586,5523,5460,5398,5333,5269,5218,5173,5133,5101,5082,5059,5042,5033,5023,5015,5015
3,11914,11325,11462,10762,10498,10212,10095,10247,10332,10073,9873,10055,10405,10471,10357,10560,11107,10564,10411,9990,9816,9969,9535,9654,9557,9321,9532,9120,8785,8322,8211,7759,7231,7092,6919,6641,6488,6483,6412,6163,5933,6022,6067,6095,6372,6222,6007,6237,6138,6326,6383,6461,6638,6415,6759,6662,7011,7040,7073,7191,6451,6461,6770,6655,6836,6795,6686,6554,6339,6061,5914,5654,5718,5755,5743,5745,5754,5773,5746,5722,5710,5697,5698,5697,5705,5714,5729,5741,5756,5764,5770,5772,5771,5760,5744,5724,5688,5647,5599,5536,5473,5411,5347,5283,5232,5187,5147,5115,5096,5073,5057,5047,5037,5029
4,12031,11859,11212,11389,10665,10436,10105,9954,10078,10175,10045,9916,10082,10404,10499,10342,10471,11092,10601,10391,9951,9847,9992,9577,9700,9588,9339,9542,9136,8801,8353,8225,7783,7267,7119,6919,6666,6517,6503,6470,5979,6033,6072,6131,6195,6429,6272,6049,6289,6208,6330,6534,6526,6696,6521,6838,6751,7098,7045,7082,6415,6599,6553,6888,6724,6953,6970,6661,6578,6364,6087,5939,5682,5745,5781,5768,5770,5778,5797,5769,5745,5732,5718,5719,5717,5725,5733,5748,5759,5773,5781,5786,5788,5787,5775,5759,5739,5702,5662,5613,5550,5487,5426,5362,5298,5247,5202,5162,5130,5111,5088,5072,5062,5052
5,12043,11878,11661,11132,11293,10666,10330,10044,9911,10001,10171,9993,9899,9975,10394,10534,10293,10465,10975,10454,10369,9989,9881,10020,9615,9747,9624,9359,9548,9155,8813,8395,8244,7785,7301,7152,6916,6690,6530,6526,6268,6025,6090,6109,6212,6310,6496,6326,6120,6354,6211,6441,6651,6575,6806,6596,6944,6855,7079,7037,6297,6497,6710,6671,6998,6808,7163,6913,6688,6604,6390,6114,5966,5709,5772,5807,5794,5795,5803,5821,5793,5768,5755,5740,5740,5738,5745,5753,5766,5777,5791,5798,5803,5805,5803,5791,5775,5754,5718,5677,5628,5565,5502,5441,5377,5313,5262,5218,5178,5146,5127,5104,5087,5078
6,10426,11968,11824,11660,10906,11289,10572,10062,9916,9807,10047,10084,9965,9894,9956,10418,10543,10219,10513,11008,10457,10385,10019,9911,10047,9658,9797,9654,9381,9556,9179,8832,8418,8268,7802,7338,7188,6945,6706,6560,6345,6316,6064,6138,6161,6311,6415,6576,6391,6198,6347,6317,6535,6713,6646,6911,6704,7025,6865,7086,6439,6404,6607,6857,6731,7075,7270,7143,6939,6715,6630,6417,6141,5992,5736,5798,5834,5820,5820,5827,5845,5816,5791,5777,5762,5761,5758,5765,5771,5785,5795,5808,5816,5821,5821,5819,5808,5791,5770,5733,5692,5643,5581,5518,5457,5393,5329,5278,5234,5194,5162,5143,5120,5103
7,10038,10322,11774,11652,11530,10933,11233,10549,9997,9805,9681,10033,10140,9948,9829,10034,10293,10498,10215,10418,10907,10472,10394,10055,9944,10074,9701,9845,9688,9401,9571,9212,8846,8455,8297,7819,7357,7224,6954,6713,6416,6387,6360,6106,6186,6221,6406,6522,6629,6443,6196,6431,6416,6600,6788,6713,7010,6781,7038,6859,6302,6526,6514,6723,6949,6816,7329,7274,7170,6966,6742,6656,6443,6168,6019,5763,5825,5859,5845,5845,5851,5868,5839,5813,5799,5783,5782,5778,5784,5790,5803,5813,5826,5833,5838,5838,5836,5824,5807,5786,5748,5707,5659,5597,5534,5473,5409,5345,5294,5250,5210,5178,5159,5136
8,10910,9906,10137,11675,11470,11532,10773,11053,10436,9861,9795,9651,9886,9966,9878,9756,9944,10434,10451,10199,10407,10926,10483,10406,10090,9977,10101,9745,9894,9721,9420,9621,9249,8869,8483,8323,7837,7384,7259,6982,6563,6457,6429,6405,6160,6256,6289,6515,6644,6688,6425,6286,6521,6468,6679,6834,6802,7102,6823,7049,6526,6382,6638,6635,6795,7010,7231,7330,7300,7196,6993,6769,6682,6470,6195,6044,5790,5850,5885,5870,5869,5875,5891,5861,5835,5820,5804,5802,5797,5803,5809,5821,5831,5844,5850,5855,5855,5852,5840,5822,5801,5764,5723,5675,5613,5550,5489,5425,5361,5310,5266,5226,5194,5175
9,10541,10771,9785,10017,11614,11547,11367,10698,11127,10425,9881,9849,9740,9949,9955,9833,9759,9937,10263,10476,10105,10423,10943,10492,10423,10124,10009,10125,9783,9943,9759,9456,9645,9287,8879,8508,8335,7853,7408,7287,6821,6613,6500,6477,6456,6203,6304,6362,6634,6736,6668,6533,6399,6576,6594,6735,6930,6911,7185,6834,6752,6640,6488,6729,6743,6863,7088,7222,7357,7327,7223,7019,6796,6708,6496,6221,6070,5816,5876,5910,5895,5893,5898,5913,5883,5856,5840,5824,5821,5816,5821,5827,5839,5848,5861,5867,5871,5871,5868,5856,5838,5817,5780,5739,5691,5628,5566,5505,5441,5377,5326,5282,5242,5210
