ETA,A_1952,A_1953,A_1954,A_1955,A_1956,A_1957,A_1958,A_1959,A_1960,A_1961,A_1962,A_1963,A_1964,A_1965,A_1966,A_1967,A_1968,A_1969,A_1970,A_1971,A_1972,A_1973,A_1974,A_1975,A_1976,A_1977,A_1978,A_1979,A_1980,A_1981,A_1982,A_1983,A_1984,A_1985,A_1986,A_1987,A_1988,A_1989,A_1990,A_1991,A_1992,A_1993,A_1994,A_1995,A_1996,A_1997,A_1998,A_1999,A_2000,A_2001,A_2002,A_2003,A_2004,A_2005,A_2006,A_2007,A_2008,A_2009,A_2010,A_2011,A_2012,A_2013,A_2014,A_2015,A_2016,A_2017,A_2018,A_2019,A_2020,A_2021,A_2022,A_2023,A_2024,A_2025,A_2026,A_2027,A_2028,A_2029,A_2030,A_2031,A_2032,A_2033,A_2034,A_2035,A_2036,A_2037,A_2038,A_2039,A_2040,A_2041,A_2042,A_2043,A_2044,A_2045,A_2046,A_2047,A_2048,A_2049,A_2050,A_2051,A_2052,A_2053,A_2054,A_2055,A_2056,A_2057,A_2058,A_2059,A_2060,A_2061,A_2062,A_2063,A_2064,A_2065
0,38888,38171,38619,39410,40168,39751,39631,38623,40014,39283,39177,39793,40860,43581,42738,42147,40818,40021,39149,37710,35829,36801,37052,38421,37590,37195,35004,34385,32797,31132,28552,29608,29010,28251,27001,26430,26801,27186,25931,26250,23355,26110,24682,24014,23054,22814,22559,21804,21690,21424,20860,20395,20200,20419,19825,19255,19505,19505,19344,18704,20820,20320,20079,20292,19700,19167,16005,15801,15736,16000,16080,15886,15724,15567,15422,15285,15142,15016,14871,14750,14612,14490,14363,14250,14130,14018,13894,13765,13631,13496,13347,13196,13051,12885,12728,12569,12394,12231,12080,11930,11783,11665,11560,11461,11376,11311,11231,11160,11100,11037,10975,10928,10862,10807
1,39304,37389,36765,37161,38101,38832,38138,38041,37098,38111,37863,37997,38732,39806,42401,41608,40979,39568,38774,37782,35946,35792,36592,36834,38170,37325,36797,34638,33908,32262,29752,28634,29446,28822,27953,26781,26211,26457,26723,25525,23559,23393,25935,24515,23679,22704,22500,22057,21554,21537,20995,20848,20379,20167,20342,19766,19240,19435,19337,18930,21009,20831,20328,20144,20209,19793,16975,16082,15802,15736,15998,16077,15885,15724,15568,15424,15287,15146,15020,14876,14756,14619,14498,14373,14261,14141,14031,13908,13780,13647,13513,13364,13214,13069,12904,12746,12588,12413,12249,12099,11949,11802,11684,11580,11482,11396,11332,11252,11182,11123,11060,10998,10952,10887
2,38982,38790,36875,36193,36670,37448,38014,37294,37207,36120,37555,37689,37617,38424,39391,41809,40978,40388,38807,37987,36769,36025,35939,36576,36767,38012,37208,36502,34344,33474,31761,29863,28785,29312,28616,27725,26560,25988,26148,26228,24217,23918,23553,25830,24383,23409,22500,22234,21780,21371,21427,21025,20911,20387,20150,20313,19831,19274,19426,19254,21368,20965,20951,20362,20108,20259,17164,16998,16096,15814,15749,16008,16087,15895,15735,15579,15436,15300,15159,15034,14891,14772,14636,14516,14391,14280,14161,14051,13929,13802,13669,13536,13388,13239,13094,12928,12770,12612,12437,12274,12124,11974,11827,11710,11606,11508,11423,11358,11279,11209,11150,11087,11027,10981
3,42040,38635,38425,36566,35755,36068,36720,37397,36710,36448,35745,37325,37695,37385,38040,39046,41321,40435,39775,38129,37326,36835,36135,36107,36564,36717,37873,37096,36217,34053,33089,31778,29981,28917,29198,28478,27476,26340,25816,25856,24916,24247,23992,23682,25663,24169,23178,22317,22013,21425,21196,21431,21065,20973,20390,20204,20329,19839,19315,19421,21257,21287,21108,21142,20213,20132,17911,17178,17016,16118,15834,15768,16025,16104,15913,15753,15598,15455,15320,15179,15055,14912,14793,14658,14539,14414,14304,14186,14077,13955,13829,13696,13563,13415,13266,13122,12956,12798,12640,12465,12302,12151,12002,11856,11738,11634,11537,11452,11388,11309,11239,11181,11118,11058
4,40394,41740,38245,38219,36259,35305,35497,36157,37017,36000,36139,35432,36995,37577,37100,37639,38592,40741,39815,39306,37458,37342,36912,36246,36278,36565,36669,37739,36989,35936,33791,33142,31777,30065,29030,29108,28285,27259,26130,25665,24742,24934,24327,24053,23765,25473,23999,22931,22146,21815,21193,21229,21472,21198,21033,20421,20340,20333,19864,19380,21313,21237,21360,21363,21323,20281,18424,17916,17202,17039,16144,15859,15792,16048,16126,15936,15776,15621,15478,15344,15203,15079,14937,14819,14684,14565,14441,14332,14214,14105,13984,13858,13726,13593,13445,13296,13151,12985,12828,12669,12495,12331,12181,12032,11886,11769,11665,11568,11483,11419,11340,11271,11212,11150
5,39691,39998,41304,37909,37872,35939,34817,35115,35694,36404,35737,35677,35086,36575,37481,37030,37298,38344,40337,39239,38668,37502,37363,36993,36369,36444,36566,36620,37607,36893,35657,33867,33203,31826,30124,29167,29006,28139,27035,25958,24811,24747,25014,24388,24266,23956,25289,23815,22728,21977,21641,21234,21247,21549,21224,21064,20506,20384,20354,19948,21653,21312,21365,21580,21437,21335,19058,18458,17943,17230,17066,16174,15887,15819,16073,16150,15961,15801,15647,15504,15370,15230,15106,14964,14846,14711,14593,14470,14360,14243,14135,14013,13888,13756,13623,13475,13326,13181,13016,12858,12699,12525,12362,12212,12063,11917,11800,11696,11599,11514,11450,11372,11302,11244
6,35243,39258,39606,40864,37593,37576,35591,34282,34658,35200,36130,35279,35460,34668,36250,37367,36728,36998,38025,39807,38621,38649,37546,37396,37072,36496,36618,36575,36579,37479,36800,35697,33954,33254,31831,30197,29240,28896,27988,26845,25123,24829,24787,25041,24403,24361,24157,25125,23650,22521,21851,21664,21291,21342,21592,21310,21186,20555,20464,20382,21859,21711,21413,21589,21610,21486,19357,19046,18486,17973,17260,17095,16204,15916,15848,16100,16177,15988,15828,15674,15532,15397,15257,15134,14992,14874,14740,14622,14499,14390,14272,14164,14043,13918,13786,13653,13505,13356,13211,13046,12888,12730,12555,12392,12243,12094,11948,11831,11727,11630,11545,11482,11403,11334
7,30876,34856,38893,39189,40640,37189,37295,35331,33997,34212,34918,35658,34974,35244,34407,36037,37374,36599,36704,37622,39282,38567,38644,37596,37424,37154,36611,36796,36580,36534,37352,36845,35732,34039,33281,31818,30228,29303,28805,27855,26164,25144,24879,24799,25061,24464,24473,24384,24904,23500,22344,21904,21747,21423,21379,21608,21404,21252,20595,20563,22319,21884,21851,21663,21715,21706,19560,19355,19075,18515,18003,17290,17124,16235,15945,15876,16128,16203,16015,15855,15701,15559,15425,15285,15161,15020,14902,14768,14650,14527,14418,14301,14193,14072,13947,13815,13682,13534,13385,13240,13075,12917,12759,12585,12422,12273,12124,11978,11861,11758,11660,11575,11512,11434
8,31759,30693,34520,38613,38937,40059,36825,37105,34973,33463,33993,34604,35360,34685,34759,34076,35700,37252,36423,36341,37169,39250,38519,38629,37642,37453,37242,36738,36970,36592,36500,37380,36826,35717,34107,33348,31784,30267,29366,28669,27222,26160,25171,24910,24791,25106,24545,24609,24563,24748,23389,22351,21944,21815,21477,21430,21630,21501,21343,20677,23449,22362,21993,22000,21779,21782,19831,19579,19384,19104,18545,18034,17320,17154,16267,15975,15905,16155,16231,16042,15883,15729,15586,15452,15312,15188,15047,14930,14795,14678,14555,14446,14329,14222,14101,13975,13843,13710,13562,13413,13268,13103,12946,12788,12614,12452,12302,12154,12008,11891,11787,11690,11605,11541
9,32863,31455,30358,34097,38244,38290,39686,36355,36798,34721,33328,33593,34076,34997,34367,34633,33753,35386,37174,36150,35903,37073,39220,38469,38615,37696,37487,37335,36859,37139,36580,36508,37408,36807,35721,34178,33378,31762,30269,29419,28149,27223,26198,25195,24923,24774,25147,24581,24704,24790,24622,23408,22434,21988,21843,21518,21494,21680,21638,21441,24699,23511,22502,22214,22103,21761,19768,19814,19608,19414,19134,18575,18064,17351,17184,16297,16004,15934,16183,16257,16069,15910,15756,15613,15479,15339,15215,15074,14956,14823,14705,14582,14474,14357,14249,14128,14002,13870,13737,13589,13440,13296,13131,12974,12816,12642,12480,12331,12182,12036,11919,11815,11718,11633
