PLACES,ABRUZZO,AGRIGENTO,ALESSANDRIA,ANCONA,AOSTA,AREZZO,ASCOLI PICENO,ASTI,AVELLINO,BARI,BASILICATA,BELLUNO,BENEVENTO,BERGAMO,BIELLA,BOLOGNA,BOLZANO,BRESCIA,BRINDISI,CAGLIARI,CALABRIA,CALTANISSETTA,CAMPANIA,CAMPOBASSO,CASERTA,CATANIA,CATANZARO,CHIETI,COMO,COSENZA,CREMONA,CROTONE,CUNEO,EMILIA-ROMAGNA,ENNA,FERRARA,FIRENZE,FOGGIA,FRIULI VENEZIA GIULIA,FROSINONE,GENOVA,GORIZIA,GROSSETO,IMPERIA,ISERNIA,ITALIA,L'AQUILA,LA SPEZIA,LATINA,LAZIO,LECCE,LECCO,LIGURIA,LIVORNO,LODI,LOMBARDIA,LUCCA,MACERATA,MANTOVA,MARCHE,MASSA-CARRARA,MATERA,MESSINA,MILANO,MODENA,MOLISE,NAPOLI,NOVARA,NUORO,ORISTANO,PADOVA,PALERMO,PARMA,PAVIA,PERUGIA,PESARO E URBINO,PESCARA,PIACENZA,PIEMONTE,PISA,PISTOIA,PORDENONE,POTENZA,PRATO,PUGLIA,RAGUSA,RAVENNA,REGGIO DI CALABRIA,REGGIO NELL'EMILIA,RIETI,RIMINI,ROMA,ROVIGO,SALERNO,SARDEGNA,SASSARI,SAVONA,SICILIA,SIENA,SIRACUSA,SONDRIO,TARANTO,TERAMO,TERNI,TORINO,TOSCANA,TRAPANI,TRENTINO ALTO ADIGE,TRENTO,TREVISO,TRIESTE,UDINE,UMBRIA,VALLE D'AOSTA,VARESE,VENETO,VENEZIA,VERBANO-CUSIO-OSSOLA,VERCELLI,VERONA,VIBO VALENTIA,VICENZA,VITERBO
A_1982, 37, 40, 48, 45, 46, 45, 44, 46, 41, 39, 35, 45, 41, 41, 46, 46, 40, 42, 40, 40, 34, 39, 32, 43, 37, 39, 40, 43, 43, 40, 45, 37, 44, 40, 40, 48, 46, 39, 41, 41, 48, 47, 47, 47, 43, 37, 44, 48, 40, 36, 41, 42, 42, 46, 43, 37, 45, 45, 45, 39, 46, 40, 42, 43, 44, 38, 37, 44, 41, 42, 43, 39, 46, 46, 45, 44, 43, 47, 39, 45, 45, 44, 41, 43, 33, 40, 47, 40, 44, 44, 43, 42, 45, 40, 33, 41, 48, 34, 47, 40, 42, 40, 42, 46, 44, 40, 41, 36, 42, 42, 49, 45, 39, 38, 43, 37, 44, 45, 46, 43, 40, 42, 44
A_1983, 38, 40, 48, 45, 46, 45, 44, 46, 41, 39, 35, 45, 42, 41, 47, 46, 40, 42, 41, 41, 34, 40, 33, 43, 38, 39, 40, 43, 43, 40, 45, 38, 44, 41, 41, 48, 46, 39, 41, 42, 48, 47, 47, 47, 44, 37, 44, 48, 40, 36, 41, 43, 43, 46, 43, 38, 46, 45, 45, 39, 46, 40, 42, 44, 44, 38, 37, 44, 41, 43, 43, 40, 46, 46, 45, 44, 43, 47, 40, 45, 45, 44, 42, 43, 33, 40, 47, 40, 44, 45, 44, 43, 45, 40, 33, 41, 48, 35, 47, 40, 42, 40, 42, 46, 45, 41, 41, 37, 42, 42, 49, 45, 40, 39, 43, 37, 44, 46, 46, 43, 40, 42, 44
A_1984, 38, 40, 48, 45, 46, 45, 44, 46, 41, 39, 35, 46, 42, 41, 47, 46, 40, 42, 41, 41, 34, 40, 33, 43, 38, 39, 41, 44, 43, 41, 45, 38, 44, 41, 41, 48, 46, 40, 41, 42, 48, 47, 47, 47, 44, 37, 44, 48, 40, 37, 42, 43, 43, 46, 43, 38, 46, 45, 45, 39, 46, 41, 42, 44, 44, 38, 37, 45, 42, 43, 43, 40, 46, 46, 45, 44, 43, 47, 40, 45, 45, 44, 42, 43, 33, 40, 47, 40, 44, 45, 44, 43, 46, 40, 34, 41, 48, 35, 47, 40, 43, 40, 42, 46, 45, 41, 41, 37, 43, 42, 49, 45, 40, 39, 43, 37, 44, 46, 47, 43, 40, 42, 44
A_1985, 38, 41, 48, 45, 46, 45, 44, 46, 42, 40, 35, 46, 42, 42, 47, 46, 40, 42, 41, 42, 34, 40, 33, 43, 38, 40, 41, 44, 43, 41, 45, 39, 44, 41, 42, 48, 46, 40, 42, 42, 48, 47, 47, 48, 44, 38, 44, 48, 41, 37, 42, 43, 43, 46, 43, 38, 46, 45, 45, 40, 47, 41, 43, 44, 44, 38, 38, 45, 42, 43, 43, 40, 46, 46, 45, 44, 43, 47, 40, 45, 45, 44, 42, 43, 34, 41, 46, 41, 44, 45, 44, 43, 46, 40, 34, 42, 48, 35, 47, 41, 43, 41, 43, 47, 45, 41, 41, 37, 43, 42, 49, 46, 40, 39, 44, 38, 45, 46, 47, 43, 40, 42, 44
A_1986, 38, 41, 48, 45, 46, 45, 45, 46, 42, 40, 36, 46, 43, 42, 47, 46, 41, 42, 42, 42, 35, 40, 33, 44, 38, 40, 41, 44, 43, 41, 45, 39, 44, 42, 42, 48, 46, 40, 42, 43, 48, 47, 47, 48, 44, 38, 44, 48, 41, 37, 42, 43, 44, 47, 43, 39, 46, 45, 45, 40, 47, 41, 43, 44, 44, 38, 38, 45, 43, 44, 43, 40, 46, 46, 45, 44, 43, 47, 41, 45, 45, 44, 43, 43, 34, 41, 46, 41, 43, 45, 44, 43, 46, 41, 34, 42, 48, 35, 47, 41, 43, 41, 43, 47, 45, 41, 42, 37, 43, 42, 49, 46, 41, 40, 44, 38, 45, 46, 47, 43, 41, 42, 44
A_1987, 39, 41, 48, 45, 47, 45, 45, 46, 42, 40, 36, 46, 43, 42, 47, 46, 41, 42, 42, 42, 35, 41, 33, 44, 39, 40, 42, 44, 43, 42, 45, 39, 45, 42, 42, 48, 46, 41, 42, 43, 48, 47, 47, 48, 45, 38, 45, 48, 41, 38, 43, 43, 44, 47, 43, 39, 46, 45, 45, 40, 47, 42, 43, 44, 44, 39, 38, 45, 43, 44, 43, 41, 46, 46, 45, 44, 44, 47, 41, 45, 45, 44, 43, 44, 34, 41, 46, 41, 43, 45, 44, 43, 46, 41, 35, 43, 48, 35, 47, 41, 43, 41, 43, 47, 45, 42, 42, 38, 43, 43, 49, 46, 41, 40, 44, 39, 45, 46, 47, 43, 41, 42, 45
A_1988, 39,,,,,,,,,, 36,,,,,,,,,, 35,, 34,,,,,,,,,,, 42,,,,, 43,,,,,,, 38,,,, 38,,, 44,,, 39,,,, 41,,,,,, 39,,,,,,,,,,,,, 41,,,,,, 34,,,,,,,,,, 35,,, 36,,,,,,,, 42,, 38,,,,, 41, 40,, 39,,,,,,,
A_1989, 39,,,,,,,,,, 36,,,,,,,,,, 35,, 34,,,,,,,,,,, 43,,,,, 43,,,,,,, 39,,,, 38,,, 45,,, 40,,,, 41,,,,,, 39,,,,,,,,,,,,, 42,,,,,, 35,,,,,,,,,, 35,,, 36,,,,,,,, 42,, 38,,,,, 42, 41,, 39,,,,,,,
A_1990, 39,,,,,,,,,, 37,,,,,,,,,, 36,, 34,,,,,,,,,,, 43,,,,, 43,,,,,,, 39,,,, 38,,, 45,,, 40,,,, 41,,,,,, 40,,,,,,,,,,,,, 42,,,,,, 35,,,,,,,,,, 36,,, 36,,,,,,,, 43,, 39,,,,, 42, 41,, 40,,,,,,,
A_1991, 40,,,,,,,,,, 37,,,,,,,,,, 36,, 34,,,,,,,,,,, 43,,,,, 43,,,,,,, 39,,,, 39,,, 45,,, 40,,,, 42,,,,,, 40,,,,,,,,,,,,, 42,,,,,, 36,,,,,,,,,, 36,,, 36,,,,,,,, 43,, 39,,,,, 42, 41,, 40,,,,,,,
A_1992, 40,,,,,,,,,, 37,,,,,,,,,, 36,, 35,,,,,,,,,,, 44,,,,, 44,,,,,,, 40,,,, 39,,, 46,,, 41,,,, 42,,,,,, 40,,,,,,,,,,,,, 43,,,,,, 36,,,,,,,,,, 37,,, 37,,,,,,,, 43,, 39,,,,, 43, 41,, 40,,,,,,,
A_1993, 40,,,,,,,,,, 38,,,,,,,,,, 37,, 35,,,,,,,,,,, 44,,,,, 44,,,,,,, 40,,,, 40,,, 46,,, 41,,,, 42,,,,,, 40,,,,,,,,,,,,, 43,,,,,, 36,,,,,,,,,, 37,,, 37,,,,,,,, 44,, 39,,,,, 43, 42,, 41,,,,,,,
A_1994, 41,,,,,,,,,, 38,,,,,,,,,, 37,, 35,,,,,,,,,,, 44,,,,, 44,,,,,,, 40,,,, 40,,, 46,,, 41,,,, 43,,,,,, 41,,,,,,,,,,,,, 43,,,,,, 37,,,,,,,,,, 37,,, 37,,,,,,,, 44,, 40,,,,, 43, 42,, 41,,,,,,,
A_1995, 41,,,,,,,,,, 38,,,,,,,,,, 37,, 36,,,,,,,,,,, 44,,,,, 45,,,,,,, 41,,,, 40,,, 46,,, 42,,,, 43,,,,,, 41,,,,,,,,,,,,, 43,,,,,, 37,,,,,,,,,, 38,,, 38,,,,,,,, 44,, 40,,,,, 43, 42,, 41,,,,,,,
A_1996, 41,,,,,,,,,, 39,,,,,,,,,, 38,, 36,,,,,,,,,,, 45,,,,, 45,,,,,,, 41,,,, 41,,, 47,,, 42,,,, 43,,,,,, 41,,,,,,,,,,,,, 44,,,,,, 37,,,,,,,,,, 38,,, 38,,,,,,,, 44,, 40,,,,, 44, 42,, 42,,,,,,,
A_1997, 41,,,,,,,,,, 39,,,,,,,,,, 38,, 36,,,,,,,,,,, 45,,,,, 45,,,,,,, 41,,,, 41,,, 47,,, 42,,,, 43,,,,,, 41,,,,,,,,,,,,, 44,,,,,, 38,,,,,,,,,, 39,,, 38,,,,,,,, 45,, 40,,,,, 44, 43,, 42,,,,,,,
A_1998, 42,,,,,,,,,, 39,,,,,,,,,, 38,, 37,,,,,,,,,,, 45,,,,, 45,,,,,,, 41,,,, 41,,, 47,,, 42,,,, 44,,,,,, 42,,,,,,,,,,,,, 44,,,,,, 38,,,,,,,,,, 39,,, 38,,,,,,,, 45,, 40,,,,, 44, 43,, 42,,,,,,,
A_1999, 42,,,,,,,,,, 40,,,,,,,,,, 39,, 37,,,,,,,,,,, 45,,,,, 45,,,,,,, 42,,,, 41,,, 47,,, 43,,,, 44,,,,,, 42,,,,,,,,,,,,, 44,,,,,, 38,,,,,,,,,, 40,,, 39,,,,,,,, 45,, 41,,,,, 44, 43,, 42,,,,,,,
A_2000, 42,,,,,,,,,, 40,,,,,,,,,, 39,, 37,,,,,,,,,,, 45,,,,, 46,,,,,,, 42,,,, 42,,, 47,,, 43,,,, 44,,,,,, 42,,,,,,,,,,,,, 44,,,,,, 39,,,,,,,,,, 40,,, 39,,,,,,,, 45,, 41,,,,, 45, 43,, 42,,,,,,,
A_2001, 43,,,,,,,,,, 40,,,,,,,,,, 39,, 38,,,,,,,,,,, 45,,,,, 46,,,,,,, 42,,,, 42,,, 48,,, 43,,,, 44,,,,,, 43,,,,,,,,,,,,, 45,,,,,, 39,,,,,,,,,, 40,,, 39,,,,,,,, 45,, 41,,,,, 45, 43,, 43,,,,,,,
A_2002, 43,,,,,,,,,, 41,,,,,,,,,, 40,, 38,,,,,,,,,,, 45,,,,, 46,,,,,,, 42,,,, 42,,, 48,,, 43,,,, 44,,,,,, 43,,,,,,,,,,,,, 45,,,,,, 39,,,,,,,,,, 41,,, 40,,,,,,,, 46,, 41,,,,, 45, 44,, 43,,,,,,,
A_2003, 43,,,,,,,,,, 41,,,,,,,,,, 40,, 38,,,,,,,,,,, 46,,,,, 46,,,,,,, 43,,,, 42,,, 48,,, 43,,,, 44,,,,,, 43,,,,,,,,,,,,, 45,,,,,, 40,,,,,,,,,, 41,,, 40,,,,,,,, 46,, 41,,,,, 45, 44,, 43,,,,,,,
A_2004, 43,,,,,,,,,, 41,,,,,,,,,, 40,, 39,,,,,,,,,,, 46,,,,, 46,,,,,,, 43,,,, 43,,, 48,,, 43,,,, 44,,,,,, 43,,,,,,,,,,,,, 45,,,,,, 40,,,,,,,,,, 42,,, 40,,,,,,,, 46,, 41,,,,, 45, 44,, 43,,,,,,,
A_2005, 44,,,,,,,,,, 42,,,,,,,,,, 41,, 39,,,,,,,,,,, 46,,,,, 46,,,,,,, 43,,,, 43,,, 48,,, 44,,,, 45,,,,,, 44,,,,,,,,,,,,, 45,,,,,, 41,,,,,,,,,, 42,,, 41,,,,,,,, 46,, 42,,,,, 45, 44,, 43,,,,,,,
A_2006, 44,,,,,,,,,, 42,,,,,,,,,, 41,, 39,,,,,,,,,,, 46,,,,, 46,,,,,,, 43,,,, 43,,, 48,,, 44,,,, 45,,,,,, 44,,,,,,,,,,,,, 45,,,,,, 41,,,,,,,,,, 42,,, 41,,,,,,,, 46,, 42,,,,, 45, 44,, 43,,,,,,,
A_2007, 44,,,,,,,,,, 42,,,,,,,,,, 41,, 39,,,,,,,,,,, 46,,,,, 46,,,,,,, 43,,,, 43,,, 48,,, 44,,,, 45,,,,,, 44,,,,,,,,,,,,, 46,,,,,, 41,,,,,,,,,, 43,,, 41,,,,,,,, 46,, 42,,,,, 46, 44,, 44,,,,,,,
A_2008, 44,,,,,,,,,, 43,,,,,,,,,, 42,, 40,,,,,,,,,,, 46,,,,, 46,,,,,,, 44,,,, 43,,, 48,,, 44,,,, 45,,,,,, 44,,,,,,,,,,,,, 46,,,,,, 41,,,,,,,,,, 43,,, 41,,,,,,,, 46,, 42,,,,, 46, 44,, 44,,,,,,,
A_2009, 44,,,,,,,,,, 43,,,,,,,,,, 42,, 40,,,,,,,,,,, 46,,,,, 46,,,,,,, 44,,,, 44,,, 48,,, 44,,,, 45,,,,,, 45,,,,,,,,,,,,, 46,,,,,, 42,,,,,,,,,, 43,,, 42,,,,,,,, 46,, 42,,,,, 46, 44,, 44,,,,,,,
A_2010, 44,,,,,,,,,, 43,,,,,,,,,, 42,, 40,,,,,,,,,,, 46,,,,, 46,,,,,,, 44,,,, 44,,, 49,,, 44,,,, 45,,,,,, 45,,,,,,,,,,,,, 46,,,,,, 42,,,,,,,,,, 44,,, 42,,,,,,,, 46,, 42,,,,, 46, 45,, 44,,,,,,,
A_2011, 45,,,,,,,,,, 44,,,,,,,,,, 42,, 41,,,,,,,,,,, 46,,,,, 47,,,,,,, 44,,,, 44,,, 49,,, 44,,,, 45,,,,,, 45,,,,,,,,,,,,, 46,,,,,, 42,,,,,,,,,, 44,,, 42,,,,,,,, 46,, 42,,,,, 46, 45,, 44,,,,,,,
A_2012, 43,,,,,,,,,, 41,,,,,,,,,, 40,, 38,,,,,,,,,,, 45,,,,, 46,,,,,,, 42,,,, 42,,, 48,,, 43,,,, 44,,,,,, 43,,,,,,,,,,,,, 45,,,,,, 40,,,,,,,,,, 41,,, 40,,,,,,,, 46,, 41,,,,, 45, 44,, 43,,,,,,,
A_2013, 43,,,,,,,,,, 41,,,,,,,,,, 40,, 38,,,,,,,,,,, 46,,,,, 46,,,,,,, 43,,,, 43,,, 48,,, 43,,,, 44,,,,,, 43,,,,,,,,,,,,, 45,,,,,, 40,,,,,,,,,, 41,,, 40,,,,,,,, 46,, 41,,,,, 45, 44,, 43,,,,,,,
A_2014, 43,,,,,,,,,, 41,,,,,,,,,, 40,, 39,,,,,,,,,,, 46,,,,, 46,,,,,,, 43,,,, 43,,, 48,,, 43,,,, 45,,,,,, 43,,,,,,,,,,,,, 45,,,,,, 40,,,,,,,,,, 42,,, 40,,,,,,,, 46,, 41,,,,, 45, 44,, 43,,,,,,,
A_2015, 44,,,,,,,,,, 42,,,,,,,,,, 41,, 39,,,,,,,,,,, 46,,,,, 46,,,,,,, 43,,,, 43,,, 48,,, 44,,,, 45,,,,,, 44,,,,,,,,,,,,, 45,,,,,, 40,,,,,,,,,, 42,,, 41,,,,,,,, 46,, 42,,,,, 45, 44,, 43,,,,,,,
A_2016, 44,,,,,,,,,, 42,,,,,,,,,, 41,, 39,,,,,,,,,,, 46,,,,, 46,,,,,,, 43,,,, 43,,, 48,,, 44,,,, 45,,,,,, 44,,,,,,,,,,,,, 45,,,,,, 41,,,,,,,,,, 42,,, 41,,,,,,,, 46,, 42,,,,, 45, 44,, 43,,,,,,,
A_2017, 44,,,,,,,,,, 42,,,,,,,,,, 41,, 39,,,,,,,,,,, 46,,,,, 46,,,,,,, 43,,,, 43,,, 48,,, 44,,,, 45,,,,,, 44,,,,,,,,,,,,, 46,,,,,, 41,,,,,,,,,, 43,,, 41,,,,,,,, 46,, 42,,,,, 46, 44,, 44,,,,,,,
A_2018, 46,,,,,,,,,, 45,,,,,,,,,, 44,, 42,,,,,,,,,,, 46,,,,, 47,,,,,,, 45,,,, 45,,, 49,,, 45,,,, 46,,,,,, 46,,,,,,,,,,,,, 47,,,,,, 44,,,,,,,,,, 46,,, 43,,,,,,,, 47,, 43,,,,, 47, 46,, 45,,,,,,,
A_2019, 46,,,,,,,,,, 46,,,,,,,,,, 44,, 42,,,,,,,,,,, 46,,,,, 48,,,,,,, 45,,,, 45,,, 49,,, 45,,,, 47,,,,,, 47,,,,,,,,,,,,, 47,,,,,, 44,,,,,,,,,, 46,,, 44,,,,,,,, 47,, 44,,,,, 47, 46,, 45,,,,,,,
A_2020, 46,,,,,,,,,, 46,,,,,,,,,, 44,, 43,,,,,,,,,,, 46,,,,, 48,,,,,,, 46,,,, 45,,, 50,,, 45,,,, 47,,,,,, 47,,,,,,,,,,,,, 47,,,,,, 45,,,,,,,,,, 47,,, 44,,,,,,,, 47,, 44,,,,, 47, 46,, 46,,,,,,,
A_2021, 46,,,,,,,,,, 46,,,,,,,,,, 45,, 43,,,,,,,,,,, 47,,,,, 48,,,,,,, 46,,,, 45,,, 50,,, 46,,,, 47,,,,,, 47,,,,,,,,,,,,, 47,,,,,, 45,,,,,,,,,, 47,,, 44,,,,,,,, 47,, 44,,,,, 47, 46,, 46,,,,,,,
A_2022, 47,,,,,,,,,, 46,,,,,,,,,, 45,, 43,,,,,,,,,,, 47,,,,, 48,,,,,,, 46,,,, 46,,, 50,,, 46,,,, 47,,,,,, 47,,,,,,,,,,,,, 48,,,,,, 45,,,,,,,,,, 47,,, 45,,,,,,,, 48,, 44,,,,, 48, 47,, 46,,,,,,,
A_2023, 47,,,,,,,,,, 47,,,,,,,,,, 45,, 44,,,,,,,,,,, 47,,,,, 48,,,,,,, 46,,,, 46,,, 50,,, 46,,,, 47,,,,,, 48,,,,,,,,,,,,, 48,,,,,, 46,,,,,,,,,, 48,,, 45,,,,,,,, 48,, 44,,,,, 48, 47,, 46,,,,,,,
A_2024, 47,,,,,,,,,, 47,,,,,,,,,, 45,, 44,,,,,,,,,,, 47,,,,, 49,,,,,,, 46,,,, 46,,, 50,,, 46,,,, 47,,,,,, 48,,,,,,,,,,,,, 48,,,,,, 46,,,,,,,,,, 48,,, 45,,,,,,,, 48,, 45,,,,, 48, 47,, 47,,,,,,,
A_2025, 47,,,,,,,,,, 47,,,,,,,,,, 46,, 44,,,,,,,,,,, 47,,,,, 49,,,,,,, 47,,,, 46,,, 50,,, 46,,,, 48,,,,,, 48,,,,,,,,,,,,, 48,,,,,, 46,,,,,,,,,, 49,,, 45,,,,,,,, 48,, 45,,,,, 48, 47,, 47,,,,,,,
A_2026, 48,,,,,,,,,, 47,,,,,,,,,, 46,, 44,,,,,,,,,,, 47,,,,, 49,,,,,,, 47,,,, 47,,, 50,,, 47,,,, 48,,,,,, 48,,,,,,,,,,,,, 48,,,,,, 46,,,,,,,,,, 49,,, 45,,,,,,,, 48,, 45,,,,, 48, 47,, 47,,,,,,,
A_2027, 48,,,,,,,,,, 48,,,,,,,,,, 46,, 45,,,,,,,,,,, 48,,,,, 49,,,,,,, 47,,,, 47,,, 50,,, 47,,,, 48,,,,,, 48,,,,,,,,,,,,, 48,,,,,, 47,,,,,,,,,, 49,,, 46,,,,,,,, 48,, 45,,,,, 48, 47,, 47,,,,,,,
A_2028, 48,,,,,,,,,, 48,,,,,,,,,, 46,, 45,,,,,,,,,,, 48,,,,, 49,,,,,,, 47,,,, 47,,, 50,,, 47,,,, 48,,,,,, 49,,,,,,,,,,,,, 49,,,,,, 47,,,,,,,,,, 50,,, 46,,,,,,,, 48,, 45,,,,, 49, 48,, 47,,,,,,,
A_2029, 48,,,,,,,,,, 48,,,,,,,,,, 47,, 45,,,,,,,,,,, 48,,,,, 49,,,,,,, 47,,,, 47,,, 51,,, 47,,,, 48,,,,,, 49,,,,,,,,,,,,, 49,,,,,, 47,,,,,,,,,, 50,,, 46,,,,,,,, 49,, 45,,,,, 49, 48,, 48,,,,,,,
A_2030, 48,,,,,,,,,, 48,,,,,,,,,, 47,, 46,,,,,,,,,,, 48,,,,, 50,,,,,,, 48,,,, 47,,, 51,,, 47,,,, 49,,,,,, 49,,,,,,,,,,,,, 49,,,,,, 47,,,,,,,,,, 50,,, 46,,,,,,,, 49,, 45,,,,, 49, 48,, 48,,,,,,,
A_2031, 49,,,,,,,,,, 49,,,,,,,,,, 47,, 46,,,,,,,,,,, 48,,,,, 50,,,,,,, 48,,,, 47,,, 51,,, 47,,,, 49,,,,,, 49,,,,,,,,,,,,, 49,,,,,, 48,,,,,,,,,, 50,,, 47,,,,,,,, 49,, 46,,,,, 49, 48,, 48,,,,,,,
A_2032, 49,,,,,,,,,, 49,,,,,,,,,, 48,, 46,,,,,,,,,,, 48,,,,, 50,,,,,,, 48,,,, 48,,, 51,,, 48,,,, 49,,,,,, 50,,,,,,,,,,,,, 49,,,,,, 48,,,,,,,,,, 51,,, 47,,,,,,,, 49,, 46,,,,, 49, 48,, 48,,,,,,,
A_2033, 49,,,,,,,,,, 49,,,,,,,,,, 48,, 47,,,,,,,,,,, 48,,,,, 50,,,,,,, 48,,,, 48,,, 51,,, 48,,,, 49,,,,,, 50,,,,,,,,,,,,, 49,,,,,, 48,,,,,,,,,, 51,,, 47,,,,,,,, 49,, 46,,,,, 50, 48,, 48,,,,,,,
A_2034, 49,,,,,,,,,, 50,,,,,,,,,, 48,, 47,,,,,,,,,,, 49,,,,, 50,,,,,,, 48,,,, 48,,, 51,,, 48,,,, 49,,,,,, 50,,,,,,,,,,,,, 49,,,,,, 49,,,,,,,,,, 51,,, 47,,,,,,,, 49,, 46,,,,, 50, 48,, 49,,,,,,,
A_2035, 49,,,,,,,,,, 50,,,,,,,,,, 48,, 47,,,,,,,,,,, 49,,,,, 50,,,,,,, 49,,,, 48,,, 51,,, 48,,,, 50,,,,,, 50,,,,,,,,,,,,, 50,,,,,, 49,,,,,,,,,, 52,,, 48,,,,,,,, 49,, 46,,,,, 50, 49,, 49,,,,,,,
A_2036, 50,,,,,,,,,, 50,,,,,,,,,, 49,, 47,,,,,,,,,,, 49,,,,, 50,,,,,,, 49,,,, 48,,, 51,,, 48,,,, 50,,,,,, 51,,,,,,,,,,,,, 50,,,,,, 49,,,,,,,,,, 52,,, 48,,,,,,,, 49,, 46,,,,, 50, 49,, 49,,,,,,,
A_2037, 50,,,,,,,,,, 50,,,,,,,,,, 49,, 48,,,,,,,,,,, 49,,,,, 50,,,,,,, 49,,,, 48,,, 51,,, 48,,,, 50,,,,,, 51,,,,,,,,,,,,, 50,,,,,, 49,,,,,,,,,, 52,,, 48,,,,,,,, 50,, 46,,,,, 50, 49,, 49,,,,,,,
A_2038, 50,,,,,,,,,, 51,,,,,,,,,, 49,, 48,,,,,,,,,,, 49,,,,, 50,,,,,,, 49,,,, 48,,, 51,,, 48,,,, 50,,,,,, 51,,,,,,,,,,,,, 50,,,,,, 49,,,,,,,,,, 52,,, 48,,,,,,,, 50,, 46,,,,, 50, 49,, 49,,,,,,,
A_2039, 50,,,,,,,,,, 51,,,,,,,,,, 49,, 48,,,,,,,,,,, 49,,,,, 51,,,,,,, 49,,,, 49,,, 51,,, 48,,,, 50,,,,,, 51,,,,,,,,,,,,, 50,,,,,, 50,,,,,,,,,, 53,,, 49,,,,,,,, 50,, 47,,,,, 51, 49,, 49,,,,,,,
A_2040, 50,,,,,,,,,, 51,,,,,,,,,, 50,, 48,,,,,,,,,,, 49,,,,, 51,,,,,,, 49,,,, 49,,, 51,,, 48,,,, 50,,,,,, 52,,,,,,,,,,,,, 50,,,,,, 50,,,,,,,,,, 53,,, 49,,,,,,,, 50,, 47,,,,, 51, 49,, 49,,,,,,,
A_2041, 51,,,,,,,,,, 51,,,,,,,,,, 50,, 49,,,,,,,,,,, 49,,,,, 51,,,,,,, 49,,,, 49,,, 51,,, 49,,,, 50,,,,,, 52,,,,,,,,,,,,, 50,,,,,, 50,,,,,,,,,, 53,,, 49,,,,,,,, 50,, 47,,,,, 51, 49,, 50,,,,,,,
A_2042, 51,,,,,,,,,, 52,,,,,,,,,, 50,, 49,,,,,,,,,,, 49,,,,, 51,,,,,,, 50,,,, 49,,, 51,,, 49,,,, 51,,,,,, 52,,,,,,,,,,,,, 50,,,,,, 50,,,,,,,,,, 53,,, 49,,,,,,,, 50,, 47,,,,, 51, 49,, 50,,,,,,,
A_2043, 51,,,,,,,,,, 52,,,,,,,,,, 50,, 49,,,,,,,,,,, 50,,,,, 51,,,,,,, 50,,,, 49,,, 51,,, 49,,,, 51,,,,,, 52,,,,,,,,,,,,, 50,,,,,, 51,,,,,,,,,, 54,,, 49,,,,,,,, 50,, 47,,,,, 51, 49,, 50,,,,,,,
A_2044, 51,,,,,,,,,, 52,,,,,,,,,, 50,, 49,,,,,,,,,,, 50,,,,, 51,,,,,,, 50,,,, 49,,, 51,,, 49,,,, 51,,,,,, 52,,,,,,,,,,,,, 50,,,,,, 51,,,,,,,,,, 54,,, 50,,,,,,,, 50,, 47,,,,, 51, 49,, 50,,,,,,,
A_2045, 51,,,,,,,,,, 52,,,,,,,,,, 51,, 50,,,,,,,,,,, 50,,,,, 51,,,,,,, 50,,,, 49,,, 52,,, 49,,,, 51,,,,,, 53,,,,,,,,,,,,, 50,,,,,, 51,,,,,,,,,, 54,,, 50,,,,,,,, 50,, 47,,,,, 51, 49,, 50,,,,,,,
A_2046, 51,,,,,,,,,, 53,,,,,,,,,, 51,, 50,,,,,,,,,,, 50,,,,, 51,,,,,,, 50,,,, 49,,, 52,,, 49,,,, 51,,,,,, 53,,,,,,,,,,,,, 51,,,,,, 51,,,,,,,,,, 54,,, 50,,,,,,,, 50,, 47,,,,, 51, 50,, 50,,,,,,,
A_2047, 51,,,,,,,,,, 53,,,,,,,,,, 51,, 50,,,,,,,,,,, 50,,,,, 51,,,,,,, 50,,,, 49,,, 52,,, 49,,,, 51,,,,,, 53,,,,,,,,,,,,, 51,,,,,, 51,,,,,,,,,, 54,,, 50,,,,,,,, 50,, 47,,,,, 52, 50,, 50,,,,,,,
A_2048, 51,,,,,,,,,, 53,,,,,,,,,, 51,, 50,,,,,,,,,,, 50,,,,, 51,,,,,,, 50,,,, 49,,, 52,,, 49,,,, 51,,,,,, 53,,,,,,,,,,,,, 51,,,,,, 51,,,,,,,,,, 54,,, 50,,,,,,,, 50,, 48,,,,, 52, 50,, 50,,,,,,,
A_2049, 52,,,,,,,,,, 53,,,,,,,,,, 51,, 50,,,,,,,,,,, 50,,,,, 51,,,,,,, 50,,,, 50,,, 52,,, 49,,,, 51,,,,,, 53,,,,,,,,,,,,, 51,,,,,, 52,,,,,,,,,, 55,,, 50,,,,,,,, 50,, 48,,,,, 52, 50,, 50,,,,,,,
A_2050, 52,,,,,,,,,, 53,,,,,,,,,, 51,, 50,,,,,,,,,,, 50,,,,, 51,,,,,,, 50,,,, 50,,, 52,,, 49,,,, 51,,,,,, 53,,,,,,,,,,,,, 51,,,,,, 52,,,,,,,,,, 55,,, 51,,,,,,,, 50,, 48,,,,, 52, 50,, 51,,,,,,,
A_2051, 52,,,,,,,,,, 54,,,,,,,,,, 52,, 51,,,,,,,,,,, 50,,,,, 51,,,,,,, 51,,,, 50,,, 52,,, 49,,,, 51,,,,,, 53,,,,,,,,,,,,, 51,,,,,, 52,,,,,,,,,, 55,,, 51,,,,,,,, 51,, 48,,,,, 52, 50,, 51,,,,,,,
