PLACES,ABRUZZO,AGRIGENTO,ALESSANDRIA,ANCONA,AOSTA,AREZZO,ASCOLI PICENO,ASTI,AVELLINO,BARI,BASILICATA,BELLUNO,BENEVENTO,BERGAMO,BIELLA,BOLOGNA,BOLZANO,BRESCIA,BRINDISI,CAGLIARI,CALABRIA,CALTANISSETTA,CAMPANIA,CAMPOBASSO,CASERTA,CATANIA,CATANZARO,CHIETI,COMO,COSENZA,CREMONA,CROTONE,CUNEO,EMILIA-ROMAGNA,ENNA,FERRARA,FIRENZE,FOGGIA,FRIULI VENEZIA GIULIA,FROSINONE,GENOVA,GORIZIA,GROSSETO,IMPERIA,ISERNIA,ITALIA,L'AQUILA,LA SPEZIA,LATINA,LAZIO,LECCE,LECCO,LIGURIA,LIVORNO,LODI,LOMBARDIA,LUCCA,MACERATA,MANTOVA,MARCHE,MASSA-CARRARA,MATERA,MESSINA,MILANO,MODENA,MOLISE,NAPOLI,NOVARA,NUORO,ORISTANO,PADOVA,PALERMO,PARMA,PAVIA,PERUGIA,PESARO E URBINO,PESCARA,PIACENZA,PIEMONTE,PISA,PISTOIA,PORDENONE,POTENZA,PRATO,PUGLIA,RAGUSA,RAVENNA,REGGIO DI CALABRIA,REGGIO NELL'EMILIA,RIETI,RIMINI,ROMA,ROVIGO,SALERNO,SARDEGNA,SASSARI,SAVONA,SICILIA,SIENA,SIRACUSA,SONDRIO,TARANTO,TERAMO,TERNI,TORINO,TOSCANA,TRAPANI,TRENTINO ALTO ADIGE,TRENTO,TREVISO,TRIESTE,UDINE,UMBRIA,VALLE D'AOSTA,VARESE,VENETO,VENEZIA,VERBANO-CUSIO-OSSOLA,VERCELLI,VERONA,VIBO VALENTIA,VICENZA,VITERBO
A_1984, 35, 38, 44, 42, 42, 42, 41, 43, 39, 37, 33, 41, 39, 38, 42, 43, 37, 39, 38, 39, 32, 37, 30, 40, 35, 37, 38, 41, 40, 39, 41, 36, 41, 38, 39, 44, 43, 37, 37, 40, 44, 42, 44, 44, 41, 34, 41, 44, 38, 34, 39, 39, 39, 43, 40, 35, 42, 42, 41, 37, 42, 38, 39, 40, 41, 36, 35, 41, 39, 40, 40, 37, 43, 42, 42, 41, 40, 43, 37, 42, 42, 40, 39, 40, 31, 38, 43, 38, 41, 42, 41, 40, 42, 38, 32, 39, 44, 33, 43, 38, 39, 38, 40, 43, 41, 38, 39, 34, 39, 39, 44, 42, 38, 36, 40, 34, 41, 42, 43, 40, 38, 39, 41
A_1985, 36, 38, 44, 42, 42, 42, 41, 43, 39, 37, 34, 41, 39, 39, 43, 43, 38, 39, 38, 39, 32, 38, 31, 41, 36, 37, 39, 41, 40, 39, 41, 37, 41, 38, 39, 44, 43, 37, 37, 40, 44, 43, 44, 44, 41, 35, 41, 44, 38, 34, 39, 40, 40, 43, 40, 35, 42, 42, 41, 37, 43, 39, 40, 40, 41, 36, 35, 41, 39, 41, 40, 37, 42, 42, 42, 41, 40, 43, 37, 42, 42, 41, 40, 41, 32, 38, 43, 38, 40, 42, 41, 40, 42, 38, 32, 39, 45, 33, 43, 38, 40, 38, 40, 43, 42, 38, 39, 34, 39, 39, 44, 42, 38, 37, 40, 35, 41, 42, 43, 40, 38, 39, 41
A_1986, 36, 39, 44, 42, 42, 42, 42, 43, 39, 38, 34, 42, 40, 39, 43, 43, 38, 39, 39, 40, 32, 38, 31, 41, 36, 37, 39, 41, 40, 39, 41, 37, 42, 39, 39, 44, 43, 38, 38, 40, 44, 43, 44, 44, 41, 35, 41, 44, 39, 35, 39, 40, 40, 43, 40, 35, 42, 42, 41, 37, 43, 39, 40, 41, 41, 36, 35, 41, 40, 41, 40, 38, 42, 42, 42, 41, 40, 43, 37, 42, 42, 41, 40, 40, 32, 38, 43, 38, 40, 42, 41, 40, 42, 38, 33, 40, 45, 33, 43, 39, 40, 39, 40, 43, 42, 38, 39, 34, 39, 39, 45, 42, 38, 37, 40, 35, 41, 42, 43, 40, 38, 39, 42
A_1987, 36, 39, 44, 42, 42, 42, 42, 43, 39, 38, 34, 42, 40, 39, 43, 43, 38, 39, 39, 40, 33, 38, 31, 41, 36, 38, 39, 41, 40, 40, 41, 37, 42, 39, 39, 44, 43, 38, 38, 40, 44, 43, 44, 44, 42, 35, 42, 44, 39, 35, 39, 40, 40, 43, 40, 35, 42, 42, 41, 38, 43, 39, 40, 41, 41, 36, 36, 41, 40, 41, 40, 38, 42, 42, 42, 41, 41, 43, 38, 42, 42, 41, 40, 41, 32, 38, 43, 39, 40, 42, 41, 40, 43, 38, 33, 40, 45, 33, 43, 39, 40, 39, 41, 43, 42, 39, 39, 34, 40, 39, 45, 42, 38, 37, 41, 35, 42, 42, 43, 40, 39, 39, 42
A_1988, 36,,,,,,,,,, 34,,,,,,,,,, 33,, 31,,,,,,,,,,, 39,,,,, 38,,,,,,, 36,,,, 35,,, 40,,, 36,,,, 38,,,,,, 37,,,,,,,,,,,,, 38,,,,,, 32,,,,,,,,,, 33,,, 34,,,,,,,, 39,, 35,,,,, 39, 37,, 36,,,,,,,
A_1989, 37,,,,,,,,,, 35,,,,,,,,,, 33,, 32,,,,,,,,,,, 40,,,,, 39,,,,,,, 36,,,, 36,,, 41,,, 36,,,, 38,,,,,, 37,,,,,,,,,,,,, 38,,,,,, 33,,,,,,,,,, 34,,, 34,,,,,,,, 39,, 35,,,,, 39, 38,, 36,,,,,,,
A_1990, 37,,,,,,,,,, 35,,,,,,,,,, 33,, 32,,,,,,,,,,, 40,,,,, 39,,,,,,, 36,,,, 36,,, 41,,, 36,,,, 39,,,,,, 37,,,,,,,,,,,,, 39,,,,,, 33,,,,,,,,,, 34,,, 34,,,,,,,, 40,, 35,,,,, 39, 38,, 36,,,,,,,
A_1991, 37,,,,,,,,,, 35,,,,,,,,,, 34,, 32,,,,,,,,,,, 40,,,,, 39,,,,,,, 36,,,, 36,,, 41,,, 37,,,, 39,,,,,, 37,,,,,,,,,,,,, 39,,,,,, 33,,,,,,,,,, 34,,, 34,,,,,,,, 40,, 36,,,,, 40, 38,, 37,,,,,,,
A_1992, 38,,,,,,,,,, 36,,,,,,,,,, 34,, 33,,,,,,,,,,, 40,,,,, 40,,,,,,, 37,,,, 37,,, 42,,, 37,,,, 39,,,,,, 38,,,,,,,,,,,,, 39,,,,,, 34,,,,,,,,,, 35,,, 35,,,,,,,, 40,, 36,,,,, 40, 38,, 37,,,,,,,
A_1993, 38,,,,,,,,,, 36,,,,,,,,,, 35,, 33,,,,,,,,,,, 41,,,,, 40,,,,,,, 37,,,, 37,,, 42,,, 37,,,, 40,,,,,, 38,,,,,,,,,,,,, 40,,,,,, 34,,,,,,,,,, 35,,, 35,,,,,,,, 40,, 36,,,,, 40, 39,, 37,,,,,,,
A_1994, 38,,,,,,,,,, 36,,,,,,,,,, 35,, 33,,,,,,,,,,, 41,,,,, 40,,,,,,, 37,,,, 37,,, 42,,, 38,,,, 40,,,,,, 38,,,,,,,,,,,,, 40,,,,,, 34,,,,,,,,,, 35,,, 35,,,,,,,, 41,, 36,,,,, 40, 39,, 38,,,,,,,
A_1995, 38,,,,,,,,,, 36,,,,,,,,,, 35,, 34,,,,,,,,,,, 41,,,,, 40,,,,,,, 38,,,, 38,,, 42,,, 38,,,, 40,,,,,, 38,,,,,,,,,,,,, 40,,,,,, 35,,,,,,,,,, 36,,, 35,,,,,,,, 41,, 37,,,,, 41, 39,, 38,,,,,,,
A_1996, 39,,,,,,,,,, 37,,,,,,,,,, 35,, 34,,,,,,,,,,, 41,,,,, 41,,,,,,, 38,,,, 38,,, 43,,, 38,,,, 40,,,,,, 39,,,,,,,,,,,,, 40,,,,,, 35,,,,,,,,,, 36,,, 36,,,,,,,, 41,, 37,,,,, 41, 39,, 38,,,,,,,
A_1997, 39,,,,,,,,,, 37,,,,,,,,,, 36,, 34,,,,,,,,,,, 42,,,,, 41,,,,,,, 38,,,, 38,,, 43,,, 39,,,, 40,,,,,, 39,,,,,,,,,,,,, 41,,,,,, 35,,,,,,,,,, 37,,, 36,,,,,,,, 41,, 37,,,,, 41, 39,, 38,,,,,,,
A_1998, 39,,,,,,,,,, 37,,,,,,,,,, 36,, 34,,,,,,,,,,, 42,,,,, 41,,,,,,, 38,,,, 38,,, 43,,, 39,,,, 41,,,,,, 39,,,,,,,,,,,,, 41,,,,,, 36,,,,,,,,,, 37,,, 36,,,,,,,, 42,, 37,,,,, 41, 40,, 39,,,,,,,
A_1999, 39,,,,,,,,,, 37,,,,,,,,,, 36,, 35,,,,,,,,,,, 42,,,,, 41,,,,,,, 39,,,, 39,,, 43,,, 39,,,, 41,,,,,, 39,,,,,,,,,,,,, 41,,,,,, 36,,,,,,,,,, 37,,, 36,,,,,,,, 42,, 37,,,,, 42, 40,, 39,,,,,,,
A_2000, 40,,,,,,,,,, 38,,,,,,,,,, 37,, 35,,,,,,,,,,, 42,,,,, 41,,,,,,, 39,,,, 39,,, 43,,, 39,,,, 41,,,,,, 40,,,,,,,,,,,,, 41,,,,,, 36,,,,,,,,,, 38,,, 37,,,,,,,, 42,, 38,,,,, 42, 40,, 39,,,,,,,
A_2001, 40,,,,,,,,,, 38,,,,,,,,,, 37,, 35,,,,,,,,,,, 42,,,,, 42,,,,,,, 39,,,, 39,,, 44,,, 39,,,, 41,,,,,, 40,,,,,,,,,,,,, 41,,,,,, 37,,,,,,,,,, 38,,, 37,,,,,,,, 42,, 38,,,,, 42, 40,, 39,,,,,,,
A_2002, 40,,,,,,,,,, 38,,,,,,,,,, 37,, 35,,,,,,,,,,, 42,,,,, 42,,,,,,, 39,,,, 39,,, 44,,, 40,,,, 41,,,,,, 40,,,,,,,,,,,,, 42,,,,,, 37,,,,,,,,,, 38,,, 37,,,,,,,, 42,, 38,,,,, 42, 40,, 40,,,,,,,
A_2003, 40,,,,,,,,,, 39,,,,,,,,,, 38,, 36,,,,,,,,,,, 42,,,,, 42,,,,,,, 40,,,, 40,,, 44,,, 40,,,, 41,,,,,, 40,,,,,,,,,,,,, 42,,,,,, 37,,,,,,,,,, 39,,, 38,,,,,,,, 42,, 38,,,,, 42, 41,, 40,,,,,,,
A_2004, 41,,,,,,,,,, 39,,,,,,,,,, 38,, 36,,,,,,,,,,, 42,,,,, 42,,,,,,, 40,,,, 40,,, 44,,, 40,,,, 41,,,,,, 41,,,,,,,,,,,,, 42,,,,,, 38,,,,,,,,,, 39,,, 38,,,,,,,, 42,, 38,,,,, 42, 41,, 40,,,,,,,
A_2005, 41,,,,,,,,,, 39,,,,,,,,,, 38,, 36,,,,,,,,,,, 42,,,,, 42,,,,,,, 40,,,, 40,,, 44,,, 40,,,, 42,,,,,, 41,,,,,,,,,,,,, 42,,,,,, 38,,,,,,,,,, 40,,, 38,,,,,,,, 43,, 38,,,,, 42, 41,, 40,,,,,,,
A_2006, 41,,,,,,,,,, 40,,,,,,,,,, 39,, 37,,,,,,,,,,, 42,,,,, 42,,,,,,, 40,,,, 40,,, 44,,, 40,,,, 42,,,,,, 41,,,,,,,,,,,,, 42,,,,,, 38,,,,,,,,,, 40,,, 38,,,,,,,, 43,, 39,,,,, 42, 41,, 40,,,,,,,
A_2007, 41,,,,,,,,,, 40,,,,,,,,,, 39,, 37,,,,,,,,,,, 42,,,,, 42,,,,,,, 40,,,, 40,,, 45,,, 40,,,, 42,,,,,, 41,,,,,,,,,,,,, 42,,,,,, 39,,,,,,,,,, 40,,, 39,,,,,,,, 43,, 39,,,,, 42, 41,, 40,,,,,,,
A_2008, 41,,,,,,,,,, 40,,,,,,,,,, 39,, 37,,,,,,,,,,, 42,,,,, 43,,,,,,, 41,,,, 41,,, 45,,, 41,,,, 42,,,,,, 41,,,,,,,,,,,,, 42,,,,,, 39,,,,,,,,,, 41,,, 39,,,,,,,, 43,, 39,,,,, 42, 41,, 40,,,,,,,
A_2009, 41,,,,,,,,,, 41,,,,,,,,,, 40,, 37,,,,,,,,,,, 42,,,,, 43,,,,,,, 41,,,, 41,,, 45,,, 41,,,, 42,,,,,, 42,,,,,,,,,,,,, 43,,,,,, 39,,,,,,,,,, 41,,, 39,,,,,,,, 43,, 39,,,,, 43, 41,, 41,,,,,,,
A_2010, 42,,,,,,,,,, 41,,,,,,,,,, 40,, 38,,,,,,,,,,, 42,,,,, 43,,,,,,, 41,,,, 41,,, 45,,, 41,,,, 42,,,,,, 42,,,,,,,,,,,,, 43,,,,,, 39,,,,,,,,,, 41,,, 39,,,,,,,, 43,, 39,,,,, 43, 42,, 41,,,,,,,
A_2011, 42,,,,,,,,,, 41,,,,,,,,,, 40,, 38,,,,,,,,,,, 43,,,,, 43,,,,,,, 41,,,, 41,,, 45,,, 41,,,, 42,,,,,, 42,,,,,,,,,,,,, 43,,,,,, 40,,,,,,,,,, 42,,, 40,,,,,,,, 43,, 40,,,,, 43, 42,, 41,,,,,,,
A_2012, 40,,,,,,,,,, 38,,,,,,,,,, 37,, 35,,,,,,,,,,, 42,,,,, 42,,,,,,, 39,,,, 39,,, 44,,, 40,,,, 41,,,,,, 40,,,,,,,,,,,,, 42,,,,,, 37,,,,,,,,,, 38,,, 37,,,,,,,, 42,, 38,,,,, 42, 40,, 39,,,,,,,
A_2013, 40,,,,,,,,,, 39,,,,,,,,,, 38,, 36,,,,,,,,,,, 42,,,,, 42,,,,,,, 40,,,, 40,,, 44,,, 40,,,, 41,,,,,, 40,,,,,,,,,,,,, 42,,,,,, 37,,,,,,,,,, 39,,, 38,,,,,,,, 42,, 38,,,,, 42, 41,, 40,,,,,,,
A_2014, 40,,,,,,,,,, 39,,,,,,,,,, 38,, 36,,,,,,,,,,, 42,,,,, 42,,,,,,, 40,,,, 40,,, 44,,, 40,,,, 41,,,,,, 40,,,,,,,,,,,,, 42,,,,,, 38,,,,,,,,,, 39,,, 38,,,,,,,, 42,, 38,,,,, 42, 41,, 40,,,,,,,
A_2015, 41,,,,,,,,,, 39,,,,,,,,,, 38,, 36,,,,,,,,,,, 42,,,,, 42,,,,,,, 40,,,, 40,,, 44,,, 40,,,, 41,,,,,, 41,,,,,,,,,,,,, 42,,,,,, 38,,,,,,,,,, 39,,, 38,,,,,,,, 42,, 38,,,,, 42, 41,, 40,,,,,,,
A_2016, 41,,,,,,,,,, 40,,,,,,,,,, 39,, 36,,,,,,,,,,, 42,,,,, 42,,,,,,, 40,,,, 40,,, 44,,, 40,,,, 42,,,,,, 41,,,,,,,,,,,,, 42,,,,,, 38,,,,,,,,,, 40,,, 38,,,,,,,, 42,, 39,,,,, 42, 41,, 40,,,,,,,
A_2017, 41,,,,,,,,,, 40,,,,,,,,,, 39,, 37,,,,,,,,,,, 42,,,,, 42,,,,,,, 40,,,, 40,,, 44,,, 40,,,, 42,,,,,, 41,,,,,,,,,,,,, 42,,,,,, 38,,,,,,,,,, 40,,, 38,,,,,,,, 43,, 39,,,,, 42, 41,, 40,,,,,,,
A_2018, 43,,,,,,,,,, 43,,,,,,,,,, 41,, 39,,,,,,,,,,, 43,,,,, 44,,,,,,, 42,,,, 42,,, 46,,, 42,,,, 43,,,,,, 43,,,,,,,,,,,,, 44,,,,,, 41,,,,,,,,,, 43,,, 41,,,,,,,, 44,, 41,,,,, 44, 43,, 42,,,,,,,
A_2019, 43,,,,,,,,,, 43,,,,,,,,,, 42,, 40,,,,,,,,,,, 43,,,,, 44,,,,,,, 42,,,, 42,,, 46,,, 42,,,, 44,,,,,, 44,,,,,,,,,,,,, 44,,,,,, 42,,,,,,,,,, 44,,, 41,,,,,,,, 44,, 41,,,,, 44, 43,, 43,,,,,,,
A_2020, 43,,,,,,,,,, 43,,,,,,,,,, 42,, 40,,,,,,,,,,, 44,,,,, 45,,,,,,, 43,,,, 42,,, 46,,, 42,,,, 44,,,,,, 44,,,,,,,,,,,,, 44,,,,,, 42,,,,,,,,,, 44,,, 41,,,,,,,, 44,, 41,,,,, 44, 43,, 43,,,,,,,
A_2021, 44,,,,,,,,,, 43,,,,,,,,,, 42,, 40,,,,,,,,,,, 44,,,,, 45,,,,,,, 43,,,, 42,,, 46,,, 43,,,, 44,,,,,, 44,,,,,,,,,,,,, 44,,,,,, 42,,,,,,,,,, 44,,, 42,,,,,,,, 44,, 41,,,,, 44, 44,, 43,,,,,,,
A_2022, 44,,,,,,,,,, 43,,,,,,,,,, 42,, 41,,,,,,,,,,, 44,,,,, 45,,,,,,, 43,,,, 43,,, 46,,, 43,,,, 44,,,,,, 44,,,,,,,,,,,,, 44,,,,,, 43,,,,,,,,,, 45,,, 42,,,,,,,, 44,, 42,,,,, 44, 44,, 43,,,,,,,
A_2023, 44,,,,,,,,,, 44,,,,,,,,,, 43,, 41,,,,,,,,,,, 44,,,,, 45,,,,,,, 43,,,, 43,,, 46,,, 43,,,, 44,,,,,, 44,,,,,,,,,,,,, 45,,,,,, 43,,,,,,,,,, 45,,, 42,,,,,,,, 45,, 42,,,,, 45, 44,, 44,,,,,,,
A_2024, 44,,,,,,,,,, 44,,,,,,,,,, 43,, 41,,,,,,,,,,, 44,,,,, 45,,,,,,, 43,,,, 43,,, 46,,, 43,,,, 45,,,,,, 44,,,,,,,,,,,,, 45,,,,,, 43,,,,,,,,,, 45,,, 42,,,,,,,, 45,, 42,,,,, 45, 44,, 44,,,,,,,
A_2025, 44,,,,,,,,,, 44,,,,,,,,,, 43,, 42,,,,,,,,,,, 44,,,,, 45,,,,,,, 44,,,, 43,,, 46,,, 43,,,, 45,,,,,, 44,,,,,,,,,,,,, 45,,,,,, 43,,,,,,,,,, 46,,, 42,,,,,,,, 45,, 42,,,,, 45, 44,, 44,,,,,,,
A_2026, 45,,,,,,,,,, 44,,,,,,,,,, 43,, 42,,,,,,,,,,, 44,,,,, 46,,,,,,, 44,,,, 43,,, 46,,, 44,,,, 45,,,,,, 45,,,,,,,,,,,,, 45,,,,,, 44,,,,,,,,,, 46,,, 43,,,,,,,, 45,, 42,,,,, 45, 44,, 44,,,,,,,
A_2027, 45,,,,,,,,,, 45,,,,,,,,,, 43,, 42,,,,,,,,,,, 45,,,,, 46,,,,,,, 44,,,, 44,,, 47,,, 44,,,, 45,,,,,, 45,,,,,,,,,,,,, 45,,,,,, 44,,,,,,,,,, 46,,, 43,,,,,,,, 45,, 42,,,,, 45, 45,, 45,,,,,,,
A_2028, 45,,,,,,,,,, 45,,,,,,,,,, 44,, 42,,,,,,,,,,, 45,,,,, 46,,,,,,, 44,,,, 44,,, 47,,, 44,,,, 45,,,,,, 45,,,,,,,,,,,,, 45,,,,,, 44,,,,,,,,,, 46,,, 43,,,,,,,, 45,, 43,,,,, 45, 45,, 45,,,,,,,
A_2029, 45,,,,,,,,,, 45,,,,,,,,,, 44,, 43,,,,,,,,,,, 45,,,,, 46,,,,,,, 44,,,, 44,,, 47,,, 44,,,, 45,,,,,, 45,,,,,,,,,,,,, 45,,,,,, 44,,,,,,,,,, 47,,, 43,,,,,,,, 45,, 43,,,,, 46, 45,, 45,,,,,,,
A_2030, 45,,,,,,,,,, 45,,,,,,,,,, 44,, 43,,,,,,,,,,, 45,,,,, 46,,,,,,, 45,,,, 44,,, 47,,, 44,,,, 46,,,,,, 45,,,,,,,,,,,,, 46,,,,,, 45,,,,,,,,,, 47,,, 44,,,,,,,, 45,, 43,,,,, 46, 45,, 45,,,,,,,
A_2031, 46,,,,,,,,,, 46,,,,,,,,,, 44,, 43,,,,,,,,,,, 45,,,,, 46,,,,,,, 45,,,, 44,,, 47,,, 44,,,, 46,,,,,, 45,,,,,,,,,,,,, 46,,,,,, 45,,,,,,,,,, 47,,, 44,,,,,,,, 46,, 43,,,,, 46, 45,, 45,,,,,,,
A_2032, 46,,,,,,,,,, 46,,,,,,,,,, 45,, 43,,,,,,,,,,, 45,,,,, 46,,,,,,, 45,,,, 44,,, 47,,, 45,,,, 46,,,,,, 46,,,,,,,,,,,,, 46,,,,,, 45,,,,,,,,,, 47,,, 44,,,,,,,, 46,, 43,,,,, 46, 45,, 46,,,,,,,
A_2033, 46,,,,,,,,,, 46,,,,,,,,,, 45,, 44,,,,,,,,,,, 45,,,,, 46,,,,,,, 45,,,, 44,,, 47,,, 45,,,, 46,,,,,, 46,,,,,,,,,,,,, 46,,,,,, 45,,,,,,,,,, 48,,, 44,,,,,,,, 46,, 43,,,,, 46, 45,, 46,,,,,,,
A_2034, 46,,,,,,,,,, 46,,,,,,,,,, 45,, 44,,,,,,,,,,, 46,,,,, 47,,,,,,, 45,,,, 45,,, 47,,, 45,,,, 46,,,,,, 46,,,,,,,,,,,,, 46,,,,,, 46,,,,,,,,,, 48,,, 44,,,,,,,, 46,, 43,,,,, 46, 45,, 46,,,,,,,
A_2035, 46,,,,,,,,,, 47,,,,,,,,,, 45,, 44,,,,,,,,,,, 46,,,,, 47,,,,,,, 45,,,, 45,,, 47,,, 45,,,, 46,,,,,, 46,,,,,,,,,,,,, 46,,,,,, 46,,,,,,,,,, 48,,, 45,,,,,,,, 46,, 43,,,,, 47, 46,, 46,,,,,,,
A_2036, 46,,,,,,,,,, 47,,,,,,,,,, 45,, 44,,,,,,,,,,, 46,,,,, 47,,,,,,, 46,,,, 45,,, 47,,, 45,,,, 47,,,,,, 46,,,,,,,,,,,,, 46,,,,,, 46,,,,,,,,,, 48,,, 45,,,,,,,, 46,, 44,,,,, 47, 46,, 46,,,,,,,
A_2037, 47,,,,,,,,,, 47,,,,,,,,,, 46,, 45,,,,,,,,,,, 46,,,,, 47,,,,,,, 46,,,, 45,,, 47,,, 45,,,, 47,,,,,, 47,,,,,,,,,,,,, 46,,,,,, 46,,,,,,,,,, 49,,, 45,,,,,,,, 46,, 44,,,,, 47, 46,, 46,,,,,,,
A_2038, 47,,,,,,,,,, 47,,,,,,,,,, 46,, 45,,,,,,,,,,, 46,,,,, 47,,,,,,, 46,,,, 45,,, 47,,, 45,,,, 47,,,,,, 47,,,,,,,,,,,,, 46,,,,,, 46,,,,,,,,,, 49,,, 45,,,,,,,, 46,, 44,,,,, 47, 46,, 46,,,,,,,
A_2039, 47,,,,,,,,,, 47,,,,,,,,,, 46,, 45,,,,,,,,,,, 46,,,,, 47,,,,,,, 46,,,, 45,,, 47,,, 46,,,, 47,,,,,, 47,,,,,,,,,,,,, 47,,,,,, 47,,,,,,,,,, 49,,, 45,,,,,,,, 46,, 44,,,,, 47, 46,, 47,,,,,,,
A_2040, 47,,,,,,,,,, 48,,,,,,,,,, 46,, 45,,,,,,,,,,, 46,,,,, 47,,,,,,, 46,,,, 45,,, 47,,, 46,,,, 47,,,,,, 47,,,,,,,,,,,,, 47,,,,,, 47,,,,,,,,,, 49,,, 46,,,,,,,, 46,, 44,,,,, 47, 46,, 47,,,,,,,
A_2041, 47,,,,,,,,,, 48,,,,,,,,,, 46,, 46,,,,,,,,,,, 46,,,,, 47,,,,,,, 46,,,, 45,,, 47,,, 46,,,, 47,,,,,, 47,,,,,,,,,,,,, 47,,,,,, 47,,,,,,,,,, 49,,, 46,,,,,,,, 47,, 44,,,,, 47, 46,, 47,,,,,,,
A_2042, 47,,,,,,,,,, 48,,,,,,,,,, 47,, 46,,,,,,,,,,, 46,,,,, 47,,,,,,, 46,,,, 46,,, 48,,, 46,,,, 47,,,,,, 48,,,,,,,,,,,,, 47,,,,,, 47,,,,,,,,,, 50,,, 46,,,,,,,, 47,, 44,,,,, 47, 46,, 47,,,,,,,
A_2043, 47,,,,,,,,,, 48,,,,,,,,,, 47,, 46,,,,,,,,,,, 47,,,,, 47,,,,,,, 47,,,, 46,,, 48,,, 46,,,, 47,,,,,, 48,,,,,,,,,,,,, 47,,,,,, 47,,,,,,,,,, 50,,, 46,,,,,,,, 47,, 44,,,,, 48, 46,, 47,,,,,,,
A_2044, 48,,,,,,,,,, 48,,,,,,,,,, 47,, 46,,,,,,,,,,, 47,,,,, 47,,,,,,, 47,,,, 46,,, 48,,, 46,,,, 48,,,,,, 48,,,,,,,,,,,,, 47,,,,,, 48,,,,,,,,,, 50,,, 46,,,,,,,, 47,, 45,,,,, 48, 46,, 47,,,,,,,
A_2045, 48,,,,,,,,,, 49,,,,,,,,,, 47,, 46,,,,,,,,,,, 47,,,,, 48,,,,,,, 47,,,, 46,,, 48,,, 46,,,, 48,,,,,, 48,,,,,,,,,,,,, 47,,,,,, 48,,,,,,,,,, 50,,, 46,,,,,,,, 47,, 45,,,,, 48, 46,, 47,,,,,,,
A_2046, 48,,,,,,,,,, 49,,,,,,,,,, 47,, 46,,,,,,,,,,, 47,,,,, 48,,,,,,, 47,,,, 46,,, 48,,, 46,,,, 48,,,,,, 48,,,,,,,,,,,,, 47,,,,,, 48,,,,,,,,,, 50,,, 47,,,,,,,, 47,, 45,,,,, 48, 46,, 47,,,,,,,
A_2047, 48,,,,,,,,,, 49,,,,,,,,,, 47,, 47,,,,,,,,,,, 47,,,,, 48,,,,,,, 47,,,, 46,,, 48,,, 46,,,, 48,,,,,, 49,,,,,,,,,,,,, 47,,,,,, 48,,,,,,,,,, 50,,, 47,,,,,,,, 47,, 45,,,,, 48, 46,, 47,,,,,,,
A_2048, 48,,,,,,,,,, 49,,,,,,,,,, 48,, 47,,,,,,,,,,, 47,,,,, 48,,,,,,, 47,,,, 46,,, 48,,, 46,,,, 48,,,,,, 49,,,,,,,,,,,,, 47,,,,,, 48,,,,,,,,,, 51,,, 47,,,,,,,, 47,, 45,,,,, 48, 46,, 47,,,,,,,
A_2049, 48,,,,,,,,,, 49,,,,,,,,,, 48,, 47,,,,,,,,,,, 47,,,,, 48,,,,,,, 47,,,, 46,,, 48,,, 47,,,, 48,,,,,, 49,,,,,,,,,,,,, 47,,,,,, 48,,,,,,,,,, 51,,, 47,,,,,,,, 47,, 45,,,,, 48, 46,, 48,,,,,,,
A_2050, 48,,,,,,,,,, 50,,,,,,,,,, 48,, 47,,,,,,,,,,, 47,,,,, 48,,,,,,, 47,,,, 46,,, 48,,, 47,,,, 48,,,,,, 49,,,,,,,,,,,,, 47,,,,,, 48,,,,,,,,,, 51,,, 47,,,,,,,, 47,, 45,,,,, 48, 46,, 48,,,,,,,
A_2051, 48,,,,,,,,,, 50,,,,,,,,,, 48,, 47,,,,,,,,,,, 47,,,,, 48,,,,,,, 47,,,, 46,,, 48,,, 47,,,, 48,,,,,, 49,,,,,,,,,,,,, 47,,,,,, 49,,,,,,,,,, 51,,, 47,,,,,,,, 47,, 45,,,,, 48, 46,, 48,,,,,,,
A_2052, 48,,,,,,,,,, 50,,,,,,,,,, 48,, 47,,,,,,,,,,, 47,,,,, 48,,,,,,, 47,,,, 46,,, 48,,, 47,,,, 48,,,,,, 49,,,,,,,,,,,,, 47,,,,,, 49,,,,,,,,,, 51,,, 47,,,,,,,, 47,, 45,,,,, 48, 46,, 48,,,,,,,
A_2053, 48,,,,,,,,,, 50,,,,,,,,,, 48,, 47,,,,,,,,,,, 47,,,,, 48,,,,,,, 47,,,, 46,,, 48,,, 47,,,, 48,,,,,, 50,,,,,,,,,,,,, 47,,,,,, 49,,,,,,,,,, 51,,, 47,,,,,,,, 47,, 45,,,,, 48, 46,, 48,,,,,,,
A_2054, 48,,,,,,,,,, 50,,,,,,,,,, 48,, 48,,,,,,,,,,, 47,,,,, 48,,,,,,, 47,,,, 46,,, 48,,, 47,,,, 48,,,,,, 50,,,,,,,,,,,,, 47,,,,,, 49,,,,,,,,,, 51,,, 48,,,,,,,, 47,, 45,,,,, 48, 46,, 48,,,,,,,
A_2055, 48,,,,,,,,,, 50,,,,,,,,,, 48,, 48,,,,,,,,,,, 47,,,,, 48,,,,,,, 48,,,, 46,,, 48,,, 47,,,, 48,,,,,, 50,,,,,,,,,,,,, 47,,,,,, 49,,,,,,,,,, 51,,, 48,,,,,,,, 47,, 45,,,,, 48, 46,, 48,,,,,,,
